,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
0,0.2,8.3,0.5,6.3,43.9,5.5,307.0,396.9,11.9,20.9,0
1,0.1,5.1,0.5,6.2,65.3,4.8,284.0,395.6,10.4,22.1,0
2,0.0,4.9,0.4,6.5,29.1,5.4,281.0,396.9,6.5,25.5,0
3,0.1,3.4,0.5,6.4,83.9,3.4,270.0,396.9,5.9,23.1,0
4,0.1,8.1,0.5,6.1,91.9,4.5,307.0,380.0,19.5,14.5,0
5,0.0,1.4,0.4,7.1,59.2,9.2,216.0,393.2,8.3,32.9,0
6,0.1,4.5,0.4,6.3,48.2,4.4,247.0,396.0,13.1,22.3,0
7,0.1,7.9,0.5,6.0,66.6,5.6,311.0,395.6,12.6,22.8,0
8,0.0,3.0,0.4,6.6,21.7,5.4,252.0,395.6,4.5,30.6,0
9,0.1,2.2,0.5,7.1,54.1,6.1,222.0,396.9,5.4,36.1,0
10,0.1,4.9,0.4,6.3,32.1,5.4,281.0,396.9,6.8,24.9,0
11,0.0,15.0,0.5,6.2,28.8,3.7,270.0,396.3,6.3,25.1,0
12,0.1,7.9,0.5,5.9,39.0,5.5,311.0,390.5,15.8,21.6,0
13,0.1,6.9,0.4,6.1,40.0,5.7,233.0,389.4,9.7,21.1,0
14,0.1,4.5,0.4,6.4,45.1,4.4,247.0,396.0,13.0,22.4,0
15,0.0,0.7,0.4,6.4,35.6,9.2,313.0,396.9,5.9,24.8,0
16,0.1,8.1,0.5,5.6,85.6,4.5,307.0,303.3,16.6,13.8,0
17,0.1,3.4,0.5,6.4,86.3,3.4,270.0,396.9,5.6,23.5,0
18,0.0,4.9,0.4,6.6,70.3,5.4,281.0,395.6,7.3,23.8,0
19,0.1,7.9,0.5,6.0,82.9,6.2,311.0,396.9,13.4,18.8,0
20,0.1,5.1,0.5,5.7,66.1,7.2,284.0,395.1,13.3,18.6,0
21,0.1,4.9,0.4,6.3,46.7,5.4,281.0,390.6,7.6,22.8,0
22,0.0,3.4,0.5,7.0,86.3,3.4,270.0,396.9,5.5,23.6,0
23,0.1,2.2,0.5,6.4,58.6,6.1,222.0,394.1,5.3,28.6,0
24,0.1,7.9,0.5,6.4,94.3,6.3,311.0,392.5,20.5,14.9,0
25,0.0,4.9,0.4,6.6,17.7,6.6,337.0,396.9,4.8,23.4,0
26,0.3,7.4,0.5,6.3,55.1,5.5,260.0,394.2,11.4,20.5,0
27,0.1,4.2,0.4,6.5,70.2,4.2,290.0,395.3,7.1,24.1,0
28,0.2,9.1,0.5,5.8,90.5,4.8,310.0,388.5,15.6,16.2,0
29,0.1,5.5,0.4,6.2,25.9,6.9,340.0,396.1,8.5,22.5,0
30,0.4,7.9,0.5,6.1,80.2,4.3,300.0,392.2,14.1,18.1,0
31,0.1,3.8,0.4,7.1,60.3,3.9,280.0,396.4,6.5,32.1,0
32,0.2,8.5,0.5,5.9,95.6,4.1,315.0,387.3,17.9,14.5,0
33,0.1,5.9,0.4,6.4,35.4,6.3,350.0,396.6,9.3,23.4,0
34,0.3,7.1,0.5,6.2,85.9,4.9,305.0,394.1,13.4,19.3,0
35,0.1,4.5,0.4,6.8,50.5,5.1,285.0,395.1,8.8,25.5,0
36,0.2,9.3,0.5,5.7,92.2,4.4,320.0,388.2,16.3,15.8,0
37,0.1,6.3,0.4,6.1,30.4,6.7,335.0,396.3,9.9,22.8,0
38,0.3,7.6,0.5,6.3,75.1,5.3,295.0,394.5,12.2,20.1,0
39,0.1,5.2,0.4,6.6,45.9,5.4,290.0,395.4,8.1,24.9,0
40,0.2,9.5,0.5,5.8,98.5,4.2,325.0,387.1,18.1,14.2,0
41,0.1,6.5,0.4,6.3,40.9,6.1,345.0,396.5,10.3,23.1,0
42,0.3,7.8,0.5,6.2,80.8,5.0,300.0,394.3,14.5,18.5,0
43,0.1,5.8,0.4,6.5,55.8,5.2,295.0,395.2,8.6,24.6,0
44,0.2,9.7,0.5,5.6,99.8,4.1,330.0,387.4,19.1,13.8,0
45,0.1,6.9,0.4,6.2,35.1,6.5,350.0,396.7,10.1,23.3,0
46,0.3,8.0,0.5,6.3,85.3,5.1,305.0,394.2,14.8,18.8,0
47,0.1,6.1,0.4,6.4,50.2,5.3,290.0,395.3,8.4,25.2,0
48,0.2,9.9,0.5,5.7,100.0,4.0,335.0,386.9,19.5,13.5,0
49,0.1,7.0,0.4,6.1,40.5,6.3,345.0,396.8,10.5,23.5,0
