,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
0,0.5,7.5,0.45,6.3,85.2,4.9,295.0,388.2,11.1,22.1,0
1,0.2,10.3,0.42,5.9,40.5,5.6,320.0,381.1,9.5,20.3,0
2,0.8,9.2,0.48,6.5,70.3,4.3,310.0,394.5,12.2,19.5,0
3,0.1,5.8,0.41,6.2,50.7,6.3,260.0,396.2,8.1,24.2,0
4,0.6,8.5,0.46,5.8,90.1,4.1,300.0,377.3,14.5,17.3,0
5,0.3,11.1,0.44,6.1,60.2,5.8,330.0,386.4,10.8,20.8,0
6,0.4,9.5,0.47,6.4,80.3,4.6,315.0,392.1,11.9,20.1,0
7,0.2,6.3,0.43,6.6,45.9,6.2,280.0,395.8,8.5,23.5,0
8,0.7,8.8,0.49,5.7,95.5,3.9,305.0,380.5,18.1,14.1,0
9,0.1,4.2,0.4,7.3,55.6,6.5,240.0,396.5,5.6,28.5,0
10,0.5,10.9,0.45,6.0,75.2,5.1,325.0,383.2,11.3,20.5,0
11,0.3,7.2,0.42,6.3,65.1,5.4,290.0,391.9,9.8,22.3,0
12,0.6,9.8,0.48,5.9,85.5,4.2,310.0,377.9,15.1,16.9,0
13,0.2,5.5,0.41,6.5,50.8,6.1,260.0,396.1,8.3,24.1,0
14,0.4,11.5,0.46,6.2,70.5,5.3,335.0,386.9,11.5,20.2,0
15,0.8,9.1,0.49,5.6,90.8,4.0,300.0,380.8,18.5,13.8,0
16,0.1,6.1,0.43,6.8,60.3,6.4,285.0,395.5,8.8,23.2,0
17,0.6,10.2,0.47,5.8,80.2,4.5,315.0,377.4,14.2,17.5,0
18,0.3,7.8,0.44,6.1,65.5,5.6,295.0,392.3,10.2,21.8,0
19,0.5,9.3,0.45,6.4,75.8,4.7,305.0,380.9,12.5,19.2,0
20,0.2,5.9,0.42,6.6,55.9,6.2,265.0,396.3,8.6,23.8,0
21,0.7,11.3,0.49,5.7,95.2,3.8,320.0,377.2,18.8,13.5,0
22,0.1,4.5,0.4,7.2,60.5,6.6,245.0,396.2,5.8,28.2,0
23,0.5,10.5,0.46,6.0,80.5,5.0,325.0,383.5,11.8,20.3,0
24,0.3,7.5,0.43,6.2,70.8,5.5,290.0,392.5,10.5,21.5,0
25,0.6,9.9,0.48,5.9,90.3,4.1,310.0,378.2,15.5,16.7,0
50,1.35472,8.14,0.538,6.072,100.0,4.175,307.0,376.73,13.04,14.5,1
51,0.02731,7.07,0.469,6.421,78.9,4.9671,242.0,396.9,9.14,21.6,1
52,0.12744,6.91,0.448,6.77,2.9,5.7209,233.0,385.41,4.84,26.6,1
53,0.15876,10.81,0.413,5.961,17.5,5.2873,305.0,376.94,9.88,21.7,1
54,0.12816,6.07,0.409,5.885,33.0,6.498,345.0,396.9,8.79,20.9,1
55,0.01311,1.22,0.403,7.249,21.9,8.6966,226.0,395.93,4.81,35.4,1
56,0.11747,7.87,0.524,6.009,82.9,6.2267,311.0,396.9,13.27,18.9,1
57,0.10153,12.83,0.437,6.279,74.5,4.0522,398.0,373.66,11.97,20.0,1
58,0.08707,12.83,0.437,6.14,45.8,4.0905,398.0,386.96,10.27,20.8,1
59,0.02985,2.18,0.458,6.43,58.7,6.0622,222.0,394.12,5.21,28.7,1
60,0.04113,4.86,0.426,6.727,33.5,5.4007,281.0,396.9,5.29,28.0,1
61,0.62976,8.14,0.538,5.949,61.8,4.7075,307.0,396.9,8.26,20.4,1
62,0.63796,8.14,0.538,6.096,84.5,4.4619,307.0,380.02,10.26,18.2,1
63,1.25179,8.14,0.538,5.57,98.1,3.7979,307.0,376.57,21.02,13.6,1
64,0.02875,15.04,0.464,6.211,28.9,3.6659,270.0,396.33,6.21,25.0,1
65,1.00245,8.14,0.538,6.674,87.3,4.239,307.0,380.23,11.98,21.0,1
66,1.38799,8.14,0.538,5.95,82.0,3.99,307.0,232.6,27.71,13.2,1
67,1.15172,8.14,0.538,5.701,95.0,3.7872,307.0,358.77,18.35,13.1,1
68,0.09744,5.96,0.499,5.841,61.4,3.3779,279.0,377.56,11.41,20.0,1
69,0.08873,5.64,0.439,5.963,45.7,6.8147,243.0,395.56,13.45,19.7,1
70,0.18836,6.91,0.448,5.786,33.3,5.1004,233.0,396.9,14.15,20.0,1
71,0.06905,2.18,0.458,7.147,54.2,6.0622,222.0,396.9,5.33,36.2,1
72,0.03359,2.95,0.428,7.024,15.8,5.4011,252.0,395.62,1.98,34.9,1
73,0.08187,2.89,0.445,7.82,36.9,3.4952,276.0,393.53,3.57,43.8,1
74,0.11504,2.89,0.445,6.163,69.6,3.4952,276.0,391.83,11.34,21.4,1
75,0.01951,1.38,0.4161,7.104,59.5,9.2229,216.0,393.24,8.05,33.0,1
76,0.11027,5.13,0.453,6.456,67.8,7.2255,284.0,396.9,6.73,22.2,1
77,0.08826,10.81,0.413,6.417,6.6,5.2873,305.0,383.73,6.72,24.2,1
78,0.17171,5.13,0.453,5.966,93.4,6.8185,284.0,378.08,14.44,16.0,1
79,0.17142,6.91,0.448,5.682,33.8,5.1004,233.0,396.9,10.21,19.3,1
80,0.04337,5.64,0.439,6.115,63.0,6.8147,243.0,393.97,9.43,20.5,1
81,0.03584,3.37,0.398,6.29,17.8,6.6115,337.0,396.9,4.67,23.5,1
82,0.09512,12.83,0.437,6.286,45.0,4.5026,398.0,383.23,8.94,21.4,1
83,0.03237,2.18,0.458,6.998,45.8,6.0622,222.0,394.63,2.94,33.4,1
84,0.05302,3.41,0.489,7.079,63.1,3.4145,270.0,396.06,5.7,28.7,1
85,0.03659,4.86,0.426,6.302,32.2,5.4007,281.0,396.9,6.72,24.8,1
86,0.0686,2.89,0.445,7.416,62.5,3.4952,276.0,396.9,6.19,33.2,1
87,0.07151,4.49,0.449,6.121,56.8,3.7476,247.0,395.15,8.44,22.2,1
88,1.61282,8.14,0.538,6.096,96.9,3.7598,307.0,248.31,20.34,13.5,1
89,0.08014,5.96,0.499,5.85,41.5,3.9342,279.0,396.9,8.77,21.0,1
90,0.0536,5.64,0.439,6.511,21.1,6.8147,243.0,396.9,5.28,25.0,1
91,0.04462,4.86,0.426,6.619,70.4,5.4007,281.0,395.63,7.22,23.9,1
92,0.10328,5.13,0.453,5.927,47.2,6.932,284.0,396.9,9.22,19.6,1
93,0.80271,8.14,0.538,5.456,36.6,3.7965,307.0,288.99,11.69,20.2,1
94,0.09378,7.87,0.524,5.889,39.0,5.4509,311.0,390.5,15.71,21.7,1
95,0.77299,8.14,0.538,6.495,94.4,4.4547,307.0,387.94,12.8,18.4,1
96,1.13081,8.14,0.538,5.713,94.1,4.233,307.0,360.17,22.6,12.7,1
97,0.84054,8.14,0.538,5.599,85.7,4.4546,307.0,303.42,16.51,13.9,1
98,0.21124,7.87,0.524,5.631,100.0,6.0821,311.0,386.63,29.93,16.5,1
99,0.04684,3.41,0.489,6.417,66.1,3.0923,270.0,392.18,8.81,22.6,1
