,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
0,0.1,6.9,0.4,6.2,94.1,5.3,307.0,396.9,14.2,19.1,0
1,0.2,8.1,0.5,5.6,91.7,4.5,307.0,396.9,18.7,15.2,0
2,0.1,6.9,0.4,5.8,33.3,5.1,233.0,396.9,14.2,20.0,0
3,0.1,6.1,0.4,5.6,36.8,6.5,345.0,396.9,13.1,17.4,0
4,0.1,7.9,0.5,5.9,39.0,5.5,311.0,390.5,15.7,21.7,0
5,0.1,12.8,0.4,6.2,53.7,5.0,398.0,386.4,12.3,21.2,0
6,0.8,8.1,0.5,5.6,85.7,4.5,307.0,303.4,16.5,13.9,0
7,0.1,2.9,0.4,7.4,62.5,3.5,276.0,396.9,6.2,33.2,0
8,1.2,8.1,0.5,6.1,91.7,4.0,307.0,396.9,18.7,15.2,0
9,0.8,8.1,0.5,6.5,94.4,4.5,307.0,387.9,12.8,18.4,0
10,1.4,8.1,0.5,6.1,100.0,4.2,307.0,376.7,13.0,14.5,0
11,1.1,8.1,0.5,5.7,94.1,4.2,307.0,360.2,22.6,12.7,0
12,1.0,8.1,0.5,5.8,100.0,4.1,307.0,394.5,19.9,14.5,0
13,1.4,8.1,0.5,6.0,82.0,4.0,307.0,232.6,27.7,13.2,0
14,0.1,5.6,0.4,6.5,21.1,6.8,243.0,396.9,5.3,25.0,0
15,0.2,5.1,0.5,6.0,93.4,6.8,284.0,378.1,14.4,16.0,0
16,0.1,6.0,0.5,5.8,61.4,3.4,279.0,377.6,11.4,20.0,0
17,0.1,12.8,0.4,6.1,45.8,4.1,398.0,387.0,10.3,20.8,0
18,0.0,4.9,0.4,6.2,46.7,5.4,281.0,390.6,7.5,22.9,0
19,0.2,6.9,0.4,6.2,6.5,5.7,233.0,394.5,7.4,24.7,0
20,0.2,10.8,0.4,6.0,17.5,5.3,305.0,376.9,9.9,21.7,0
21,0.0,4.9,0.4,6.3,32.2,5.4,281.0,396.9,6.7,24.8,0
22,0.1,6.0,0.5,5.9,68.2,3.4,279.0,396.9,9.7,18.9,0
23,0.1,10.8,0.4,6.1,7.8,5.3,305.0,390.9,5.5,22.8,0
24,0.9,8.1,0.5,6.0,89.2,4.0,307.0,392.5,13.8,19.6,0
25,1.2,8.1,0.5,5.7,95.0,3.8,307.0,358.8,18.4,13.1,0
26,0.1,7.9,0.5,6.0,82.9,6.2,311.0,396.9,13.3,18.9,0
27,0.1,6.9,0.4,5.8,33.3,5.1,233.0,396.9,14.2,20.0,0
28,0.1,6.1,0.4,5.6,36.8,6.5,345.0,396.9,13.1,17.4,0
29,0.1,7.9,0.5,5.9,39.0,5.5,311.0,390.5,15.7,21.7,0
30,0.3,7.5,0.5,6.6,69.4,4.8,291.0,396.9,6.5,23.9,0
31,0.2,4.9,0.4,6.1,92.5,5.4,259.0,394.9,10.1,19.3,0
32,0.1,3.9,0.5,6.8,45.1,6.3,293.0,396.9,5.5,29.1,0
