,CRIM,target,real_identifier
0,0.19,17.3,0
1,0.21,17.9,0
2,0.05,21.9,0
3,0.15,25.1,0
4,0.05,24.2,0
5,0.15,28.1,0
6,0.05,24.8,0
7,1.5,11.9,0
8,0.42,15.8,0
9,0.65,18.2,0
10,0.15,21.1,0
11,0.25,27.3,0
12,0.05,20.8,0
13,0.15,21.5,0
14,0.05,22.8,0
15,0.15,23.1,0
16,0.58,21.2,0
17,0.92,15.8,0
18,0.05,20.9,0
19,0.15,21.5,0
20,0.05,19.1,0
21,0.15,21.5,0
22,0.05,22.8,0
23,0.15,20.6,0
24,0.6,16.5,0
25,2.1,11.8,0
26,0.18,25.5,0
27,0.12,30.8,0
28,0.1,24.1,0
29,0.0,23.7,0
30,0.05,22.5,0
31,0.15,26.1,0
32,0.05,24.2,0
33,0.15,26.8,0
34,0.18,20.5,0
35,0.15,21.2,0
36,0.05,28.7,0
37,0.15,20.1,0
38,0.15,22.1,0
39,0.18,20.6,0
40,0.05,24.0,0
41,0.15,18.0,0
42,0.6,20.1,0
43,0.3,38.2,0
44,0.85,20.1,0
45,0.25,22.9,0
46,0.05,28.1,0
47,0.15,32.5,0
48,0.11,19.5,0
49,0.09,20.2,0
50,0.17004,18.9,1
51,0.22927,16.6,1
52,0.0566,23.6,1
53,0.08873,19.7,1
54,0.02731,21.6,1
55,0.12744,26.6,1
56,0.08829,22.9,1
57,1.15172,13.1,1
58,0.25387,14.4,1
59,0.7842,17.5,1
60,0.15936,24.7,1
61,0.06417,18.9,1
62,0.10328,19.6,1
63,0.07151,22.2,1
64,0.05188,22.5,1
65,0.04981,23.4,1
66,0.62976,20.4,1
67,0.98843,14.5,1
68,0.04294,20.6,1
69,0.05646,21.2,1
70,0.14932,18.7,1
71,0.08387,20.3,1
72,0.00632,24.0,1
73,0.09512,21.4,1
74,0.0136,18.9,1
75,1.38799,13.2,1
76,0.15876,21.7,1
77,0.0686,33.2,1
78,0.03584,23.5,1
79,0.04462,23.9,1
80,0.08826,24.2,1
81,0.08707,20.8,1
82,0.04684,22.6,1
83,0.1265,25.0,1
84,0.18836,20.0,1
85,0.12816,20.9,1
86,0.03237,33.4,1
87,0.21124,16.5,1
88,0.0536,25.0,1
89,0.21977,19.4,1
90,0.04113,28.0,1
91,0.10153,20.0,1
92,0.75026,15.6,1
93,0.08187,43.8,1
94,0.85204,19.6,1
95,0.15445,23.3,1
96,0.1415,25.3,1
97,0.06905,36.2,1
98,0.09744,20.0,1
99,0.11747,18.9,1
