,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
0,0.2,4.9,0.5,6.3,43.8,5.5,261.0,395.4,10.9,22.1,0
1,0.1,7.4,0.4,5.9,90.2,4.9,304.0,386.4,15.4,19.1,0
2,0.3,10.2,0.5,6.1,55.9,5.1,313.0,391.3,12.1,20.5,0
3,0.1,3.9,0.4,7.3,28.5,5.7,255.0,396.1,4.5,31.4,0
4,0.2,6.3,0.5,5.7,73.2,4.3,274.0,394.8,11.5,20.3,0
5,0.1,9.5,0.4,6.2,49.9,5.4,299.0,386.9,9.3,22.9,0
6,0.3,11.4,0.5,5.9,85.1,5.9,322.0,383.2,16.3,18.1,0
7,0.2,5.1,0.5,6.4,62.2,4.7,266.0,396.9,10.5,22.5,0
8,0.1,8.5,0.4,6.0,75.2,5.2,294.0,390.8,12.9,20.9,0
9,0.2,10.9,0.5,5.8,58.1,6.0,317.0,386.5,14.5,19.3,0
10,0.1,4.2,0.4,7.1,41.9,5.6,258.0,395.9,5.1,29.5,0
11,0.3,9.1,0.5,6.2,82.9,4.4,309.0,391.1,13.4,19.8,0
12,0.2,7.1,0.5,5.9,69.1,5.8,284.0,394.5,12.2,20.8,0
13,0.1,6.5,0.4,6.3,51.9,5.3,272.0,396.3,9.5,23.1,0
14,0.2,11.1,0.5,5.7,63.9,5.5,320.0,386.3,15.1,18.5,0
15,0.1,9.9,0.4,6.1,79.2,4.8,306.0,390.6,13.1,20.3,0
16,0.3,8.3,0.5,6.0,56.2,6.2,297.0,394.2,14.1,19.5,0
17,0.2,5.5,0.5,6.4,70.3,4.9,269.0,396.9,11.3,21.9,0
18,0.1,7.8,0.4,6.2,46.9,5.6,292.0,386.9,10.3,22.7,0
19,0.2,10.5,0.5,5.8,83.5,5.4,315.0,391.2,15.5,18.7,0
20,0.1,5.9,0.4,7.0,39.5,5.8,263.0,396.1,5.3,29.9,0
21,0.3,8.9,0.5,6.1,76.2,4.6,302.0,394.4,13.6,20.1,0
22,0.2,6.9,0.5,5.9,59.2,6.1,278.0,396.9,12.5,20.6,0
23,0.1,9.2,0.4,6.3,53.9,5.1,298.0,386.8,10.9,22.3,0
24,0.2,11.6,0.5,5.7,81.9,5.7,324.0,391.1,16.1,18.3,0
25,0.3,7.3,0.5,6.5,82.2,5.1,301.0,394.1,10.3,20.8,0
26,0.8,8.1,0.5,6.0,95.5,4.5,307.0,395.6,16.1,17.3,0
27,0.1,4.2,0.4,6.3,44.1,5.5,281.0,396.9,9.5,22.9,0
28,1.1,8.1,0.5,6.2,98.5,4.2,307.0,392.5,19.4,14.9,0
29,0.2,7.9,0.5,6.4,93.2,6.2,311.0,392.5,20.1,15.5,0
30,0.1,3.4,0.5,7.0,85.3,3.4,270.0,396.9,5.6,23.5,0
31,0.3,6.9,0.4,6.2,6.3,5.6,233.0,394.5,7.5,24.5,0
