,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
0,0.01,6.5,0.45,6.8,58.2,4.5,255.0,391.2,5.5,30.1,0
1,0.15,5.8,0.55,6.2,35.5,4.2,290.0,394.8,8.8,27.3,0
2,0.08,6.5,0.38,6.3,28.1,5.4,240.0,391.8,12.1,22.8,0
3,0.12,7.1,0.42,6.5,25.9,5.9,230.0,378.9,10.5,24.5,0
4,0.06,2.31,0.47,7.29,65.1,3.21,289.0,384.8,5.51,32.9,0
5,0.08,3.15,0.38,7.87,69.2,3.42,295.0,411.9,4.85,36.2,0
6,0.3,7.2,0.45,5.9,42.1,5.8,330.0,386.2,15.5,16.2,0
7,0.9,9.3,0.48,6.2,78.5,4.2,320.0,316.8,18.9,15.1,0
8,0.23,7.2,0.42,6.3,55.6,4.1,281.0,394.5,10.5,24.1,0
9,0.45,5.8,0.38,6.1,48.9,4.6,262.0,399.2,11.8,23.2,0
10,0.06,4.8,0.45,6.1,60.5,5.5,260.0,391.5,11.4,21.2,0
11,0.08,5.3,0.42,5.9,55.0,6.2,270.0,398.2,10.8,20.5,0
12,0.0,2.3,0.5,6.2,28.5,6.1,291.0,391.2,4.9,27.3,0
13,0.0,1.1,0.3,6.8,30.2,8.5,278.0,398.5,5.2,26.5,0
14,0.538,7.3,0.538,6.1,78.9,5.1,296.0,391.5,14.5,17.3,0
15,0.253,6.2,0.469,6.0,56.3,7.2,310.0,398.1,11.9,20.5,0
16,0.0,1.8,0.45,7.3,55.2,8.5,210.0,391.9,6.5,32.5,0
17,0.0,2.0,0.42,7.2,52.1,7.8,218.0,396.1,4.2,34.1,0
18,1.7,7.3,0.6,6.2,78.0,5.5,320.0,250.1,25.9,14.5,0
19,0.5,6.2,0.4,6.1,90.1,7.2,300.0,350.2,16.1,17.1,0
20,0.06,11.9,0.42,6.1,42.0,4.2,390.0,380.5,9.1,20.8,0
21,0.85,9.5,0.48,5.9,88.0,4.9,320.0,372.0,15.2,17.2,0
22,0.05,6.3,0.45,6.1,45.0,5.8,280.0,390.0,9.5,22.1,0
23,0.02,7.5,0.55,6.7,60.0,4.2,310.0,400.0,8.2,23.5,0
24,1.2,7.9,0.6,6.2,85.5,4.1,310.0,380.1,15.1,20.8,0
25,1.0,8.3,0.4,5.9,90.8,4.3,305.0,370.5,21.2,14.5,0
26,0.538,7.4,0.538,6.3,91.2,5.2,304.0,381.1,12.1,17.5,0
27,0.3,8.3,0.45,5.9,95.5,6.4,309.0,383.8,28.5,16.9,0
28,1.9,7.3,0.6,5.9,95.2,3.9,310.0,380.1,20.5,14.1,0
29,0.2,3.9,0.5,6.2,68.3,3.2,275.0,390.5,9.2,23.1,0
30,0.06,5.0,0.49,6.9,45.1,8.3,283.0,394.2,9.1,24.8,0
31,0.11,5.2,0.51,6.6,66.3,7.5,285.0,397.5,6.9,23.1,0
32,0.3,7.2,0.6,6.3,56.1,4.5,291.0,391.1,10.2,22.5,0
33,0.9,9.5,0.4,6.1,74.2,4.8,315.0,369.9,11.5,20.8,0
34,0.05,4.2,0.38,6.5,58.2,5.2,251.0,395.8,8.1,25.1,0
35,0.08,3.1,0.42,7.2,40.5,4.1,268.0,392.2,4.5,38.2,0
36,0.06,5.3,0.43,6.2,30.5,6.1,279.0,398.2,6.5,25.1,0
37,0.15,4.7,0.48,6.4,31.8,5.9,287.0,392.5,6.8,24.5,0
38,0.8,8.3,0.4,5.9,98.2,4.5,306.0,395.1,20.1,16.2,0
39,0.3,7.7,0.6,6.1,94.5,5.8,309.0,398.2,18.8,24.9,0
40,0.08,4.2,0.45,6.5,45.0,4.1,240.0,380.2,8.2,25.5,0
41,0.12,5.1,0.38,6.8,55.0,4.8,260.0,410.1,7.1,22.9,0
42,0.06,11.9,0.45,6.8,78.2,4.5,380.0,391.2,11.2,21.5,0
43,0.08,4.2,0.42,7.2,84.1,3.7,290.0,401.1,6.1,24.8,0
44,0.06,8.1,0.53,6.08,65.2,5.7,309.0,398.2,11.9,23.1,0
45,0.02,5.2,0.42,6.15,49.3,5.3,286.0,388.5,8.1,23.2,0
46,0.0,10.0,0.45,6.9,48.2,4.1,280.0,390.0,9.5,25.8,0
47,0.0,5.0,0.42,7.2,18.5,5.9,260.0,400.0,3.0,31.4,0
48,0.2,8.5,0.5,6.5,7.2,5.9,250.0,380.2,6.1,28.1,0
49,0.3,9.2,0.6,6.8,7.5,6.2,270.0,395.1,6.4,30.5,0
0,0.02729,7.07,0.469,7.185,61.1,4.9671,242.0,392.83,4.03,34.7,1
1,0.17505,5.96,0.499,5.966,30.2,3.8473,279.0,393.43,10.13,24.7,1
2,0.12744,6.91,0.448,6.77,2.9,5.7209,233.0,385.41,4.84,26.6,1
3,0.18836,6.91,0.448,5.786,33.3,5.1004,233.0,396.9,14.15,20.0,1
4,0.12083,2.89,0.445,8.069,76.0,3.4952,276.0,396.9,4.21,38.7,1
5,0.12204,2.89,0.445,6.625,57.8,3.4952,276.0,357.98,6.65,28.4,1
6,0.13554,6.07,0.409,5.594,36.8,6.498,345.0,396.9,13.09,17.4,1
7,0.95577,8.14,0.538,6.047,88.8,4.4534,307.0,306.38,17.28,14.8,1
8,0.05188,4.49,0.449,6.015,45.1,4.4272,247.0,395.99,12.86,22.5,1
9,0.62976,8.14,0.538,5.949,61.8,4.7075,307.0,396.9,8.26,20.4,1
10,0.14932,5.13,0.453,5.741,66.2,7.2254,284.0,395.11,13.15,18.7,1
11,0.05059,4.49,0.449,6.389,48.0,4.7794,247.0,396.9,9.62,23.9,1
12,0.02763,2.95,0.428,6.595,21.8,5.4011,252.0,395.63,4.32,30.8,1
13,0.02055,0.74,0.41,6.383,35.7,9.1876,313.0,396.9,5.77,24.7,1
14,0.75026,8.14,0.538,5.924,94.1,4.3996,307.0,394.33,16.3,15.6,1
15,0.10328,5.13,0.453,5.927,47.2,6.932,284.0,396.9,9.22,19.6,1
16,0.01951,1.38,0.4161,7.104,59.5,9.2229,216.0,393.24,8.05,33.0,1
17,0.03237,2.18,0.458,6.998,45.8,6.0622,222.0,394.63,2.94,33.4,1
18,1.38799,8.14,0.538,5.95,82.0,3.99,307.0,232.6,27.71,13.2,1
19,0.17171,5.13,0.453,5.966,93.4,6.8185,284.0,378.08,14.44,16.0,1
20,0.09512,12.83,0.437,6.286,45.0,4.5026,398.0,383.23,8.94,21.4,1
21,0.67191,8.14,0.538,5.813,90.3,4.682,307.0,376.88,14.81,16.6,1
22,0.02731,7.07,0.469,6.421,78.9,4.9671,242.0,396.9,9.14,21.6,1
23,0.12816,6.07,0.409,5.885,33.0,6.498,345.0,396.9,8.79,20.9,1
24,0.85204,8.14,0.538,5.965,89.2,4.0123,307.0,392.53,13.83,19.6,1
25,1.13081,8.14,0.538,5.713,94.1,4.233,307.0,360.17,22.6,12.7,1
26,0.63796,8.14,0.538,6.096,84.5,4.4619,307.0,380.02,10.26,18.2,1
27,0.21124,7.87,0.524,5.631,100.0,6.0821,311.0,386.63,29.93,16.5,1
28,1.25179,8.14,0.538,5.57,98.1,3.7979,307.0,376.57,21.02,13.6,1
29,0.04684,3.41,0.489,6.417,66.1,3.0923,270.0,392.18,8.81,22.6,1
30,0.1265,5.13,0.453,6.762,43.4,7.9809,284.0,395.58,9.5,25.0,1
31,0.11027,5.13,0.453,6.456,67.8,7.2255,284.0,396.9,6.73,22.2,1
32,0.08014,5.96,0.499,5.85,41.5,3.9342,279.0,396.9,8.77,21.0,1
33,1.00245,8.14,0.538,6.674,87.3,4.239,307.0,380.23,11.98,21.0,1
34,0.04337,5.64,0.439,6.115,63.0,6.8147,243.0,393.97,9.43,20.5,1
35,0.08187,2.89,0.445,7.82,36.9,3.4952,276.0,393.53,3.57,43.8,1
36,0.03659,4.86,0.426,6.302,32.2,5.4007,281.0,396.9,6.72,24.8,1
37,0.15445,5.13,0.453,6.145,29.2,7.8148,284.0,390.68,6.86,23.3,1
38,0.98843,8.14,0.538,5.813,100.0,4.0952,307.0,394.54,19.88,14.5,1
39,0.14455,7.87,0.524,6.172,96.1,5.9505,311.0,396.9,19.15,27.1,1
40,0.12269,6.91,0.448,6.069,40.0,5.7209,233.0,389.39,9.55,21.2,1
41,0.05302,3.41,0.489,7.079,63.1,3.4145,270.0,396.06,5.7,28.7,1
42,0.10153,12.83,0.437,6.279,74.5,4.0522,398.0,373.66,11.97,20.0,1
43,0.0566,3.41,0.489,7.007,86.3,3.4217,270.0,396.9,5.5,23.6,1
44,0.08829,7.87,0.524,6.012,66.6,5.5605,311.0,395.6,12.43,22.9,1
45,0.03551,4.86,0.426,6.167,46.7,5.4007,281.0,390.64,7.51,22.9,1
46,0.04203,15.04,0.464,6.442,53.6,3.6659,270.0,395.01,8.16,22.9,1
47,0.03359,2.95,0.428,7.024,15.8,5.4011,252.0,395.62,1.98,34.9,1
48,0.1415,6.91,0.448,6.169,6.6,5.7209,233.0,383.37,5.81,25.3,1
49,0.09164,10.81,0.413,6.065,7.8,5.2873,305.0,390.91,5.52,22.8,1
50,0.15936,6.91,0.448,6.211,6.5,5.7209,233.0,394.46,7.44,24.7,1
