,CRIM,target,real_identifier
0,0.9,17.1,0
1,0.2,22.5,0
2,0.5,19.8,0
3,0.1,24.2,0
4,0.8,19.5,0
5,0.4,20.8,0
6,0.0,26.1,0
7,1.1,15.6,0
8,0.7,18.0,0
9,0.3,21.9,0
10,0.6,19.2,0
11,0.0,25.5,0
12,1.4,13.9,0
13,0.2,23.1,0
14,0.9,18.3,0
15,0.5,20.5,0
16,0.1,24.9,0
17,0.8,19.9,0
18,0.0,27.2,0
19,1.3,14.5,0
20,0.4,22.0,0
21,0.7,18.5,0
22,0.2,23.6,0
23,0.6,20.1,0
24,0.0,25.8,0
25,0.1,24.1,0
26,0.0,29.5,0
27,0.2,18.9,0
28,1.3,14.1,0
29,0.0,25.3,0
30,0.1,20.9,0
31,0.1,26.2,0
32,0.0,27.3,0
33,0.1,22.1,0
34,0.0,23.3,0
35,0.0,27.9,0
36,1.4,13.5,0
37,0.2,20.1,0
38,0.1,25.8,0
39,0.1,23.5,0
40,1.4,14.8,0
41,0.1,42.9,0
42,0.1,24.3,0
43,0.1,22.4,0
44,0.1,21.5,0
45,0.0,31.2,0
46,0.0,23.1,0
47,0.0,21.9,0
48,0.2,19.6,0
49,0.0,25.1,0
50,0.77299,18.4,1
51,0.02875,25.0,1
52,0.67191,16.6,1
53,0.04981,23.4,1
54,0.12744,26.6,1
55,0.80271,20.2,1
56,0.11747,18.9,1
57,0.7842,17.5,1
58,0.25387,14.4,1
59,0.03584,23.5,1
60,0.63796,18.2,1
61,0.01311,35.4,1
62,0.62976,20.4,1
63,0.0136,18.9,1
64,0.7258,18.2,1
65,0.12269,21.2,1
66,0.98843,14.5,1
67,0.03659,24.8,1
68,1.23247,15.2,1
69,1.61282,13.5,1
70,0.10328,19.6,1
71,0.1265,25.0,1
72,0.00632,24.0,1
73,0.05059,23.9,1
74,0.95577,14.8,1
75,0.03237,33.4,1
76,0.03359,34.9,1
77,0.15876,21.7,1
78,1.25179,13.6,1
79,0.04294,20.6,1
80,0.05188,22.5,1
81,0.0536,25.0,1
82,0.02985,28.7,1
83,0.11504,21.4,1
84,0.04684,22.6,1
85,0.04113,28.0,1
86,1.38799,13.2,1
87,0.17142,19.3,1
88,0.05735,26.6,1
89,0.09164,22.8,1
90,1.35472,14.5,1
91,0.08187,43.8,1
92,0.0566,23.6,1
93,0.05789,22.0,1
94,0.05646,21.2,1
95,0.02763,30.8,1
96,0.03551,22.9,1
97,0.02731,21.6,1
98,0.21977,19.4,1
99,0.02055,24.7,1
