,CRIM,target,real_identifier
0,0.05,28.2,0
1,0.15,20.1,0
2,0.3,24.5,0
3,0.6,22.1,0
4,0.25,20.8,0
5,0.15,24.9,0
6,0.8,18.5,0
7,1.1,15.6,0
8,0.65,18.8,0
9,0.85,17.1,0
10,0.05,30.5,0
11,0.15,20.8,0
12,0.19,16.3,0
13,0.11,19.1,0
14,0.1,25.2,0
15,0.0,22.9,0
16,0.09,21.2,0
17,0.11,23.1,0
18,0.08,40.9,0
19,0.12,25.6,0
20,0.8,17.2,0
21,0.2,21.9,0
22,0.05,19.1,0
23,0.15,18.5,0
24,0.05,30.2,0
25,0.15,25.5,0
26,0.05,32.1,0
27,0.15,20.8,0
28,0.05,21.2,0
29,0.15,19.5,0
30,0.15,22.1,0
31,0.25,18.5,0
32,0.05,25.5,0
33,0.15,20.8,0
34,0.15,28.5,0
35,0.25,12.8,0
36,0.00632,22.5,0
37,0.02731,30.1,0
38,0.0,23.1,0
39,0.0,32.9,0
40,1.2,18.5,0
41,1.5,15.8,0
42,0.15,25.6,0
43,0.05,30.2,0
44,0.05,28.2,0
45,1.8,12.1,0
46,0.1,28.5,0
47,0.2,17.8,0
48,0.05,24.1,0
49,0.02,23.5,0
50,0.03237,33.4,1
51,0.09164,22.8,1
52,0.05735,26.6,1
53,0.80271,20.2,1
54,0.21977,19.4,1
55,0.12744,26.6,1
56,0.62976,20.4,1
57,1.38799,13.2,1
58,0.7258,18.2,1
59,0.7842,17.5,1
60,0.14455,27.1,1
61,0.17171,16.0,1
62,0.22489,15.0,1
63,0.14932,18.7,1
64,0.03659,24.8,1
65,0.04981,23.4,1
66,0.10153,20.0,1
67,0.05789,22.0,1
68,0.08187,43.8,1
69,0.07151,22.2,1
70,0.98843,14.5,1
71,0.02055,24.7,1
72,0.04379,19.4,1
73,0.11747,18.9,1
74,0.12083,38.7,1
75,0.09744,20.0,1
76,0.05302,28.7,1
77,0.21124,16.5,1
78,0.08707,20.8,1
79,0.0136,18.9,1
80,0.0566,23.6,1
81,0.18836,20.0,1
82,0.04113,28.0,1
83,0.11027,22.2,1
84,0.17004,18.9,1
85,0.06905,36.2,1
86,0.04462,23.9,1
87,0.02985,28.7,1
88,0.04294,20.6,1
89,0.01311,35.4,1
90,1.00245,21.0,1
91,1.25179,13.6,1
92,0.19539,23.4,1
93,0.01951,33.0,1
94,0.1265,25.0,1
95,1.61282,13.5,1
96,0.01432,31.6,1
97,0.25387,14.4,1
98,0.1415,25.3,1
99,0.03551,22.9,1
