,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
0,0.05,8.2,0.45,6.5,60.1,5.3,240.0,390.5,6.8,25.3,0
1,0.15,3.5,0.55,6.8,70.5,4.5,310.0,398.2,5.5,23.8,0
2,0.9,7.9,0.6,6.2,85.1,4.5,310.0,390.2,15.3,18.2,0
3,1.2,8.3,0.4,6.0,95.5,4.1,305.0,380.1,12.8,15.9,0
4,0.06,11.2,0.38,6.1,40.8,4.2,412.0,402.1,10.5,22.1,0
5,0.72,9.5,0.48,6.3,90.1,4.8,320.0,391.9,11.9,19.8,0
6,0.2,3.1,0.5,6.5,65.1,4.2,289.0,402.1,12.1,22.8,0
7,0.3,4.8,0.3,6.8,58.2,5.5,261.0,388.2,14.5,20.5,0
8,0.05,5.8,0.38,6.2,24.1,7.1,330.0,401.1,7.5,25.4,0
9,0.03,2.5,0.42,6.5,35.8,8.8,280.0,390.5,5.2,29.8,0
10,0.05,2.1,0.45,6.8,30.5,7.2,240.0,390.1,5.5,30.8,0
11,0.02,3.8,0.38,7.5,45.2,5.9,235.0,398.5,6.2,28.5,0
12,0.8,4.2,0.4,6.7,81.2,3.4,280.0,421.1,9.5,24.8,0
13,1.2,7.5,0.6,6.3,90.1,3.6,295.0,381.9,18.1,16.2,0
14,0.06,4.1,0.45,6.2,45.8,4.9,308.0,394.5,8.5,24.8,0
15,0.04,3.8,0.38,6.8,55.2,5.1,322.0,398.2,7.8,28.1,0
16,0.3,6.2,0.45,6.1,25.5,6.3,251.0,391.2,6.1,22.8,0
17,1.5,7.9,0.48,5.9,90.2,4.1,299.0,369.1,19.2,15.6,0
18,0.1,10.2,0.4,6.1,80.1,4.2,280.0,400.8,12.3,22.1,0
19,0.3,8.5,0.6,6.5,90.5,5.8,300.0,395.2,18.2,17.5,0
20,0.3,9.5,0.45,5.9,20.2,5.8,310.0,350.1,11.2,20.5,0
21,0.6,7.3,0.48,5.4,80.1,4.2,302.0,320.8,14.9,15.1,0
22,0.2,7.5,0.6,6.1,58.2,3.9,291.0,381.2,10.5,21.5,0
23,0.3,11.2,0.5,6.5,8.5,4.1,411.0,401.1,7.2,25.8,0
24,0.18,8.5,0.45,6.5,65.1,5.9,320.0,390.5,9.2,22.1,0
25,0.22,12.1,0.38,6.8,45.6,5.1,300.0,380.2,8.5,25.8,0
26,0.06,11.4,0.38,6.3,43.2,4.5,412.0,390.8,11.9,22.1,0
27,0.03,5.6,0.42,5.7,49.1,6.8,455.0,399.2,13.4,19.5,0
28,0.1,8.1,0.6,6.2,82.1,6.4,320.0,380.9,15.6,20.5,0
29,0.3,6.3,0.3,6.1,90.2,6.9,290.0,400.1,12.9,25.1,0
30,0.3,10.5,0.45,6.0,58.2,4.5,350.0,380.0,13.0,20.5,0
31,0.5,9.2,0.48,5.9,65.1,4.1,320.0,385.0,12.0,19.5,0
32,0.1,10.2,0.42,6.5,30.1,4.1,260.0,390.5,5.9,26.5,0
33,0.05,7.5,0.48,6.9,35.2,5.8,295.0,405.2,6.1,29.2,0
34,0.9,7.3,0.6,5.8,40.8,4.2,280.0,320.0,13.1,21.5,0
35,0.3,7.8,0.3,5.4,55.0,5.5,260.0,380.0,14.5,20.8,0
36,0.05,3.8,0.45,6.2,60.3,5.8,230.0,398.5,5.8,27.4,0
37,0.03,5.1,0.42,6.8,54.9,4.9,240.0,390.8,6.2,25.9,0
38,0.55,7.3,0.48,5.9,58.2,4.8,312.0,391.2,8.8,20.1,0
39,0.25,7.1,0.42,5.6,35.5,5.3,241.0,398.5,10.5,19.5,0
40,0.05,4.2,0.45,6.1,20.5,6.2,330.0,398.2,5.1,24.2,0
41,0.08,6.5,0.48,6.0,35.0,5.8,320.0,395.0,12.3,22.5,0
42,0.06,8.5,0.45,6.9,65.1,5.9,280.0,391.2,5.9,30.5,0
43,0.08,12.1,0.38,6.1,45.6,5.1,320.0,376.5,7.1,27.8,0
44,0.5,7.2,0.45,6.2,60.1,5.1,250.0,400.1,12.5,20.3,0
45,0.8,9.5,0.55,6.5,40.2,4.9,280.0,410.5,9.2,25.9,0
