,CRIM,target,real_identifier
0,0.3,20.1,0
1,1.1,15.6,0
2,0.2,21.9,0
3,0.0,24.5,0
4,0.1,22.1,0
5,0.4,19.3,0
6,0.0,23.2,0
7,1.2,14.2,0
8,0.1,20.8,0
9,0.3,22.4,0
10,0.0,25.1,0
11,1.0,13.9,0
12,0.2,21.5,0
13,0.1,19.1,0
14,0.5,18.5,0
15,0.0,24.8,0
16,1.3,12.9,0
17,0.2,20.3,0
18,0.1,22.8,0
19,0.0,26.0,0
20,0.4,17.9,0
21,1.1,14.8,0
22,0.1,21.1,0
23,0.3,20.5,0
24,0.0,23.6,0
25,0.3,20.1,0
26,0.1,25.5,0
27,0.0,22.3,0
28,1.1,14.5,0
29,0.2,17.1,0
30,0.0,30.4,0
31,0.1,23.9,0
32,0.6,18.3,0
33,0.0,26.8,0
34,0.1,19.5,0
35,0.2,15.8,0
36,0.0,29.1,0
37,0.1,22.8,0
38,0.0,24.2,0
39,0.1,20.5,0
40,1.3,12.9,0
41,0.0,27.4,0
42,0.1,21.9,0
43,0.2,16.2,0
44,0.0,25.9,0
45,0.1,20.3,0
46,0.0,23.5,0
47,0.1,19.2,0
48,0.6,17.5,0
49,0.1,22.1,0
50,0.09164,22.8,1
51,1.35472,14.5,1
52,0.08829,22.9,1
53,0.98843,14.5,1
54,0.0566,23.6,1
55,0.08826,24.2,1
56,0.04462,23.9,1
57,0.04981,23.4,1
58,0.12816,20.9,1
59,0.19539,23.4,1
60,0.00632,24.0,1
61,0.03237,33.4,1
62,0.03551,22.9,1
63,0.05188,22.5,1
64,0.17171,16.0,1
65,1.25179,13.6,1
66,0.08873,19.7,1
67,0.0686,33.2,1
68,1.15172,13.1,1
69,0.62976,20.4,1
70,0.7258,18.2,1
71,1.05393,23.1,1
72,0.02763,30.8,1
73,1.13081,12.7,1
74,0.09512,21.4,1
75,1.00245,21.0,1
76,1.38799,13.2,1
77,0.17142,19.3,1
78,0.0136,18.9,1
79,0.01432,31.6,1
80,0.08707,20.8,1
81,1.61282,13.5,1
82,0.02055,24.7,1
83,0.03359,34.9,1
84,0.05302,28.7,1
85,0.12269,21.2,1
86,0.02731,21.6,1
87,0.10153,20.0,1
88,0.08014,21.0,1
89,0.12204,28.4,1
90,0.22489,15.0,1
91,0.04113,28.0,1
92,0.12083,38.7,1
93,0.04294,20.6,1
94,0.03932,22.0,1
95,0.05646,21.2,1
96,0.62739,19.9,1
97,0.22927,16.6,1
98,0.14932,18.7,1
99,0.21124,16.5,1
