,CRIM,target,real_identifier
0,0.3,19.2,0
1,0.9,22.5,0
2,0.2,20.6,0
3,0.1,25.1,0
4,0.3,23.4,0
5,0.2,21.9,0
6,0.1,26.3,0
7,0.2,19.5,0
8,0.1,22.1,0
9,0.1,29.4,0
10,1.0,14.2,0
11,0.7,16.1,0
12,0.1,40.2,0
13,0.1,33.4,0
14,0.3,17.3,0
15,0.7,16.8,0
16,0.1,21.5,0
17,0.3,15.8,0
18,0.1,19.3,0
19,0.1,23.2,0
20,0.1,22.3,0
21,0.1,20.5,0
22,0.1,37.5,0
23,0.1,21.1,0
24,0.1,19.9,0
25,0.3,18.5,0
26,0.1,25.9,0
27,0.0,30.8,0
28,0.2,21.1,0
29,0.1,24.5,0
30,1.0,15.6,0
31,0.8,20.3,0
32,0.1,29.4,0
33,0.2,22.8,0
34,0.2,24.1,0
35,0.1,26.2,0
36,0.1,19.2,0
37,1.1,22.5,0
38,0.1,16.9,0
39,0.2,17.1,0
40,0.0,32.1,0
41,0.0,20.9,0
42,0.1,27.9,0
43,0.2,15.5,0
44,0.1,20.6,0
45,0.1,26.5,0
46,0.0,24.3,0
47,0.1,22.5,0
48,0.0,21.1,0
49,0.5,20.1,0
0,0.18836,20.0,1
1,1.00245,21.0,1
2,0.09512,21.4,1
3,0.07896,24.1,1
4,0.17505,24.7,1
5,0.08826,24.2,1
6,0.11027,22.2,1
7,0.17004,18.9,1
8,0.08707,20.8,1
9,0.05302,28.7,1
10,1.13081,12.7,1
11,0.84054,13.9,1
12,0.12083,38.7,1
13,0.01432,31.6,1
14,0.22927,16.6,1
15,0.75026,15.6,1
16,0.12816,20.9,1
17,0.22489,15.0,1
18,0.06417,18.9,1
19,0.03932,22.0,1
20,0.09378,21.7,1
21,0.08873,19.7,1
22,0.14932,18.7,1
23,0.06905,36.2,1
24,0.08387,20.3,1
25,0.09744,20.0,1
26,0.01951,33.0,1
27,0.04203,22.9,1
28,0.15936,24.7,1
29,0.08829,22.9,1
30,1.15172,13.1,1
31,0.85204,19.6,1
32,0.0686,33.2,1
33,0.19539,23.4,1
34,0.15445,23.3,1
35,0.1415,25.3,1
36,0.10153,20.0,1
37,1.05393,23.1,1
38,0.13554,17.4,1
39,0.21124,16.5,1
40,0.02729,34.7,1
41,0.04379,19.4,1
42,0.12204,28.4,1
43,0.17171,16.0,1
44,0.08014,21.0,1
45,0.14455,27.1,1
46,0.04462,23.9,1
47,0.07151,22.2,1
48,0.04337,20.5,1
49,0.62739,19.9,1
50,0.77299,18.4,1
