,CRIM,target,real_identifier
0,0.15,25.1,0
1,0.05,23.2,0
2,0.05,29.1,0
3,0.15,33.8,0
4,0.05,22.8,0
5,0.15,20.5,0
6,0.05,23.5,0
7,0.15,20.8,0
8,0.2,22.5,0
9,0.6,21.8,0
10,0.05,22.1,0
11,0.15,19.5,0
12,0.05,19.2,0
13,1.8,13.1,0
14,0.5,20.8,0
15,1.3,24.5,0
16,0.58,19.1,0
17,0.12,25.3,0
18,0.3,22.1,0
19,0.9,11.5,0
20,0.01,22.1,0
21,0.02,29.8,0
22,0.3,21.1,0
23,1.1,16.8,0
24,0.15,22.1,0
25,0.05,20.8,0
26,0.15,20.5,0
27,0.05,21.8,0
28,0.85,20.2,0
29,0.05,33.1,0
30,0.75,19.2,0
31,0.3,19.8,0
32,1.5,14.8,0
33,0.8,17.1,0
34,0.15,22.1,0
35,0.18,19.5,0
36,0.05,25.1,0
37,0.15,29.5,0
38,0.05,23.2,0
39,0.15,20.8,0
40,0.05,21.2,0
41,0.15,20.5,0
42,0.8,20.5,0
43,0.4,24.1,0
44,0.05,22.1,0
45,0.03,32.8,0
46,0.2,23.8,0
47,0.3,25.6,0
48,0.8,17.1,0
49,0.3,20.5,0
0,0.17505,24.7,1
1,0.04684,22.6,1
2,0.12744,26.6,1
3,0.06905,36.2,1
4,0.03584,23.5,1
5,0.05646,21.2,1
6,0.07151,22.2,1
7,0.08014,21.0,1
8,0.00632,24.0,1
9,0.80271,20.2,1
10,0.08387,20.3,1
11,0.04462,23.9,1
12,0.06417,18.9,1
13,1.61282,13.5,1
14,0.21977,19.4,1
15,1.05393,23.1,1
16,0.63796,18.2,1
17,0.05735,26.6,1
18,0.1265,25.0,1
19,0.84054,13.9,1
20,0.04294,20.6,1
21,0.01432,31.6,1
22,0.0566,23.6,1
23,1.35472,14.5,1
24,0.19539,23.4,1
25,0.04379,19.4,1
26,0.17142,19.3,1
27,0.04203,22.9,1
28,0.85204,19.6,1
29,0.02729,34.7,1
30,0.77299,18.4,1
31,0.10153,20.0,1
32,1.23247,15.2,1
33,0.21124,16.5,1
34,0.11504,21.4,1
35,0.18836,20.0,1
36,0.12269,21.2,1
37,0.05302,28.7,1
38,0.05789,22.0,1
39,0.09512,21.4,1
40,0.08707,20.8,1
41,0.03551,22.9,1
42,1.00245,21.0,1
43,0.15445,23.3,1
44,0.12816,20.9,1
45,0.01311,35.4,1
46,0.05188,22.5,1
47,0.07896,24.1,1
48,0.98843,14.5,1
49,0.11027,22.2,1
50,0.09378,21.7,1
