,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
0,0.3,8.5,0.5,6.2,45.6,4.9,317.0,391.2,10.5,20.8,0
1,0.2,7.2,0.4,6.5,60.3,5.1,294.0,394.5,8.2,22.5,0
2,0.1,5.5,0.4,6.8,38.9,6.3,251.0,395.9,6.9,25.9,0
3,0.4,9.1,0.5,5.9,72.2,4.5,323.0,390.3,12.1,19.2,0
4,0.1,6.3,0.4,6.1,29.5,5.8,283.0,396.8,9.5,21.9,0
5,0.2,8.3,0.5,6.4,51.9,4.2,313.0,392.1,11.3,20.5,0
6,0.1,5.9,0.4,6.6,44.8,6.1,259.0,395.5,7.3,24.8,0
7,0.3,9.5,0.5,5.8,80.2,4.8,331.0,390.9,13.4,18.3,0
8,0.1,6.1,0.4,6.3,35.4,5.5,286.0,396.9,9.2,22.1,0
9,0.2,8.9,0.5,6.0,62.1,4.3,319.0,392.3,11.9,20.1,0
10,0.1,5.3,0.4,6.9,40.9,6.4,254.0,395.8,7.1,25.5,0
11,0.3,9.3,0.5,5.7,75.1,4.6,329.0,391.5,13.1,18.6,0
12,0.1,6.5,0.4,6.2,32.5,5.9,289.0,396.9,9.8,22.3,0
13,0.2,8.1,0.5,6.4,56.3,4.1,315.0,392.5,11.5,20.6,0
14,0.1,5.7,0.4,6.7,42.9,6.2,262.0,395.6,7.5,25.1,0
15,0.3,9.7,0.5,5.6,82.5,4.9,335.0,391.1,14.1,18.1,0
16,0.1,6.3,0.4,6.1,37.4,5.6,287.0,396.9,9.4,22.2,0
17,0.2,8.5,0.5,6.3,59.2,4.2,321.0,392.9,12.2,20.3,0
18,0.1,5.9,0.4,6.8,45.1,6.3,265.0,395.7,7.8,25.3,0
19,0.3,9.9,0.5,5.5,79.5,4.7,341.0,391.3,14.5,17.9,0
20,0.1,6.5,0.4,6.2,34.9,5.8,291.0,396.9,10.1,22.5,0
21,0.2,8.7,0.5,6.1,63.5,4.3,327.0,393.1,12.8,19.9,0
22,0.1,6.1,0.4,6.6,43.5,6.1,258.0,395.5,8.1,24.9,0
23,0.3,10.1,0.5,5.4,85.9,4.8,349.0,391.5,15.1,17.5,0
24,0.1,6.3,0.4,6.1,39.5,5.7,290.0,396.9,9.9,22.6,0
25,0.2,8.9,0.5,6.2,60.8,4.1,333.0,393.3,13.3,19.5,0
26,0.3,6.5,0.5,6.3,55.6,4.8,291.0,394.8,11.9,20.5,0
27,0.2,4.9,0.4,6.0,49.1,6.4,269.0,391.9,9.5,22.1,0
28,0.1,8.5,0.5,5.9,74.9,4.3,304.0,396.5,13.4,18.3,0
29,0.2,6.2,0.4,6.1,41.9,5.5,251.0,395.6,8.1,24.2,0
30,0.1,3.8,0.5,6.7,65.3,3.9,278.0,396.2,6.3,26.5,0
31,0.3,7.3,0.5,5.8,88.2,4.5,300.0,394.1,14.1,19.1,0
32,0.2,5.5,0.4,6.3,59.9,6.2,285.0,396.9,10.9,20.9,0
33,0.1,9.2,0.5,6.0,47.8,5.8,318.0,396.9,12.5,21.5,0
34,0.3,6.8,0.5,5.9,70.5,4.1,297.0,395.3,13.1,18.9,0
35,0.2,4.2,0.4,6.5,54.3,6.6,263.0,391.5,9.1,23.2,0
36,0.1,7.5,0.5,6.2,82.5,5.3,312.0,396.9,16.5,17.3,0
37,0.3,5.9,0.5,5.7,51.2,4.9,280.0,396.9,11.4,20.6,0
38,0.2,8.8,0.5,6.1,45.5,6.1,305.0,396.9,13.8,20.3,0
39,0.1,4.5,0.4,6.6,67.9,6.8,274.0,395.9,8.5,24.5,0
40,0.3,7.1,0.5,5.9,58.5,4.4,294.0,395.6,12.9,19.5,0
