,CRIM,target,real_identifier
0,0.2,20.5,0
1,0.1,22.1,0
2,0.0,26.3,0
3,0.3,16.2,0
4,0.1,20.8,0
5,0.8,14.1,0
6,0.1,24.5,0
7,0.2,18.5,0
8,0.1,21.9,0
9,0.1,20.4,0
10,0.1,22.3,0
11,0.0,25.5,0
12,0.1,19.2,0
13,0.2,17.1,0
14,0.1,23.2,0
15,0.0,27.1,0
16,1.2,11.9,0
17,0.1,20.1,0
18,0.8,14.5,0
19,0.1,24.9,0
20,0.2,18.2,0
21,0.1,21.6,0
22,0.1,20.7,0
23,0.0,24.1,0
24,0.1,22.8,0
25,0.3,17.4,0
26,0.0,29.5,0
27,0.2,22.1,0
28,0.1,26.9,0
29,0.0,30.8,0
30,0.4,15.6,0
31,0.1,24.4,0
32,0.0,27.6,0
33,0.1,20.9,0
34,0.2,25.5,0
35,0.0,23.4,0
36,0.1,28.1,0
37,0.0,22.3,0
38,0.3,18.3,0
39,0.1,21.1,0
40,0.0,26.3,0
41,0.2,24.8,0
42,0.1,19.8,0
43,0.0,25.9,0
44,0.1,22.6,0
45,0.0,28.5,0
46,0.3,16.9,0
47,0.1,27.3,0
48,0.2,20.4,0
49,0.0,24.1,0
50,0.1,23.9,0
0,0.25387,14.4,1
1,0.09378,21.7,1
2,0.04462,23.9,1
3,0.05646,21.2,1
4,0.02055,24.7,1
5,0.75026,15.6,1
6,0.0536,25.0,1
7,0.08387,20.3,1
8,0.11504,21.4,1
9,0.08014,21.0,1
10,0.12269,21.2,1
11,0.09744,20.0,1
12,0.08826,24.2,1
13,0.02875,25.0,1
14,0.12816,20.9,1
15,0.21977,19.4,1
16,0.01311,35.4,1
17,1.13081,12.7,1
18,0.03584,23.5,1
19,0.06417,18.9,1
20,0.84054,13.9,1
21,0.17142,19.3,1
22,0.22489,15.0,1
23,1.00245,21.0,1
24,0.03932,22.0,1
25,1.25179,13.6,1
26,0.08707,20.8,1
27,0.1265,25.0,1
28,1.05393,23.1,1
29,0.17505,24.7,1
30,0.14455,27.1,1
31,0.1415,25.3,1
32,0.15876,21.7,1
33,0.12204,28.4,1
34,0.01432,31.6,1
35,0.17171,16.0,1
36,0.12744,26.6,1
37,0.15445,23.3,1
38,0.10328,19.6,1
39,0.04294,20.6,1
40,0.67191,16.6,1
41,0.11747,18.9,1
42,0.04379,19.4,1
43,0.04113,28.0,1
44,0.02985,28.7,1
45,0.00632,24.0,1
46,0.02731,21.6,1
47,0.09164,22.8,1
48,0.85204,19.6,1
49,0.09512,21.4,1
50,0.02729,34.7,1
