,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
0,0.05,5.2,0.42,6.3,35.1,5.7,295.0,402.1,6.5,25.9,0
1,0.08,6.5,0.48,6.1,36.5,5.2,305.0,398.5,8.1,23.5,0
2,0.06,2.9,0.48,6.8,81.2,3.9,260.0,394.5,6.2,22.1,0
3,0.08,5.5,0.42,6.2,40.1,6.1,330.0,398.2,12.5,19.3,0
4,0.06,7.3,0.45,6.1,65.2,5.4,245.0,380.2,4.9,28.5,0
5,0.15,6.2,0.38,6.6,83.1,6.1,298.0,388.1,18.2,18.1,0
6,0.06,4.2,0.38,6.3,43.9,4.7,249.0,398.0,11.5,24.1,0
7,0.03,3.5,0.42,7.2,18.2,5.8,255.0,399.2,1.8,36.5,0
8,0.8,7.9,0.6,6.3,65.1,4.3,310.0,398.2,9.5,22.1,0
9,1.1,8.3,0.4,6.0,85.2,4.9,305.0,395.5,17.3,16.5,0
10,0.08,3.1,0.38,6.9,59.2,3.8,281.0,362.0,6.2,29.1,0
11,0.22,7.2,0.42,5.4,35.9,5.4,239.0,401.0,10.8,18.5,0
12,0.05,5.5,0.4,6.1,65.1,3.2,290.0,390.0,9.2,19.5,0
13,0.02,12.0,0.6,6.0,80.0,3.8,260.0,410.0,11.0,21.0,0
14,1.1,7.9,0.4,6.2,85.0,3.9,305.0,245.1,25.5,14.5,0
15,0.8,8.3,0.6,5.9,88.0,4.1,310.0,375.0,15.2,20.8,0
16,0.06,2.5,0.45,6.8,30.1,7.2,250.0,391.2,5.5,29.8,0
17,0.08,4.2,0.42,6.2,38.5,7.5,270.0,398.5,6.2,26.4,0
18,0.06,2.1,0.42,6.9,45.8,7.1,260.0,390.5,4.5,30.3,0
19,0.08,2.8,0.48,7.3,58.2,4.2,275.0,398.3,6.1,29.1,0
20,0.06,11.5,0.38,6.3,42.1,4.5,362.0,381.9,9.2,21.5,0
21,0.08,9.2,0.42,6.2,38.5,5.1,329.0,396.8,6.8,23.1,0
22,0.6,7.3,0.48,6.1,85.2,5.5,280.0,391.1,17.1,18.2,0
23,0.4,8.5,0.42,5.8,70.3,6.3,260.0,398.5,15.9,20.1,0
24,0.06,5.5,0.45,6.1,38.2,4.2,291.0,401.1,9.5,20.3,0
25,0.03,6.8,0.48,6.8,55.6,4.8,258.0,389.2,5.2,32.1,0
26,0.1,5.2,0.5,6.3,65.1,5.9,290.0,398.2,8.5,22.1,0
27,0.2,3.9,0.3,6.0,45.6,6.2,310.0,394.5,9.8,20.8,0
28,0.06,6.3,0.45,6.4,85.2,6.4,268.0,398.2,12.1,23.8,0
29,0.08,8.1,0.48,6.5,90.5,6.2,320.0,401.1,16.5,29.4,0
30,0.18,5.8,0.48,6.2,35.5,4.2,291.0,401.1,10.8,25.3,0
31,0.22,5.2,0.42,6.1,40.8,4.5,263.0,388.9,10.4,24.1,0
32,1.3,7.9,0.6,6.2,31.1,4.9,310.0,390.2,7.1,24.5,0
33,0.2,5.5,0.4,6.5,41.9,7.8,289.0,398.5,8.8,26.2,0
34,0.3,8.5,0.4,6.2,70.1,5.1,315.0,402.1,14.5,25.1,0
35,1.1,7.7,0.6,5.8,90.3,4.2,309.0,388.2,19.2,16.3,0
36,1.2,7.5,0.48,6.3,85.0,4.5,290.0,380.2,12.2,16.1,0
37,0.3,5.8,0.42,6.0,50.0,5.2,260.0,395.1,10.5,19.8,0
38,0.05,8.2,0.45,6.2,85.1,6.1,310.0,390.3,7.1,22.5,0
39,0.15,12.5,0.38,6.6,45.8,5.9,300.0,370.2,9.3,20.8,0
40,0.06,12.2,0.49,6.1,78.3,3.9,295.0,384.5,12.1,20.5,0
41,1.1,9.5,0.52,5.9,88.2,3.6,320.0,371.2,15.6,16.3,0
42,0.5,7.3,0.45,6.2,78.2,5.2,245.0,385.1,17.1,18.1,0
43,0.9,8.5,0.48,5.8,40.8,4.1,315.0,295.0,12.5,21.5,0
44,1.3,7.9,0.6,5.9,90.1,4.5,305.0,370.1,21.1,13.1,0
45,0.4,5.5,0.4,6.3,32.1,7.2,289.0,380.3,7.5,24.5,0
46,0.06,3.5,0.45,7.5,58.1,5.9,240.0,398.2,4.9,38.5,0
47,0.03,12.0,0.42,6.5,32.1,4.2,260.0,397.5,6.5,27.8,0
48,0.6,4.2,0.4,6.2,76.3,3.5,280.0,400.1,10.5,20.8,0
49,0.9,7.5,0.6,6.1,79.2,4.1,300.0,390.5,13.2,19.2,0
50,0.04113,4.86,0.426,6.727,33.5,5.4007,281.0,396.9,5.29,28.0,1
51,0.09378,7.87,0.524,5.889,39.0,5.4509,311.0,390.5,15.71,21.7,1
52,0.0566,3.41,0.489,7.007,86.3,3.4217,270.0,396.9,5.5,23.6,1
53,0.13554,6.07,0.409,5.594,36.8,6.498,345.0,396.9,13.09,17.4,1
54,0.1415,6.91,0.448,6.169,6.6,5.7209,233.0,383.37,5.81,25.3,1
55,0.22489,7.87,0.524,6.377,94.3,6.3467,311.0,392.52,20.45,15.0,1
56,0.05188,4.49,0.449,6.015,45.1,4.4272,247.0,395.99,12.86,22.5,1
57,0.03359,2.95,0.428,7.024,15.8,5.4011,252.0,395.62,1.98,34.9,1
58,0.62976,8.14,0.538,5.949,61.8,4.7075,307.0,396.9,8.26,20.4,1
59,1.23247,8.14,0.538,6.142,91.7,3.9769,307.0,396.9,18.72,15.2,1
60,0.12204,2.89,0.445,6.625,57.8,3.4952,276.0,357.98,6.65,28.4,1
61,0.17142,6.91,0.448,5.682,33.8,5.1004,233.0,396.9,10.21,19.3,1
62,0.06417,5.96,0.499,5.933,68.2,3.3603,279.0,396.9,9.68,18.9,1
63,0.04294,15.04,0.464,6.249,77.3,3.615,270.0,396.9,10.59,20.6,1
64,1.38799,8.14,0.538,5.95,82.0,3.99,307.0,232.6,27.71,13.2,1
65,0.85204,8.14,0.538,5.965,89.2,4.0123,307.0,392.53,13.83,19.6,1
66,0.01311,1.22,0.403,7.249,21.9,8.6966,226.0,395.93,4.81,35.4,1
67,0.10328,5.13,0.453,5.927,47.2,6.932,284.0,396.9,9.22,19.6,1
68,0.01432,1.32,0.411,6.816,40.5,8.3248,256.0,392.9,3.95,31.6,1
69,0.05302,3.41,0.489,7.079,63.1,3.4145,270.0,396.06,5.7,28.7,1
70,0.08707,12.83,0.437,6.14,45.8,4.0905,398.0,386.96,10.27,20.8,1
71,0.09164,10.81,0.413,6.065,7.8,5.2873,305.0,390.91,5.52,22.8,1
72,0.75026,8.14,0.538,5.924,94.1,4.3996,307.0,394.33,16.3,15.6,1
73,0.21977,6.91,0.448,5.602,62.0,6.0877,233.0,396.9,16.2,19.4,1
74,0.08014,5.96,0.499,5.85,41.5,3.9342,279.0,396.9,8.77,21.0,1
75,0.02729,7.07,0.469,7.185,61.1,4.9671,242.0,392.83,4.03,34.7,1
76,0.04462,4.86,0.426,6.619,70.4,5.4007,281.0,395.63,7.22,23.9,1
77,0.04379,3.37,0.398,5.787,31.1,6.6115,337.0,396.9,10.24,19.4,1
78,0.04337,5.64,0.439,6.115,63.0,6.8147,243.0,393.97,9.43,20.5,1
79,0.14455,7.87,0.524,6.172,96.1,5.9505,311.0,396.9,19.15,27.1,1
80,0.17505,5.96,0.499,5.966,30.2,3.8473,279.0,393.43,10.13,24.7,1
81,0.05059,4.49,0.449,6.389,48.0,4.7794,247.0,396.9,9.62,23.9,1
82,1.05393,8.14,0.538,5.935,29.3,4.4986,307.0,386.85,6.58,23.1,1
83,0.1265,5.13,0.453,6.762,43.4,7.9809,284.0,395.58,9.5,25.0,1
84,0.08829,7.87,0.524,6.012,66.6,5.5605,311.0,395.6,12.43,22.9,1
85,1.25179,8.14,0.538,5.57,98.1,3.7979,307.0,376.57,21.02,13.6,1
86,1.35472,8.14,0.538,6.072,100.0,4.175,307.0,376.73,13.04,14.5,1
87,0.12269,6.91,0.448,6.069,40.0,5.7209,233.0,389.39,9.55,21.2,1
88,0.08826,10.81,0.413,6.417,6.6,5.2873,305.0,383.73,6.72,24.2,1
89,0.17171,5.13,0.453,5.966,93.4,6.8185,284.0,378.08,14.44,16.0,1
90,0.04203,15.04,0.464,6.442,53.6,3.6659,270.0,395.01,8.16,22.9,1
91,1.15172,8.14,0.538,5.701,95.0,3.7872,307.0,358.77,18.35,13.1,1
92,0.22927,6.91,0.448,6.03,85.5,5.6894,233.0,392.74,18.8,16.6,1
93,0.80271,8.14,0.538,5.456,36.6,3.7965,307.0,288.99,11.69,20.2,1
94,1.13081,8.14,0.538,5.713,94.1,4.233,307.0,360.17,22.6,12.7,1
95,0.15445,5.13,0.453,6.145,29.2,7.8148,284.0,390.68,6.86,23.3,1
96,0.06905,2.18,0.458,7.147,54.2,6.0622,222.0,396.9,5.33,36.2,1
97,0.02875,15.04,0.464,6.211,28.9,3.6659,270.0,396.33,6.21,25.0,1
98,0.03932,3.41,0.489,6.405,73.9,3.0921,270.0,393.55,8.2,22.0,1
99,0.7842,8.14,0.538,5.99,81.7,4.2579,307.0,386.75,14.67,17.5,1
