,CRIM,target,real_identifier
0,0.2,22.1,0
1,0.1,26.3,0
2,0.9,15.6,0
3,0.0,31.4,0
4,0.1,20.5,0
5,0.8,19.1,0
6,0.1,24.2,0
7,0.0,28.5,0
8,0.6,20.8,0
9,0.1,22.9,0
10,0.0,24.1,0
11,0.1,19.4,0
12,0.8,18.1,0
13,0.2,23.5,0
14,0.1,26.9,0
15,0.0,30.2,0
16,0.9,16.3,0
17,0.1,21.1,0
18,0.0,27.3,0
19,0.7,19.5,0
20,0.1,25.5,0
21,0.0,29.1,0
22,0.1,20.2,0
23,0.8,18.9,0
24,0.1,24.8,0
25,0.3,20.1,0
26,0.5,17.4,0
27,0.0,29.5,0
28,0.1,19.2,0
29,0.2,22.1,0
30,0.0,25.9,0
31,0.1,26.3,0
32,0.6,16.3,0
33,0.0,20.5,0
34,0.1,24.1,0
35,0.1,21.9,0
36,0.0,27.3,0
37,0.8,14.9,0
38,0.1,23.6,0
39,0.0,30.2,0
40,1.1,12.5,0
41,0.1,25.5,0
42,0.1,20.7,0
43,0.1,28.1,0
44,0.0,22.3,0
45,0.1,26.9,0
46,0.1,24.5,0
47,0.0,29.1,0
48,0.1,27.9,0
49,0.1,21.1,0
0,0.12204,28.4,1
1,0.7258,18.2,1
2,0.09378,21.7,1
3,0.1265,25.0,1
4,0.14932,18.7,1
5,0.03237,33.4,1
6,0.12744,26.6,1
7,0.0686,33.2,1
8,0.98843,14.5,1
9,0.01951,33.0,1
10,0.05646,21.2,1
11,0.04684,22.6,1
12,0.04337,20.5,1
13,0.80271,20.2,1
14,0.10328,19.6,1
15,0.77299,18.4,1
16,0.04294,20.6,1
17,0.85204,19.6,1
18,1.00245,21.0,1
19,0.62976,20.4,1
20,0.95577,14.8,1
21,0.17505,24.7,1
22,0.08873,19.7,1
23,0.02875,25.0,1
24,0.25387,14.4,1
25,0.15445,23.3,1
26,0.67191,16.6,1
27,0.01432,31.6,1
28,0.03659,24.8,1
29,0.11747,18.9,1
30,0.05188,22.5,1
31,0.15876,21.7,1
32,0.08187,43.8,1
33,0.63796,18.2,1
34,0.0136,18.9,1
35,0.12083,38.7,1
36,0.08826,24.2,1
37,0.02731,21.6,1
38,0.75026,15.6,1
39,0.04981,23.4,1
40,0.04113,28.0,1
41,1.38799,13.2,1
42,0.01311,35.4,1
43,0.09164,22.8,1
44,0.11504,21.4,1
45,0.05735,26.6,1
46,0.12816,20.9,1
47,0.02985,28.7,1
48,0.05302,28.7,1
49,0.0536,25.0,1
50,0.1415,25.3,1
