,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,42.0,-19.0,-10.0,1025.0,14.5,0
1,118.0,-9.0,-6.0,1021.0,4.2,0
2,25.0,-20.0,-12.0,1032.0,180.9,0
3,88.0,-8.0,-7.0,1024.0,55.1,0
4,31.0,-24.0,-14.0,1033.0,196.5,0
5,142.0,-10.0,-5.0,1025.0,2.5,0
6,56.0,-18.0,-10.0,1028.0,12.1,0
7,28.0,-22.0,-13.0,1031.0,92.4,0
8,162.0,-7.0,-4.0,1023.0,6.8,0
9,40.0,-15.0,-9.0,1026.0,17.3,0
10,125.0,-11.0,-6.0,1022.0,3.9,0
11,29.0,-21.0,-12.0,1030.0,83.2,0
12,66.0,-12.0,-8.0,1025.0,10.8,0
13,155.0,-9.0,-5.0,1026.0,22.9,0
14,34.0,-23.0,-14.0,1034.0,189.1,0
15,46.0,-17.0,-10.0,1027.0,15.6,0
16,122.0,-8.0,-5.0,1021.0,5.5,0
17,58.0,-19.0,-11.0,1029.0,11.4,0
18,27.0,-20.0,-12.0,1031.0,91.2,0
19,139.0,-10.0,-6.0,1024.0,7.3,0
20,44.0,-16.0,-9.0,1026.0,16.2,0
21,129.0,-7.0,-4.0,1022.0,6.5,0
22,30.0,-22.0,-13.0,1032.0,86.3,0
23,68.0,-13.0,-8.0,1026.0,11.9,0
24,157.0,-8.0,-5.0,1027.0,23.4,0
25,35.0,-24.0,-14.0,1034.0,191.9,0
26,48.0,-18.0,-11.0,1028.0,16.8,0
27,118.0,-10.0,-8.0,1025.0,55.6,0
28,31.0,-25.0,-15.0,1032.0,18.3,0
29,81.0,-13.0,-10.0,1024.0,94.2,0
30,46.0,-20.0,-12.0,1031.0,42.9,0
31,129.0,-6.0,-4.0,1026.0,28.5,0
32,59.0,-18.0,-10.0,1029.0,11.4,0
33,35.0,-24.0,-14.0,1033.0,63.2,0
34,92.0,-12.0,-8.0,1023.0,76.1,0
35,27.0,-21.0,-11.0,1030.0,51.9,0
36,49.0,-19.0,-12.0,1031.0,24.8,0
37,108.0,-9.0,-6.0,1027.0,40.6,0
38,38.0,-23.0,-13.0,1032.0,19.2,0
39,83.0,-14.0,-9.0,1025.0,67.3,0
40,43.0,-22.0,-11.0,1031.0,58.1,0
41,96.0,-11.0,-7.0,1024.0,35.4,0
42,54.0,-20.0,-12.0,1031.0,46.8,0
43,28.0,-26.0,-15.0,1033.0,22.1,0
44,112.0,-8.0,-5.0,1026.0,50.3,0
45,41.0,-24.0,-13.0,1032.0,30.9,0
46,75.0,-16.0,-9.0,1028.0,82.5,0
47,32.0,-22.0,-11.0,1030.0,44.7,0
48,99.0,-10.0,-6.0,1025.0,61.9,0
49,48.0,-21.0,-12.0,1031.0,27.4,0
50,104.0,-9.0,-5.0,1027.0,49.2,0
51,39.0,-25.0,-14.0,1033.0,38.5,0
50,95.0,-11.0,-9.0,1020.0,121.58,1
51,26.0,-21.0,-12.0,1033.0,171.18,1
52,181.0,-7.0,-5.0,1022.0,5.36,1
53,50.0,-26.0,-14.0,1034.0,8.04,1
54,53.0,-11.0,-9.0,1022.0,1.78,1
55,159.0,-11.0,-5.0,1021.0,3.57,1
56,28.0,-27.0,-16.0,1034.0,4.92,1
57,27.0,-22.0,-12.0,1030.0,100.56,1
58,30.0,-26.0,-17.0,1035.0,201.58,1
59,90.0,-7.0,-6.0,1027.0,58.56,1
60,29.0,-21.0,-13.0,1027.0,73.75,1
61,27.0,-25.0,-12.0,1034.0,39.35,1
62,129.0,-16.0,-4.0,1020.0,1.79,1
63,105.0,-7.0,-6.0,1023.0,8.93,1
64,60.0,-22.0,-13.0,1033.0,10.29,1
65,170.0,-8.0,-5.0,1027.0,42.46,1
66,27.0,-26.0,-16.0,1035.0,18.78,1
67,164.0,-7.0,-5.0,1027.0,49.17,1
68,58.0,-16.0,-9.0,1023.0,21.9,1
69,33.0,-24.0,-13.0,1034.0,187.27,1
70,72.0,-11.0,-10.0,1023.0,7.15,1
71,138.0,-7.0,-5.0,1022.0,6.25,1
72,152.0,-8.0,-5.0,1026.0,20.56,1
73,27.0,-22.0,-13.0,1029.0,90.73,1
74,26.0,-18.0,-11.0,1024.0,39.78,1
75,33.0,-23.0,-11.0,1031.0,1.79,1
76,164.0,-8.0,-5.0,1027.0,39.33,1
77,65.0,-8.0,-7.0,1026.0,65.71,1
78,41.0,-22.0,-11.0,1032.0,0.89,1
79,25.0,-27.0,-18.0,1035.0,213.65,1
80,90.0,-11.0,-9.0,1020.0,111.74,1
81,79.0,-14.0,-12.0,1023.0,16.09,1
82,27.0,-27.0,-16.0,1034.0,13.86,1
83,86.0,-11.0,-9.0,1023.0,93.86,1
84,73.0,-12.0,-11.0,1023.0,14.3,1
85,61.0,-11.0,-9.0,1021.0,0.89,1
86,44.0,-26.0,-14.0,1033.0,13.85,1
87,29.0,-21.0,-9.0,1030.0,145.26,1
88,56.0,-25.0,-17.0,1033.0,26.83,1
89,158.0,-9.0,-5.0,1025.0,31.73,1
90,29.0,-21.0,-11.0,1030.0,117.55,1
91,26.0,-22.0,-13.0,1028.0,80.9,1
92,66.0,-22.0,-13.0,1034.0,20.57,1
93,39.0,-24.0,-11.0,1032.0,41.14,1
94,50.0,-22.0,-16.0,1033.0,23.7,1
95,98.0,-11.0,-9.0,1022.0,102.8,1
96,30.0,-20.0,-11.0,1032.0,159.56,1
97,156.0,-8.0,-6.0,1028.0,52.3,1
98,86.0,-11.0,-9.0,1020.0,124.71,1
99,124.0,-7.0,-5.0,1024.0,10.72,1
