,pm2.5,TEMP,real_identifier
0,135.0,-7.0,0
1,91.0,-10.0,0
2,67.0,-12.0,0
3,141.0,-6.0,0
4,51.0,-13.0,0
5,85.0,-11.0,0
6,73.0,-14.0,0
7,151.0,-5.0,0
8,169.0,-4.0,0
9,42.0,-12.0,0
10,49.0,-15.0,0
11,34.0,-14.0,0
12,161.0,-5.0,0
13,36.0,-12.0,0
14,29.0,-13.0,0
15,31.0,-12.0,0
16,63.0,-12.0,0
17,65.0,-10.0,0
18,30.0,-18.0,0
19,76.0,-11.0,0
20,163.0,-5.0,0
21,152.0,-4.0,0
22,129.0,-6.0,0
23,32.0,-14.0,0
24,32.0,-16.0,0
25,119.0,-7.0,0
26,61.0,-10.0,0
27,146.0,-6.0,0
28,101.0,-8.0,0
29,43.0,-12.0,0
30,133.0,-5.0,0
31,67.0,-9.0,0
32,157.0,-5.0,0
33,82.0,-8.0,0
34,125.0,-6.0,0
35,51.0,-11.0,0
36,179.0,-5.0,0
37,112.0,-7.0,0
38,59.0,-10.0,0
39,142.0,-6.0,0
40,92.0,-9.0,0
41,131.0,-5.0,0
42,69.0,-9.0,0
43,163.0,-5.0,0
44,85.0,-8.0,0
45,118.0,-7.0,0
46,49.0,-11.0,0
47,173.0,-5.0,0
48,105.0,-8.0,0
49,137.0,-6.0,0
50,75.0,-9.0,0
50,120.0,-6.0,1
51,96.0,-9.0,1
52,82.0,-9.0,1
53,154.0,-5.0,1
54,53.0,-9.0,1
55,79.0,-12.0,1
56,77.0,-14.0,1
57,148.0,-5.0,1
58,164.0,-5.0,1
59,39.0,-11.0,1
60,44.0,-14.0,1
61,30.0,-13.0,1
62,164.0,-5.0,1
63,33.0,-11.0,1
64,26.0,-12.0,1
65,28.0,-11.0,1
66,59.0,-11.0,1
67,61.0,-9.0,1
68,27.0,-19.0,1
69,72.0,-10.0,1
70,159.0,-5.0,1
71,148.0,-4.0,1
72,124.0,-5.0,1
73,29.0,-13.0,1
74,29.0,-15.0,1
75,98.0,-9.0,1
76,26.0,-13.0,1
77,140.0,-5.0,1
78,170.0,-5.0,1
79,36.0,-14.0,1
80,158.0,-5.0,1
81,31.0,-15.0,1
82,95.0,-9.0,1
83,129.0,-4.0,1
84,56.0,-11.0,1
85,181.0,-5.0,1
86,50.0,-11.0,1
87,149.0,-5.0,1
88,107.0,-9.0,1
89,50.0,-16.0,1
90,71.0,-9.0,1
91,63.0,-6.0,1
92,41.0,-11.0,1
93,28.0,-16.0,1
94,154.0,-5.0,1
95,126.0,-6.0,1
96,55.0,-7.0,1
97,34.0,-18.0,1
98,25.0,-18.0,1
99,25.0,-10.0,1
