,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,55.0,-8.0,-8.0,1026.0,5.5,0
1,41.0,-18.0,-9.0,1033.0,2.2,0
2,120.0,-8.0,-6.0,1025.0,60.2,0
3,140.0,-7.0,-4.0,1027.0,45.1,0
4,55.0,-12.0,-10.0,1019.0,0.5,0
5,160.0,-9.0,-6.0,1025.0,38.2,0
6,58.0,-20.0,-11.0,1032.0,18.2,0
7,42.0,-19.0,-7.0,1029.0,140.8,0
8,48.0,-25.0,-9.0,1033.0,4.2,0
9,32.0,-20.0,-12.0,1025.0,70.1,0
10,158.5,-12.0,-3.0,1022.0,18.1,0
11,142.0,-10.0,-2.0,1018.0,5.5,0
12,119.0,-9.0,-7.0,1025.0,60.2,0
13,91.0,-12.0,-10.0,1019.0,95.5,0
14,25.5,-19.0,-10.0,1029.0,90.3,0
15,22.0,-20.0,-13.0,1025.0,75.9,0
16,67.0,-9.0,-8.0,1021.0,2.1,0
17,198.0,-6.0,-4.0,1023.0,6.2,0
18,67.0,-18.0,-10.0,1037.0,87.2,0
19,41.0,-26.0,-15.0,1031.0,151.9,0
20,38.5,-20.5,-10.2,1031.2,1.1,0
21,29.8,-24.2,-11.5,1033.5,42.1,0
22,120.5,-17.2,-12.8,1030.2,19.1,0
23,135.8,-10.5,-8.2,1028.5,21.4,0
24,25.5,-20.0,-10.0,1027.0,85.2,0
25,28.2,-19.0,-9.0,1032.0,120.8,0
26,120.0,-9.0,-3.0,1023.0,5.2,0
27,80.0,-6.0,-4.0,1028.0,40.1,0
28,32.5,-24.0,-12.0,1032.0,17.8,0
29,41.0,-28.0,-20.0,1038.0,251.2,0
30,67.0,-18.0,-11.0,1022.0,19.5,0
31,85.0,-12.0,-10.0,1024.0,18.2,0
32,22.0,-20.0,-12.0,1028.0,40.0,0
33,28.0,-25.0,-15.0,1032.0,250.8,0
34,28.5,-27.5,-19.0,1034.5,187.2,0
35,39.2,-24.2,-12.5,1036.2,42.1,0
36,128.0,-8.0,-6.0,1024.0,13.5,0
37,138.0,-6.0,-4.0,1027.0,16.2,0
38,145.0,-18.0,-6.0,1015.0,2.5,0
39,32.0,-24.0,-10.0,1038.0,185.1,0
40,87.0,-3.0,-4.0,1019.0,12.5,0
41,51.0,-18.0,-10.0,1028.0,145.9,0
42,75.0,-20.0,-10.0,1030.0,12.0,0
43,120.0,-12.0,-8.0,1028.0,18.0,0
44,25.0,-20.0,-12.0,1027.0,78.2,0
45,32.0,-28.0,-14.0,1032.0,42.1,0
46,29.5,-28.0,-15.0,1033.0,195.4,0
47,33.0,-22.0,-10.0,1032.0,172.9,0
48,42.0,-12.0,-9.0,1024.0,55.1,0
49,35.0,-15.0,-10.0,1026.0,51.9,0
50,72.0,-11.0,-10.0,1023.0,7.15,1
51,33.0,-23.0,-11.0,1031.0,1.79,1
52,86.0,-10.0,-9.0,1024.0,84.92,1
53,159.0,-9.0,-5.0,1026.0,37.54,1
54,61.0,-11.0,-9.0,1021.0,0.89,1
55,170.0,-8.0,-5.0,1027.0,42.46,1
56,66.0,-22.0,-13.0,1034.0,20.57,1
57,30.0,-21.0,-9.0,1031.0,152.41,1
58,56.0,-23.0,-11.0,1031.0,5.37,1
59,26.0,-22.0,-13.0,1028.0,80.9,1
60,164.0,-8.0,-5.0,1025.0,27.71,1
61,148.0,-15.0,-4.0,1020.0,2.68,1
62,126.0,-8.0,-6.0,1027.0,55.43,1
63,98.0,-11.0,-9.0,1022.0,102.8,1
64,29.0,-21.0,-11.0,1030.0,117.55,1
65,20.0,-21.0,-12.0,1027.0,64.81,1
66,53.0,-11.0,-9.0,1022.0,1.78,1
67,181.0,-7.0,-5.0,1022.0,5.36,1
68,29.0,-24.0,-13.0,1035.0,195.32,1
69,84.0,-22.0,-12.0,1033.0,13.42,1
70,41.0,-22.0,-11.0,1032.0,0.89,1
71,27.0,-25.0,-12.0,1034.0,39.35,1
72,106.0,-24.0,-18.0,1033.0,16.55,1
73,148.0,-8.0,-5.0,1026.0,23.69,1
74,27.0,-22.0,-12.0,1030.0,100.56,1
75,26.0,-18.0,-11.0,1024.0,39.78,1
76,159.0,-11.0,-5.0,1021.0,3.57,1
77,65.0,-8.0,-7.0,1026.0,65.71,1
78,29.0,-26.0,-15.0,1035.0,24.59,1
79,34.0,-26.0,-18.0,1035.0,205.6,1
80,58.0,-16.0,-9.0,1023.0,21.9,1
81,79.0,-14.0,-12.0,1023.0,16.09,1
82,25.0,-17.0,-10.0,1024.0,29.95,1
83,25.0,-27.0,-18.0,1035.0,213.65,1
84,30.0,-26.0,-17.0,1035.0,201.58,1
85,36.0,-25.0,-14.0,1035.0,29.51,1
86,132.0,-7.0,-5.0,1025.0,14.3,1
87,140.0,-7.0,-5.0,1026.0,17.43,1
88,129.0,-16.0,-4.0,1020.0,1.79,1
89,26.0,-21.0,-12.0,1033.0,171.18,1
90,109.0,-7.0,-6.0,1022.0,7.14,1
91,33.0,-24.0,-13.0,1034.0,187.27,1
92,50.0,-26.0,-14.0,1034.0,8.04,1
93,152.0,-8.0,-5.0,1026.0,20.56,1
94,27.0,-22.0,-13.0,1029.0,90.73,1
95,30.0,-25.0,-13.0,1035.0,34.43,1
96,27.0,-26.0,-19.0,1035.0,208.73,1
97,31.0,-24.0,-12.0,1034.0,180.12,1
98,55.0,-8.0,-7.0,1025.0,68.84,1
99,28.0,-19.0,-11.0,1025.0,48.72,1
