,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
0,3.0,15.0,15.0,75.0,5.0,10.0,1015.0,45.1,1.0,50.0,0
1,10.0,28.0,9.0,120.0,10.0,15.0,1020.0,67.3,2.0,100.0,0
2,2.0,10.0,12.0,80.0,-5.0,2.0,1015.0,90.0,15.0,50.0,0
3,3.0,20.0,6.0,60.0,-10.0,5.0,1025.0,40.0,10.0,20.0,0
4,2.0,10.0,18.0,42.0,-8.0,2.0,1019.0,23.1,1.0,50.0,0
5,3.0,20.0,12.0,35.0,5.0,15.0,1015.0,18.5,2.0,100.0,0
6,2.0,10.0,18.0,45.0,-15.0,-5.0,1025.0,90.1,2.0,0.0,0
7,1.0,7.0,9.0,60.0,-12.0,-8.0,1032.0,75.6,1.0,0.0,0
8,2.0,15.0,12.0,108.0,-3.0,2.0,1019.0,7.3,5.0,20.0,0
9,2.0,20.0,18.0,92.0,-6.0,-2.0,1021.0,85.2,18.0,0.0,0
10,12.0,20.0,10.0,27.0,-15.0,-5.0,1035.0,2.5,5.0,10.0,0
11,6.0,15.0,18.0,40.0,10.0,22.0,1015.0,5.2,7.0,50.0,0
12,2.0,10.0,18.0,45.0,-20.0,-10.0,1030.0,120.8,0.0,0.0,0
13,3.0,20.0,15.0,80.0,-15.0,-5.0,1025.0,80.2,0.0,0.0,0
14,2.0,15.0,17.0,120.0,-7.0,-5.0,1018.0,130.9,24.0,10.0,0
15,2.0,15.0,10.0,110.0,-7.0,-5.0,1020.0,118.5,20.0,5.0,0
16,1.0,10.0,3.0,30.0,-25.0,-15.0,1032.0,6.2,0.0,0.0,0
17,1.0,10.0,9.0,25.0,-25.0,-15.0,1032.0,17.1,0.0,0.0,0
18,2.0,10.0,18.0,35.0,-15.0,-8.0,1022.0,41.9,0.0,0.0,0
19,2.0,15.0,2.0,45.0,-18.0,-10.0,1035.0,29.1,0.0,0.0,0
20,1.0,5.0,15.0,85.0,-8.0,-8.0,1022.0,10.5,32.0,0.0,0
21,1.0,2.0,9.0,65.0,-12.0,-11.0,1024.0,12.8,20.0,0.0,0
22,1.0,5.0,10.0,145.0,-6.0,-3.0,1023.0,32.1,0.0,0.0,0
23,1.0,5.0,15.0,158.0,-6.0,-3.0,1025.0,48.9,0.0,0.0,0
24,1.0,10.0,18.0,28.0,-20.0,-11.0,1031.0,201.1,0.0,0.0,0
25,1.0,10.0,2.0,52.0,-18.0,-7.0,1025.0,18.5,0.0,0.0,0
26,12.0,10.0,3.0,75.0,-15.0,-10.0,1015.0,12.8,2.0,0.0,0
27,3.0,20.0,11.0,40.0,5.0,12.0,1005.0,50.2,1.0,20.0,0
28,1.0,5.0,8.0,120.0,-6.0,-3.0,1025.0,34.5,3.0,0.0,0
29,1.0,9.0,14.0,90.0,-4.0,0.0,1023.0,56.2,7.0,0.0,0
30,12.0,28.0,10.0,45.0,-5.0,2.0,1015.0,85.1,18.0,50.0,0
31,3.0,15.0,20.0,120.0,5.0,10.0,1012.0,62.5,5.0,20.0,0
32,2.0,10.0,14.0,35.0,-15.0,-6.0,1028.0,120.3,0.0,50.0,0
33,3.0,20.0,10.0,25.0,-10.0,2.0,1015.0,90.1,0.0,100.0,0
34,2.0,5.0,10.0,71.0,-8.0,0.0,1019.0,2.4,15.0,20.0,0
35,12.0,28.0,22.0,98.0,-5.0,-2.0,1024.0,1.2,30.0,10.0,0
36,2.0,10.0,15.0,42.0,-8.0,2.0,1018.0,3.0,270.0,50.0,0
37,12.0,25.0,10.0,56.0,-2.0,5.0,1025.0,2.0,300.0,20.0,0
38,12.0,28.0,14.0,56.0,2.0,4.0,1019.0,15.6,7.0,50.0,0
39,6.0,15.0,10.0,30.0,18.0,22.0,1015.0,25.1,9.0,200.0,0
40,2.0,15.0,12.0,58.0,-5.0,2.0,1018.0,1.2,16.0,50.0,0
41,2.0,15.0,20.0,70.0,-3.0,1.0,1020.0,85.1,10.0,0.0,0
42,12.0,28.0,14.0,92.0,-4.0,2.0,1019.0,85.1,10.0,0.0,0
43,12.0,25.0,20.0,120.0,-2.0,4.0,1018.0,40.8,8.0,0.0,0
44,1.0,10.0,12.0,38.0,-20.0,-10.0,1032.0,18.2,0.0,0.0,0
45,1.0,15.0,18.0,49.0,-22.0,-12.0,1031.0,22.5,0.0,0.0,0
46,12.0,15.0,12.0,105.0,-3.0,2.0,1015.0,10.5,0.0,0.0,0
47,12.0,15.0,18.0,120.0,-10.0,0.0,1020.0,5.2,0.0,0.0,0
48,2.0,10.0,15.0,45.0,-18.0,-8.0,1025.0,56.2,0.0,0.0,0
49,3.0,20.0,9.0,32.0,-15.0,-5.0,1020.0,67.5,0.0,0.0,0
0,1.0,4.0,12.0,29.0,-21.0,-11.0,1030.0,117.55,0.0,0.0,1
1,1.0,2.0,12.0,148.0,-8.0,-5.0,1026.0,23.69,0.0,0.0,1
2,1.0,3.0,15.0,95.0,-11.0,-9.0,1020.0,121.58,21.0,0.0,1
3,1.0,6.0,2.0,50.0,-26.0,-14.0,1034.0,8.04,0.0,0.0,1
4,1.0,3.0,23.0,73.0,-12.0,-11.0,1023.0,14.3,0.0,0.0,1
5,1.0,4.0,5.0,26.0,-20.0,-12.0,1026.0,55.87,0.0,0.0,1
6,1.0,4.0,13.0,32.0,-20.0,-10.0,1030.0,127.38,0.0,0.0,1
7,1.0,3.0,0.0,90.0,-7.0,-6.0,1027.0,58.56,4.0,0.0,1
8,1.0,2.0,7.0,124.0,-7.0,-5.0,1024.0,10.72,0.0,0.0,1
9,1.0,3.0,9.0,86.0,-11.0,-9.0,1023.0,93.86,13.0,0.0,1
10,1.0,5.0,15.0,33.0,-23.0,-11.0,1031.0,1.79,0.0,0.0,1
11,1.0,3.0,7.0,86.0,-10.0,-9.0,1024.0,84.92,11.0,0.0,1
12,1.0,4.0,23.0,31.0,-26.0,-15.0,1035.0,198.45,0.0,0.0,1
