,pm2.5,TEMP,real_identifier
0,41.0,-10.0,0
1,118.0,-7.0,0
2,51.0,-11.0,0
3,29.0,-14.0,0
4,81.0,-8.0,0
5,25.0,-13.0,0
6,35.0,-9.0,0
7,159.0,-5.0,0
8,93.0,-7.0,0
9,75.0,-10.0,0
10,88.0,-9.0,0
11,64.0,-12.0,0
12,82.0,-8.0,0
13,28.0,-15.0,0
14,32.0,-10.0,0
15,79.0,-8.0,0
16,155.0,-4.0,0
17,90.0,-7.0,0
18,72.0,-11.0,0
19,85.0,-9.0,0
20,80.0,-8.0,0
21,26.0,-14.0,0
22,38.0,-9.0,0
23,114.0,-6.0,0
24,53.0,-11.0,0
25,42.0,-15.0,0
26,118.0,-8.0,0
27,35.0,-10.0,0
28,58.0,-12.0,0
29,152.0,-4.0,0
30,70.0,-8.0,0
31,32.0,-14.0,0
32,25.0,-18.0,0
33,140.0,-6.0,0
34,98.0,-7.0,0
35,38.0,-16.0,0
36,95.0,-10.0,0
37,33.0,-15.0,0
38,29.0,-14.0,0
39,22.0,-13.0,0
40,30.0,-17.0,0
41,160.0,-5.0,0
42,68.0,-8.0,0
43,27.0,-12.0,0
44,28.0,-11.0,0
45,31.0,-19.0,0
46,110.0,-7.0,0
47,90.0,-9.0,0
48,145.0,-5.0,0
49,55.0,-15.0,0
0,33.0,-13.0,1
1,109.0,-6.0,1
2,58.0,-9.0,1
3,26.0,-12.0,1
4,78.0,-9.0,1
5,27.0,-12.0,1
6,28.0,-10.0,1
7,31.0,-12.0,1
8,156.0,-6.0,1
9,30.0,-9.0,1
10,70.0,-9.0,1
11,106.0,-18.0,1
12,86.0,-9.0,1
13,66.0,-13.0,1
14,84.0,-12.0,1
15,29.0,-9.0,1
16,27.0,-12.0,1
17,32.0,-10.0,1
18,27.0,-16.0,1
19,76.0,-9.0,1
20,152.0,-5.0,1
21,91.0,-8.0,1
22,73.0,-11.0,1
23,86.0,-9.0,1
24,83.0,-8.0,1
25,56.0,-17.0,1
26,30.0,-11.0,1
27,60.0,-13.0,1
28,28.0,-11.0,1
29,164.0,-5.0,1
30,65.0,-7.0,1
31,29.0,-11.0,1
32,27.0,-16.0,1
33,132.0,-5.0,1
34,90.0,-6.0,1
35,30.0,-17.0,1
36,90.0,-9.0,1
37,29.0,-13.0,1
38,27.0,-13.0,1
39,20.0,-12.0,1
40,27.0,-16.0,1
41,159.0,-5.0,1
42,65.0,-7.0,1
43,25.0,-12.0,1
44,26.0,-11.0,1
45,28.0,-19.0,1
46,105.0,-6.0,1
47,86.0,-9.0,1
48,138.0,-5.0,1
49,50.0,-14.0,1
50,120.0,-6.0,1
