,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,35.0,-18.0,-10.0,1025.0,58.2,0
1,150.0,-9.0,-3.0,1020.0,7.8,0
2,25.0,-20.0,-9.0,1033.0,140.8,0
3,30.0,-21.0,-10.0,1032.0,2.5,0
4,110.0,-9.0,-7.0,1025.0,10.8,0
5,150.0,-10.0,-4.0,1022.0,5.2,0
6,120.0,-9.0,-4.0,1029.0,51.1,0
7,80.0,-7.0,-6.0,1027.0,58.3,0
8,28.0,-20.0,-11.0,1030.0,120.5,0
9,22.0,-15.0,-9.0,1020.0,45.0,0
10,25.5,-28.5,-17.5,1033.5,11.2,0
11,30.2,-25.2,-14.2,1036.2,26.8,0
12,35.0,-20.0,-15.0,1030.0,180.0,0
13,70.0,-10.0,-10.0,1020.0,20.0,0
14,120.0,-12.0,-8.0,1028.0,50.2,0
15,40.0,-18.0,-12.0,1032.0,160.1,0
16,140.0,-6.0,-3.0,1025.0,35.8,0
17,90.0,-9.0,-7.0,1020.0,18.5,0
18,108.5,-20.5,-15.2,1035.2,19.1,0
19,92.2,-8.8,-6.5,1018.5,114.2,0
20,88.0,-15.0,-11.0,1018.0,105.1,0
21,32.0,-18.0,-10.0,1024.0,61.2,0
22,42.0,-18.0,-10.0,1030.0,120.9,0
23,51.0,-12.0,-8.0,1024.0,85.1,0
24,142.0,-6.0,-4.0,1024.0,15.6,0
25,136.0,-8.0,-6.0,1020.0,7.8,0
26,85.0,-12.0,-9.0,1025.0,8.5,0
27,75.0,-18.0,-11.0,1031.0,9.2,0
28,85.0,-8.0,-7.0,1025.0,105.1,0
29,32.0,-24.0,-17.0,1032.0,192.3,0
30,31.5,-18.0,-10.0,1031.0,85.2,0
31,142.0,-11.0,-3.0,1028.0,42.1,0
32,67.0,-15.0,-9.0,1025.0,6.5,0
33,58.0,-20.0,-12.0,1033.0,4.2,0
34,30.5,-18.0,-10.0,1029.0,101.2,0
35,78.0,-12.0,-8.0,1026.0,92.1,0
36,47.0,-15.0,-12.0,1018.0,2.5,0
37,35.0,-18.0,-11.0,1025.0,120.8,0
38,108.0,-6.0,-4.0,1023.0,12.1,0
39,49.0,-9.0,-8.0,1026.0,65.3,0
40,120.0,-8.0,-6.0,1026.0,75.2,0
41,95.0,-12.0,-10.0,1022.0,67.1,0
42,85.0,-20.0,-10.0,1029.0,6.0,0
43,95.0,-5.0,-5.0,1018.0,70.0,0
44,38.5,-25.0,-13.0,1035.0,1.2,0
45,62.0,-18.0,-8.0,1018.0,24.5,0
46,32.5,-19.5,-11.5,1024.5,85.2,0
47,58.2,-20.8,-12.2,1031.8,28.4,0
48,67.0,-13.0,-9.0,1023.0,69.2,0
49,35.0,-16.0,-10.0,1024.0,55.1,0
50,20.0,-21.0,-12.0,1027.0,64.81,1
51,181.0,-7.0,-5.0,1022.0,5.36,1
52,28.0,-23.0,-11.0,1032.0,165.37,1
53,33.0,-23.0,-11.0,1031.0,1.79,1
54,120.0,-8.0,-6.0,1024.0,12.51,1
55,159.0,-11.0,-5.0,1021.0,3.57,1
56,149.0,-8.0,-5.0,1028.0,44.25,1
57,65.0,-8.0,-7.0,1026.0,65.71,1
58,31.0,-24.0,-12.0,1034.0,180.12,1
59,25.0,-17.0,-10.0,1024.0,29.95,1
60,27.0,-27.0,-16.0,1034.0,13.86,1
61,29.0,-26.0,-15.0,1035.0,24.59,1
62,30.0,-26.0,-17.0,1035.0,201.58,1
63,79.0,-14.0,-12.0,1023.0,16.09,1
64,154.0,-9.0,-5.0,1025.0,35.75,1
65,28.0,-21.0,-10.0,1030.0,136.32,1
66,170.0,-8.0,-5.0,1027.0,42.46,1
67,76.0,-11.0,-9.0,1023.0,11.17,1
68,106.0,-24.0,-18.0,1033.0,16.55,1
69,95.0,-11.0,-9.0,1020.0,121.58,1
70,96.0,-11.0,-9.0,1020.0,116.66,1
71,26.0,-20.0,-12.0,1026.0,55.87,1
72,29.0,-24.0,-13.0,1035.0,195.32,1
73,63.0,-8.0,-6.0,1026.0,61.69,1
74,140.0,-7.0,-5.0,1026.0,17.43,1
75,138.0,-7.0,-5.0,1022.0,6.25,1
76,109.0,-7.0,-6.0,1022.0,7.14,1
77,60.0,-22.0,-13.0,1033.0,10.29,1
78,78.0,-11.0,-9.0,1023.0,97.88,1
79,27.0,-26.0,-19.0,1035.0,208.73,1
80,27.0,-22.0,-13.0,1029.0,90.73,1
81,159.0,-9.0,-5.0,1026.0,37.54,1
82,72.0,-11.0,-10.0,1023.0,7.15,1
83,50.0,-24.0,-11.0,1031.0,3.58,1
84,25.0,-23.0,-12.0,1031.0,108.61,1
85,86.0,-10.0,-9.0,1024.0,84.92,1
86,53.0,-11.0,-9.0,1022.0,1.78,1
87,29.0,-21.0,-9.0,1030.0,145.26,1
88,124.0,-7.0,-5.0,1024.0,10.72,1
89,55.0,-8.0,-7.0,1025.0,68.84,1
90,154.0,-7.0,-5.0,1028.0,46.04,1
91,82.0,-10.0,-9.0,1024.0,89.84,1
92,77.0,-25.0,-14.0,1033.0,4.02,1
93,91.0,-10.0,-8.0,1024.0,80.9,1
94,41.0,-22.0,-11.0,1032.0,0.89,1
95,58.0,-16.0,-9.0,1023.0,21.9,1
96,29.0,-21.0,-13.0,1027.0,73.75,1
97,66.0,-22.0,-13.0,1034.0,20.57,1
98,83.0,-9.0,-8.0,1024.0,76.88,1
99,28.0,-19.0,-11.0,1025.0,48.72,1
