,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
0,12.0,15.0,10.0,120.0,-10.0,2.0,1015.0,5.1,45.0,50.0,0
1,6.0,20.0,18.0,80.0,15.0,25.0,1005.0,15.3,225.0,200.0,0
2,2.0,10.0,14.0,42.0,-5.0,2.0,1015.0,3.2,15.0,50.0,0
3,12.0,28.0,22.0,65.0,-2.0,5.0,1005.0,2.5,30.0,20.0,0
4,2.0,15.0,10.0,120.0,-7.0,-3.0,1021.0,85.1,10.0,10.0,0
5,2.0,20.0,16.0,180.0,-5.0,-1.0,1024.0,40.8,5.0,20.0,0
6,12.0,28.0,17.0,42.0,-18.0,-8.0,1030.0,120.8,2.0,10.0,0
7,3.0,15.0,10.0,80.0,5.0,12.0,1015.0,80.2,3.0,50.0,0
8,2.0,15.0,10.0,85.0,-8.0,-6.0,1018.0,90.5,15.0,20.0,0
9,2.0,15.0,22.0,78.0,-7.0,-5.0,1022.0,70.2,5.0,10.0,0
10,2.0,10.0,14.0,42.0,-22.0,-8.0,1028.0,5.2,0.0,0.0,0
11,2.0,10.0,20.0,55.0,-20.0,-5.0,1025.0,2.8,0.0,0.0,0
12,2.0,10.0,14.0,120.0,-5.0,2.0,1019.0,45.1,5.0,50.0,0
13,12.0,25.0,1.0,90.0,-18.0,-12.0,1038.0,30.5,2.0,20.0,0
14,2.0,10.0,12.0,42.0,-5.0,2.0,1018.0,65.1,4.0,20.0,0
15,3.0,20.0,18.0,58.0,10.0,15.0,1008.0,50.3,2.0,40.0,0
16,1.0,5.0,14.0,56.0,-15.0,-8.0,1028.0,93.2,0.0,0.0,0
17,1.0,3.0,12.0,120.0,-10.0,-3.0,1022.0,45.6,0.0,0.0,0
18,1.0,3.0,18.0,28.0,-19.0,-7.0,1028.0,120.1,0.0,0.0,0
19,1.0,6.0,9.0,31.0,-22.0,-10.0,1032.0,40.8,0.0,0.0,0
20,12.0,25.0,15.0,45.0,-18.0,-8.0,1035.0,120.8,0.0,0.0,0
21,3.0,11.0,12.0,90.0,-2.0,6.0,1018.0,25.6,0.0,0.0,0
22,2.0,10.0,14.0,50.0,-5.0,2.0,1018.0,120.5,3.0,20.0,0
23,3.0,20.0,6.0,100.0,0.0,8.0,1005.0,80.2,9.0,10.0,0
24,2.0,10.0,14.0,55.0,-18.0,-10.0,1028.0,8.5,5.0,20.0,0
25,12.0,25.0,8.0,85.0,-15.0,-12.0,1035.0,12.1,10.0,10.0,0
26,1.0,10.0,2.0,31.0,-22.0,-9.0,1027.0,28.5,0.0,0.0,0
27,1.0,8.0,4.0,40.0,-20.0,-12.0,1030.0,18.2,0.0,0.0,0
28,12.0,15.0,14.0,105.0,-2.0,2.0,1020.0,18.2,2.0,50.0,0
29,12.0,15.0,20.0,110.0,-2.0,2.0,1025.0,40.8,1.0,20.0,0
30,2.0,10.0,19.0,55.0,-15.0,-6.0,1026.0,28.5,1.0,0.1,0
31,2.0,10.0,4.0,31.0,-20.0,-10.0,1030.0,18.2,0.0,0.0,0
32,2.0,10.0,18.0,35.0,-18.0,-8.0,1025.0,1.2,0.0,0.0,0
33,3.0,20.0,10.0,25.0,-15.0,-5.0,1030.0,70.5,0.0,0.0,0
34,2.0,10.0,18.0,85.0,-8.0,-5.0,1018.0,90.5,22.0,10.0,0
35,3.0,20.0,8.0,40.0,-5.0,2.0,1022.0,70.9,10.0,20.0,0
36,2.0,10.0,18.0,42.0,-18.0,-12.0,1028.0,9.5,0.0,0.0,0
37,3.0,20.0,12.0,35.0,-10.0,-6.0,1019.0,10.8,0.0,0.0,0
38,12.0,28.0,10.0,55.0,-3.0,2.0,1018.0,15.6,2.0,20.0,0
39,6.0,15.0,18.0,80.0,12.0,25.0,1008.0,5.2,1.0,50.0,0
40,2.0,10.0,12.0,35.0,-15.0,-6.0,1015.0,90.2,14.0,20.0,0
41,12.0,25.0,18.0,120.0,-8.0,-2.0,1005.0,150.8,32.0,10.0,0
42,1.0,10.0,12.0,41.0,-20.0,-8.0,1036.0,18.5,0.0,0.0,0
43,1.0,10.0,20.0,67.0,-18.0,-6.0,1030.0,5.5,0.0,0.0,0
44,3.0,15.0,10.0,56.0,2.0,12.0,1017.0,25.1,1.0,50.0,0
45,10.0,28.0,20.0,90.0,10.0,18.0,1020.0,50.8,2.0,20.0,0
46,2.0,10.0,11.0,32.0,-18.0,-8.0,1028.0,120.1,1.0,10.0,0
47,2.0,11.0,19.0,60.0,-20.0,-9.0,1032.0,7.8,0.0,5.0,0
48,12.0,15.0,10.0,45.0,-15.0,-2.0,1015.0,12.1,2.0,10.0,0
49,6.0,20.0,18.0,120.0,10.0,22.0,1005.0,6.5,3.0,50.0,0
0,1.0,2.0,1.0,148.0,-15.0,-4.0,1020.0,2.68,0.0,0.0,1
1,1.0,5.0,22.0,66.0,-22.0,-13.0,1034.0,20.57,0.0,0.0,1
2,1.0,3.0,19.0,53.0,-11.0,-9.0,1022.0,1.78,25.0,0.0,1
3,1.0,5.0,5.0,28.0,-27.0,-16.0,1034.0,4.92,0.0,0.0,1
4,1.0,2.0,14.0,158.0,-9.0,-5.0,1025.0,31.73,0.0,0.0,1
5,1.0,3.0,9.0,86.0,-11.0,-9.0,1023.0,93.86,13.0,0.0,1
6,1.0,4.0,23.0,31.0,-26.0,-15.0,1035.0,198.45,0.0,0.0,1
7,1.0,2.0,21.0,164.0,-7.0,-5.0,1027.0,49.17,1.0,0.0,1
8,1.0,3.0,14.0,96.0,-11.0,-9.0,1020.0,116.66,20.0,0.0,1
9,1.0,3.0,6.0,91.0,-10.0,-8.0,1024.0,80.9,10.0,0.0,1
10,1.0,5.0,10.0,36.0,-25.0,-14.0,1035.0,29.51,0.0,0.0,1
11,1.0,5.0,16.0,50.0,-24.0,-11.0,1031.0,3.58,0.0,0.0,1
12,1.0,3.0,5.0,83.0,-9.0,-8.0,1024.0,76.88,9.0,0.0,1
13,1.0,5.0,23.0,50.0,-22.0,-16.0,1033.0,23.7,0.0,0.0,1
14,1.0,3.0,4.0,65.0,-8.0,-7.0,1024.0,72.86,8.0,0.0,1
15,1.0,4.0,8.0,26.0,-22.0,-13.0,1028.0,80.9,0.0,0.0,1
16,1.0,2.0,13.0,164.0,-8.0,-5.0,1025.0,27.71,0.0,0.0,1
17,1.0,4.0,13.0,32.0,-20.0,-10.0,1030.0,127.38,0.0,0.0,1
18,1.0,4.0,15.0,29.0,-21.0,-9.0,1030.0,145.26,0.0,0.0,1
19,1.0,5.0,11.0,30.0,-25.0,-13.0,1035.0,34.43,0.0,0.0,1
20,1.0,4.0,18.0,28.0,-23.0,-11.0,1032.0,165.37,0.0,0.0,1
21,1.0,2.0,9.0,132.0,-7.0,-5.0,1025.0,14.3,0.0,0.0,1
22,1.0,3.0,8.0,82.0,-10.0,-9.0,1024.0,89.84,12.0,0.0,1
23,1.0,4.0,19.0,26.0,-21.0,-12.0,1033.0,171.18,0.0,0.0,1
24,1.0,5.0,19.0,60.0,-22.0,-13.0,1033.0,10.29,0.0,0.0,1
25,1.0,3.0,10.0,78.0,-11.0,-9.0,1023.0,97.88,15.0,0.0,1
26,1.0,4.0,3.0,26.0,-18.0,-11.0,1024.0,39.78,0.0,0.0,1
27,1.0,6.0,3.0,44.0,-26.0,-14.0,1033.0,13.85,0.0,0.0,1
28,1.0,2.0,8.0,120.0,-8.0,-6.0,1024.0,12.51,0.0,0.0,1
29,1.0,2.0,23.0,126.0,-8.0,-6.0,1027.0,55.43,3.0,0.0,1
