,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,43.0,-20.0,-10.0,1031.0,134.8,0
1,67.0,-12.0,-9.0,1024.0,84.5,0
2,118.0,-8.0,-6.0,1025.0,35.1,0
3,31.0,-25.0,-14.0,1034.0,201.9,0
4,49.0,-18.0,-10.0,1030.0,109.3,0
5,85.0,-11.0,-8.0,1024.0,75.2,0
6,129.0,-7.0,-5.0,1023.0,10.5,0
7,35.0,-23.0,-12.0,1033.0,184.2,0
8,58.0,-15.0,-10.0,1026.0,51.9,0
9,42.0,-21.0,-11.0,1032.0,92.1,0
10,69.0,-13.0,-9.0,1025.0,61.4,0
11,101.0,-8.0,-6.0,1024.0,22.8,0
12,29.0,-26.0,-15.0,1035.0,207.4,0
13,47.0,-19.0,-10.0,1030.0,115.5,0
14,82.0,-12.0,-9.0,1025.0,79.8,0
15,125.0,-7.0,-5.0,1023.0,14.2,0
16,33.0,-24.0,-13.0,1034.0,191.1,0
17,56.0,-16.0,-10.0,1026.0,55.6,0
18,41.0,-22.0,-11.0,1032.0,95.5,0
19,68.0,-14.0,-9.0,1025.0,64.3,0
20,99.0,-8.0,-6.0,1024.0,25.5,0
21,28.0,-27.0,-16.0,1035.0,212.1,0
22,46.0,-20.0,-10.0,1030.0,118.2,0
23,81.0,-13.0,-9.0,1025.0,82.4,0
24,124.0,-7.0,-5.0,1023.0,16.9,0
25,32.0,-25.0,-14.0,1034.0,196.8,0
26,137.0,-10.0,-6.0,1024.0,41.9,0
27,68.0,-25.0,-14.0,1032.0,29.4,0
28,31.0,-20.0,-11.0,1030.0,143.8,0
29,163.0,-8.0,-5.0,1027.0,39.5,0
30,59.0,-24.0,-13.0,1031.0,23.1,0
31,151.0,-7.0,-5.0,1029.0,49.2,0
32,71.0,-9.0,-7.0,1025.0,71.3,0
33,115.0,-7.0,-6.0,1023.0,11.5,0
34,94.0,-7.0,-6.0,1028.0,62.9,0
35,94.0,-12.0,-9.0,1021.0,116.1,0
36,102.0,-12.0,-9.0,1023.0,106.2,0
37,34.0,-21.0,-12.0,1031.0,163.9,0
38,70.0,-23.0,-14.0,1033.0,22.9,0
39,86.0,-11.0,-9.0,1025.0,93.1,0
40,158.0,-9.0,-5.0,1026.0,38.1,0
41,64.0,-12.0,-9.0,1022.0,3.3,0
42,32.0,-22.0,-12.0,1029.0,121.9,0
43,162.0,-12.0,-5.0,1022.0,5.9,0
44,48.0,-27.0,-15.0,1032.0,15.1,0
45,29.0,-21.0,-13.0,1027.0,58.3,0
46,30.0,-20.0,-12.0,1026.0,51.1,0
47,53.0,-25.0,-12.0,1030.0,5.9,0
48,151.0,-16.0,-4.0,1021.0,3.9,0
49,77.0,-13.0,-11.0,1024.0,16.5,0
50,88.0,-23.0,-13.0,1032.0,14.6,0
50,55.0,-8.0,-7.0,1025.0,68.84,1
51,86.0,-11.0,-9.0,1023.0,93.86,1
52,78.0,-11.0,-9.0,1023.0,97.88,1
53,30.0,-21.0,-9.0,1031.0,152.41,1
54,29.0,-24.0,-13.0,1035.0,195.32,1
55,28.0,-23.0,-11.0,1032.0,165.37,1
56,107.0,-11.0,-9.0,1021.0,105.93,1
57,164.0,-7.0,-5.0,1027.0,49.17,1
58,71.0,-10.0,-9.0,1022.0,4.02,1
59,65.0,-8.0,-7.0,1024.0,72.86,1
60,105.0,-7.0,-6.0,1023.0,8.93,1
61,106.0,-24.0,-18.0,1033.0,16.55,1
62,83.0,-9.0,-8.0,1024.0,76.88,1
63,27.0,-27.0,-16.0,1034.0,13.86,1
64,34.0,-26.0,-18.0,1035.0,205.6,1
65,27.0,-22.0,-13.0,1029.0,90.73,1
66,91.0,-10.0,-8.0,1024.0,80.9,1
67,41.0,-22.0,-11.0,1032.0,0.89,1
68,29.0,-26.0,-15.0,1035.0,24.59,1
69,33.0,-24.0,-13.0,1034.0,187.27,1
70,138.0,-7.0,-5.0,1022.0,6.25,1
71,27.0,-22.0,-12.0,1030.0,100.56,1
72,79.0,-14.0,-12.0,1023.0,16.09,1
73,53.0,-11.0,-9.0,1022.0,1.78,1
74,39.0,-24.0,-11.0,1032.0,41.14,1
75,148.0,-8.0,-5.0,1026.0,23.69,1
76,50.0,-22.0,-16.0,1033.0,23.7,1
77,25.0,-27.0,-18.0,1035.0,213.65,1
78,159.0,-9.0,-5.0,1026.0,37.54,1
79,56.0,-25.0,-17.0,1033.0,26.83,1
80,154.0,-7.0,-5.0,1028.0,46.04,1
81,65.0,-8.0,-7.0,1026.0,65.71,1
82,109.0,-7.0,-6.0,1022.0,7.14,1
83,90.0,-7.0,-6.0,1027.0,58.56,1
84,90.0,-11.0,-9.0,1020.0,111.74,1
85,98.0,-11.0,-9.0,1022.0,102.8,1
86,30.0,-20.0,-11.0,1032.0,159.56,1
87,66.0,-22.0,-13.0,1034.0,20.57,1
88,82.0,-10.0,-9.0,1024.0,89.84,1
89,154.0,-9.0,-5.0,1025.0,35.75,1
90,61.0,-11.0,-9.0,1021.0,0.89,1
91,29.0,-21.0,-11.0,1030.0,117.55,1
92,159.0,-11.0,-5.0,1021.0,3.57,1
93,44.0,-26.0,-14.0,1033.0,13.85,1
94,26.0,-20.0,-12.0,1026.0,55.87,1
95,28.0,-19.0,-11.0,1025.0,48.72,1
96,50.0,-24.0,-11.0,1031.0,3.58,1
97,148.0,-15.0,-4.0,1020.0,2.68,1
98,73.0,-12.0,-11.0,1023.0,14.3,1
99,84.0,-22.0,-12.0,1033.0,13.42,1
