,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,141.0,-9.0,-6.0,1026.0,49.1,0
1,31.0,-20.0,-10.0,1031.0,143.9,0
2,162.0,-8.0,-5.0,1027.0,35.5,0
3,25.0,-19.0,-12.0,1029.0,118.3,0
4,29.0,-24.0,-14.0,1034.0,29.4,0
5,67.0,-12.0,-10.0,1024.0,5.5,0
6,157.0,-9.0,-5.0,1026.0,40.2,0
7,90.0,-11.0,-9.0,1024.0,75.1,0
8,84.0,-12.0,-10.0,1023.0,89.2,0
9,27.0,-23.0,-13.0,1031.0,96.3,0
10,163.0,-8.0,-5.0,1027.0,38.5,0
11,28.0,-27.0,-16.0,1036.0,22.9,0
12,40.0,-25.0,-12.0,1033.0,39.5,0
13,159.0,-9.0,-5.0,1025.0,32.1,0
14,77.0,-12.0,-10.0,1023.0,10.9,0
15,58.0,-24.0,-12.0,1032.0,6.5,0
16,127.0,-8.0,-6.0,1027.0,53.2,0
17,25.0,-19.0,-12.0,1025.0,38.1,0
18,51.0,-23.0,-17.0,1034.0,22.1,0
19,107.0,-8.0,-6.0,1023.0,8.2,0
20,30.0,-26.0,-14.0,1035.0,33.1,0
21,73.0,-12.0,-11.0,1023.0,6.8,0
22,155.0,-8.0,-5.0,1028.0,45.5,0
23,108.0,-25.0,-19.0,1034.0,15.9,0
24,26.0,-23.0,-14.0,1029.0,79.5,0
25,82.0,-9.0,-8.0,1025.0,83.2,0
26,119.0,-13.0,-10.0,1024.0,6.5,0
27,35.0,-25.0,-15.0,1033.0,192.9,0
28,49.0,-10.0,-9.0,1023.0,16.4,0
29,67.0,-12.0,-11.0,1024.0,94.5,0
30,23.0,-22.0,-13.0,1032.0,141.9,0
31,130.0,-8.0,-6.0,1027.0,51.1,0
32,58.0,-24.0,-14.0,1034.0,12.8,0
33,96.0,-11.0,-9.0,1022.0,105.6,0
34,41.0,-26.0,-16.0,1035.0,207.3,0
35,75.0,-9.0,-8.0,1025.0,75.9,0
36,29.0,-21.0,-12.0,1031.0,114.2,0
37,51.0,-23.0,-13.0,1033.0,8.4,0
38,85.0,-10.0,-9.0,1024.0,19.1,0
39,38.0,-27.0,-17.0,1035.0,218.5,0
40,62.0,-12.0,-11.0,1026.0,63.4,0
41,109.0,-8.0,-6.0,1027.0,55.6,0
42,46.0,-25.0,-15.0,1033.0,188.2,0
43,79.0,-11.0,-9.0,1023.0,101.4,0
44,33.0,-24.0,-14.0,1034.0,11.9,0
45,94.0,-10.0,-9.0,1024.0,17.3,0
46,69.0,-13.0,-10.0,1025.0,7.1,0
47,25.0,-22.0,-13.0,1032.0,145.8,0
48,117.0,-8.0,-6.0,1027.0,53.3,0
49,56.0,-26.0,-16.0,1035.0,209.5,0
50,164.0,-8.0,-5.0,1025.0,27.71,1
51,30.0,-21.0,-9.0,1031.0,152.41,1
52,149.0,-8.0,-5.0,1028.0,44.25,1
53,28.0,-21.0,-10.0,1030.0,136.32,1
54,28.0,-23.0,-11.0,1032.0,165.37,1
55,61.0,-11.0,-9.0,1021.0,0.89,1
56,159.0,-9.0,-5.0,1026.0,37.54,1
57,91.0,-10.0,-8.0,1024.0,80.9,1
58,86.0,-11.0,-9.0,1023.0,93.86,1
59,27.0,-22.0,-12.0,1030.0,100.56,1
60,164.0,-8.0,-5.0,1027.0,39.33,1
61,29.0,-26.0,-15.0,1035.0,24.59,1
62,39.0,-24.0,-11.0,1032.0,41.14,1
63,158.0,-9.0,-5.0,1025.0,31.73,1
64,76.0,-11.0,-9.0,1023.0,11.17,1
65,59.0,-23.0,-11.0,1032.0,7.16,1
66,126.0,-8.0,-6.0,1027.0,55.43,1
67,26.0,-18.0,-11.0,1024.0,39.78,1
68,50.0,-22.0,-16.0,1033.0,23.7,1
69,105.0,-7.0,-6.0,1023.0,8.93,1
70,30.0,-25.0,-13.0,1035.0,34.43,1
71,72.0,-11.0,-10.0,1023.0,7.15,1
72,154.0,-7.0,-5.0,1028.0,46.04,1
73,106.0,-24.0,-18.0,1033.0,16.55,1
74,26.0,-22.0,-13.0,1028.0,80.9,1
75,29.0,-21.0,-13.0,1027.0,73.75,1
76,31.0,-24.0,-12.0,1034.0,180.12,1
77,56.0,-25.0,-17.0,1033.0,26.83,1
78,55.0,-8.0,-7.0,1025.0,68.84,1
79,90.0,-11.0,-9.0,1020.0,111.74,1
80,25.0,-27.0,-18.0,1035.0,213.65,1
81,33.0,-23.0,-11.0,1031.0,1.79,1
82,156.0,-8.0,-6.0,1028.0,52.3,1
83,41.0,-22.0,-11.0,1032.0,0.89,1
84,63.0,-8.0,-6.0,1026.0,61.69,1
85,44.0,-26.0,-14.0,1033.0,13.85,1
86,73.0,-12.0,-11.0,1023.0,14.3,1
87,124.0,-7.0,-5.0,1024.0,10.72,1
88,20.0,-21.0,-12.0,1027.0,64.81,1
89,34.0,-26.0,-18.0,1035.0,205.6,1
90,29.0,-24.0,-13.0,1035.0,195.32,1
91,90.0,-7.0,-6.0,1027.0,58.56,1
92,60.0,-22.0,-13.0,1033.0,10.29,1
93,78.0,-11.0,-9.0,1023.0,97.88,1
94,98.0,-11.0,-9.0,1022.0,102.8,1
95,71.0,-10.0,-9.0,1022.0,4.02,1
96,148.0,-15.0,-4.0,1020.0,2.68,1
97,65.0,-8.0,-7.0,1024.0,72.86,1
98,25.0,-23.0,-12.0,1031.0,108.61,1
99,28.0,-27.0,-16.0,1034.0,4.92,1
