,pm2.5,TEMP,real_identifier
0,29.0,-10.0,0
1,68.0,-11.0,0
2,41.0,-9.0,0
3,23.0,-14.0,0
4,85.0,-7.0,0
5,56.0,-12.0,0
6,31.0,-8.0,0
7,98.0,-5.0,0
8,73.0,-10.0,0
9,39.0,-13.0,0
10,119.0,-4.0,0
11,26.0,-11.0,0
12,81.0,-9.0,0
13,92.0,-6.0,0
14,35.0,-15.0,0
15,140.0,-3.0,0
16,62.0,-7.0,0
17,151.0,-4.0,0
18,67.0,-8.0,0
19,112.0,-5.0,0
20,161.0,-4.0,0
21,32.0,-10.0,0
22,28.0,-12.0,0
23,75.0,-8.0,0
24,89.0,-6.0,0
25,42.0,-12.0,0
26,118.0,-6.0,0
27,67.0,-10.0,0
28,31.0,-14.0,0
29,24.0,-9.0,0
30,53.0,-8.0,0
31,143.0,-4.0,0
32,36.0,-13.0,0
33,49.0,-12.0,0
34,166.0,-6.0,0
35,29.0,-10.0,0
36,58.0,-9.0,0
37,40.0,-11.0,0
38,123.0,-5.0,0
39,69.0,-8.0,0
40,34.0,-15.0,0
41,51.0,-7.0,0
42,157.0,-3.0,0
43,45.0,-14.0,0
44,61.0,-10.0,0
45,27.0,-8.0,0
46,82.0,-7.0,0
47,39.0,-12.0,0
48,54.0,-9.0,0
49,148.0,-4.0,0
50,33.0,-11.0,1
51,60.0,-13.0,1
52,32.0,-10.0,1
53,27.0,-13.0,1
54,61.0,-9.0,1
55,72.0,-10.0,1
56,27.0,-12.0,1
57,76.0,-9.0,1
58,148.0,-4.0,1
59,66.0,-13.0,1
60,36.0,-14.0,1
61,164.0,-5.0,1
62,25.0,-12.0,1
63,79.0,-12.0,1
64,83.0,-8.0,1
65,90.0,-6.0,1
66,28.0,-16.0,1
67,126.0,-6.0,1
68,63.0,-6.0,1
69,149.0,-5.0,1
70,65.0,-7.0,1
71,109.0,-6.0,1
72,159.0,-5.0,1
73,30.0,-11.0,1
74,27.0,-12.0,1
75,129.0,-4.0,1
76,34.0,-18.0,1
77,50.0,-16.0,1
78,30.0,-17.0,1
79,27.0,-16.0,1
80,29.0,-15.0,1
81,31.0,-15.0,1
82,73.0,-11.0,1
83,140.0,-5.0,1
84,55.0,-7.0,1
85,30.0,-9.0,1
86,28.0,-11.0,1
87,164.0,-5.0,1
88,33.0,-13.0,1
89,27.0,-16.0,1
90,124.0,-5.0,1
91,56.0,-17.0,1
92,25.0,-10.0,1
93,78.0,-9.0,1
94,29.0,-11.0,1
95,56.0,-11.0,1
96,77.0,-14.0,1
97,39.0,-11.0,1
98,59.0,-11.0,1
99,170.0,-5.0,1
