,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
0,2.0,10.0,14.0,45.0,-5.0,2.0,1015.0,85.2,17.0,20.0,0
1,3.0,20.0,10.0,35.0,1.0,10.0,1010.0,50.8,10.0,40.0,0
2,1.0,7.0,16.0,31.0,-20.0,-10.0,1028.0,80.2,0.0,0.0,0
3,1.0,9.0,19.0,42.0,-26.0,-9.0,1034.0,60.5,0.0,0.0,0
4,3.0,15.0,10.0,120.0,2.0,12.0,1015.0,15.6,45.0,50.0,0
5,3.0,15.0,22.0,110.0,5.0,10.0,1010.0,8.2,90.0,20.0,0
6,12.0,15.0,14.0,85.0,-10.0,2.0,1020.0,12.1,0.0,0.0,0
7,3.0,20.0,10.0,120.0,-5.0,10.0,1015.0,16.5,0.0,0.0,0
8,2.0,10.0,8.0,32.0,-22.0,-10.0,1032.0,120.1,0.0,0.0,0
9,2.0,10.0,20.0,35.0,-20.0,-5.0,1031.0,60.3,0.0,0.0,0
10,1.0,7.0,17.0,28.0,-20.0,-10.0,1032.0,125.1,0.0,0.0,0
11,1.0,7.0,20.0,34.0,-29.0,-18.0,1038.0,215.9,0.0,0.0,0
12,2.0,12.0,14.0,28.0,-20.0,-10.0,1028.0,25.1,1.0,10.0,0
13,2.0,15.0,6.0,45.0,-22.0,-12.0,1031.0,27.3,0.0,5.0,0
14,1.0,3.0,15.0,160.0,-7.0,-4.0,1027.0,25.1,1.0,0.0,0
15,1.0,3.0,23.0,162.0,-7.0,-5.0,1029.0,55.5,3.0,0.0,0
16,2.0,10.0,9.0,35.0,-18.0,-6.0,1025.0,78.2,0.0,0.0,0
17,1.0,8.0,14.0,32.0,-22.0,-10.0,1032.0,56.1,0.0,0.0,0
18,12.0,28.0,18.0,45.0,-15.0,-8.0,1030.0,154.9,0.0,0.0,0
19,6.0,15.0,9.0,80.0,10.0,22.0,1015.0,43.2,0.0,0.0,0
20,2.0,10.0,15.0,40.0,-15.0,-5.0,1025.0,150.8,1.0,10.0,0
21,2.0,10.0,9.0,30.0,-18.0,-8.0,1032.0,90.2,0.0,5.0,0
22,12.0,28.0,14.0,120.0,-2.0,2.0,1015.0,11.5,270.0,50.0,0
23,6.0,15.0,10.0,80.0,18.0,25.0,1005.0,25.8,135.0,200.0,0
24,12.0,15.0,10.0,40.0,-15.0,-8.0,1020.0,18.2,0.0,50.0,0
25,6.0,20.0,18.0,80.0,10.0,22.0,1010.0,25.1,1.0,200.0,0
26,12.0,20.0,10.0,18.0,-8.0,2.0,1018.0,25.0,1.0,50.0,0
27,6.0,15.0,18.0,42.0,12.0,22.0,1005.0,18.0,2.0,80.0,0
28,12.0,15.0,14.0,120.0,-15.0,-2.0,1025.0,60.3,0.0,0.0,0
29,3.0,20.0,10.0,50.0,5.0,12.0,1015.0,30.8,0.0,0.0,0
30,2.0,15.0,8.0,65.0,-8.0,-6.0,1015.0,85.1,12.0,0.0,0
31,2.0,20.0,18.0,56.0,-18.0,-10.0,1028.0,1.2,2.0,0.0,0
32,2.0,10.0,14.0,18.0,-15.0,-3.0,1028.0,85.3,3.0,0.0,0
33,12.0,25.0,10.0,42.0,-10.0,2.0,1018.0,50.9,9.0,0.0,0
34,2.0,10.0,15.0,41.0,-5.0,2.0,1015.0,7.2,18.0,50.0,0
35,12.0,25.0,10.0,120.0,-15.0,-5.0,1040.0,3.5,5.0,20.0,0
36,2.0,15.0,10.0,45.0,-5.0,2.0,1015.0,83.2,18.0,50.0,0
