,pm2.5,TEMP,real_identifier
0,122.0,-7.0,0
1,54.0,-10.0,0
2,139.0,-4.0,0
3,94.0,-8.0,0
4,118.0,-6.0,0
5,151.0,-5.0,0
6,29.0,-13.0,0
7,85.0,-9.0,0
8,133.0,-5.0,0
9,59.0,-9.0,0
10,146.0,-5.0,0
11,101.0,-7.0,0
12,128.0,-6.0,0
13,44.0,-11.0,0
14,157.0,-5.0,0
15,92.0,-8.0,0
16,137.0,-5.0,0
17,52.0,-10.0,0
18,124.0,-7.0,0
19,142.0,-5.0,0
20,97.0,-8.0,0
21,111.0,-7.0,0
22,65.0,-9.0,0
23,149.0,-5.0,0
24,88.0,-9.0,0
25,129.0,-6.0,0
26,142.0,-6.0,0
27,55.0,-10.0,0
28,33.0,-15.0,0
29,93.0,-8.0,0
30,28.0,-16.0,0
31,76.0,-11.0,0
32,23.0,-14.0,0
33,167.0,-4.0,0
34,49.0,-12.0,0
35,108.0,-7.0,0
36,32.0,-13.0,0
37,91.0,-9.0,0
38,27.0,-17.0,0
39,155.0,-5.0,0
40,66.0,-8.0,0
41,25.0,-15.0,0
42,82.0,-10.0,0
43,48.0,-11.0,0
44,161.0,-4.0,0
45,53.0,-12.0,0
46,29.0,-14.0,0
47,99.0,-8.0,0
48,78.0,-10.0,0
49,24.0,-16.0,0
50,151.0,-5.0,0
0,86.0,-9.0,1
1,71.0,-9.0,1
2,27.0,-16.0,1
3,28.0,-11.0,1
4,106.0,-18.0,1
5,90.0,-9.0,1
6,105.0,-6.0,1
7,41.0,-11.0,1
8,152.0,-5.0,1
9,96.0,-9.0,1
10,86.0,-9.0,1
11,91.0,-8.0,1
12,148.0,-5.0,1
13,156.0,-6.0,1
14,28.0,-10.0,1
15,158.0,-5.0,1
16,53.0,-9.0,1
17,50.0,-14.0,1
18,132.0,-5.0,1
19,86.0,-9.0,1
20,120.0,-6.0,1
21,138.0,-5.0,1
22,58.0,-9.0,1
23,28.0,-19.0,1
24,26.0,-12.0,1
25,159.0,-5.0,1
26,44.0,-14.0,1
27,29.0,-13.0,1
28,29.0,-9.0,1
29,95.0,-9.0,1
30,29.0,-13.0,1
31,70.0,-9.0,1
32,27.0,-19.0,1
33,20.0,-12.0,1
34,181.0,-5.0,1
35,65.0,-7.0,1
36,107.0,-9.0,1
37,26.0,-13.0,1
38,82.0,-9.0,1
39,26.0,-11.0,1
40,25.0,-18.0,1
41,164.0,-5.0,1
42,154.0,-5.0,1
43,30.0,-13.0,1
44,26.0,-12.0,1
45,84.0,-12.0,1
46,98.0,-9.0,1
47,31.0,-12.0,1
48,154.0,-5.0,1
49,50.0,-11.0,1
50,33.0,-11.0,1
