,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,123.0,-10.0,-7.0,1025.0,45.8,0
1,29.0,-25.0,-14.0,1034.0,193.2,0
2,65.0,-9.0,-8.0,1027.0,58.3,0
3,154.0,-8.0,-6.0,1028.0,42.9,0
4,28.0,-27.0,-17.0,1035.0,5.5,0
5,93.0,-12.0,-10.0,1022.0,118.9,0
6,59.0,-23.0,-12.0,1032.0,8.8,0
7,31.0,-26.0,-15.0,1035.0,200.3,0
8,159.0,-11.0,-5.0,1021.0,3.9,0
9,67.0,-8.0,-7.0,1026.0,64.2,0
10,26.0,-20.0,-12.0,1026.0,56.4,0
11,155.0,-9.0,-5.0,1025.0,36.3,0
12,125.0,-7.0,-5.0,1024.0,11.2,0
13,165.0,-8.0,-5.0,1025.0,28.2,0
14,121.0,-8.0,-6.0,1024.0,13.1,0
15,51.0,-26.0,-14.0,1034.0,8.5,0
16,154.0,-7.0,-5.0,1028.0,46.5,0
17,27.0,-22.0,-13.0,1029.0,91.2,0
18,27.0,-26.0,-16.0,1035.0,8.5,0
19,62.0,-11.0,-9.0,1021.0,1.4,0
20,96.0,-11.0,-9.0,1020.0,122.1,0
21,57.0,-23.0,-11.0,1031.0,5.9,0
22,32.0,-24.0,-12.0,1034.0,180.6,0
23,29.0,-27.0,-16.0,1034.0,5.3,0
24,77.0,-11.0,-9.0,1023.0,11.7,0
25,87.0,-11.0,-9.0,1020.0,125.2,0
26,85.0,-22.0,-12.0,1033.0,13.9,0
27,57.0,-25.0,-17.0,1033.0,27.3,0
28,141.0,-7.0,-5.0,1026.0,17.9,0
29,31.0,-25.0,-13.0,1035.0,34.9,0
30,164.0,-8.0,-5.0,1027.0,39.8,0
31,87.0,-10.0,-9.0,1024.0,85.4,0
32,67.0,-22.0,-13.0,1034.0,20.9,0
33,28.0,-26.0,-19.0,1035.0,209.2,0
34,51.0,-22.0,-16.0,1033.0,24.2,0
35,127.0,-8.0,-6.0,1027.0,55.9,0
36,79.0,-11.0,-9.0,1023.0,98.4,0
37,35.0,-26.0,-18.0,1035.0,206.1,0
38,28.0,-27.0,-16.0,1034.0,14.4,0
39,31.0,-20.0,-11.0,1032.0,160.1,0
40,40.0,-24.0,-11.0,1032.0,41.6,0
41,34.0,-24.0,-13.0,1034.0,187.8,0
50,59.0,-23.0,-11.0,1032.0,7.16,1
51,28.0,-27.0,-19.0,1035.0,218.57,1
52,148.0,-15.0,-4.0,1020.0,2.68,1
53,58.0,-16.0,-9.0,1023.0,21.9,1
54,28.0,-21.0,-10.0,1030.0,136.32,1
55,91.0,-10.0,-8.0,1024.0,80.9,1
56,63.0,-8.0,-6.0,1026.0,61.69,1
57,27.0,-26.0,-16.0,1035.0,18.78,1
58,25.0,-27.0,-18.0,1035.0,213.65,1
59,29.0,-21.0,-13.0,1027.0,73.75,1
60,73.0,-12.0,-11.0,1023.0,14.3,1
61,105.0,-7.0,-6.0,1023.0,8.93,1
62,98.0,-11.0,-9.0,1022.0,102.8,1
63,156.0,-8.0,-6.0,1028.0,52.3,1
64,60.0,-22.0,-13.0,1033.0,10.29,1
65,31.0,-26.0,-15.0,1035.0,198.45,1
66,159.0,-11.0,-5.0,1021.0,3.57,1
67,65.0,-8.0,-7.0,1026.0,65.71,1
68,26.0,-20.0,-12.0,1026.0,55.87,1
69,154.0,-9.0,-5.0,1025.0,35.75,1
70,124.0,-7.0,-5.0,1024.0,10.72,1
71,164.0,-8.0,-5.0,1025.0,27.71,1
72,120.0,-8.0,-6.0,1024.0,12.51,1
73,50.0,-26.0,-14.0,1034.0,8.04,1
74,154.0,-7.0,-5.0,1028.0,46.04,1
75,27.0,-22.0,-13.0,1029.0,90.73,1
76,27.0,-26.0,-16.0,1035.0,8.05,1
77,61.0,-11.0,-9.0,1021.0,0.89,1
78,95.0,-11.0,-9.0,1020.0,121.58,1
79,56.0,-23.0,-11.0,1031.0,5.37,1
80,31.0,-24.0,-12.0,1034.0,180.12,1
81,28.0,-27.0,-16.0,1034.0,4.92,1
82,76.0,-11.0,-9.0,1023.0,11.17,1
83,86.0,-11.0,-9.0,1020.0,124.71,1
84,84.0,-22.0,-12.0,1033.0,13.42,1
85,56.0,-25.0,-17.0,1033.0,26.83,1
86,140.0,-7.0,-5.0,1026.0,17.43,1
87,30.0,-25.0,-13.0,1035.0,34.43,1
88,164.0,-8.0,-5.0,1027.0,39.33,1
89,86.0,-10.0,-9.0,1024.0,84.92,1
90,66.0,-22.0,-13.0,1034.0,20.57,1
91,27.0,-26.0,-19.0,1035.0,208.73,1
92,50.0,-22.0,-16.0,1033.0,23.7,1
93,126.0,-8.0,-6.0,1027.0,55.43,1
94,78.0,-11.0,-9.0,1023.0,97.88,1
95,34.0,-26.0,-18.0,1035.0,205.6,1
96,27.0,-27.0,-16.0,1034.0,13.86,1
97,30.0,-20.0,-11.0,1032.0,159.56,1
98,39.0,-24.0,-11.0,1032.0,41.14,1
99,33.0,-24.0,-13.0,1034.0,187.27,1
