,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,82.0,-13,-10.0,1024.0,15.4,0
1,119.0,-9,-7.0,1027.0,43.8,0
2,34.0,-24,-14.0,1034.0,204.1,0
3,98.0,-11,-9.0,1022.0,104.2,0
4,29.0,-26,-16.0,1035.0,211.9,0
5,74.0,-25,-14.0,1033.0,4.5,0
6,51.0,-23,-11.0,1031.0,3.9,0
7,165.0,-8,-5.0,1027.0,40.9,0
8,91.0,-7,-6.0,1027.0,59.1,0
9,67.0,-21,-12.0,1034.0,20.9,0
10,37.0,-25,-14.0,1035.0,29.9,0
11,26.0,-17,-10.0,1024.0,30.4,0
12,32.0,-26,-15.0,1035.0,198.7,0
13,25.0,-27,-18.0,1035.0,213.9,0
14,65.0,-8,-7.0,1024.0,73.2,0
15,73.0,-12,-11.0,1023.0,14.6,0
16,29.0,-19,-11.0,1025.0,49.1,0
17,71.0,-10,-9.0,1022.0,4.3,0
18,58.0,-16,-9.0,1023.0,22.2,0
19,107.0,-24,-18.0,1033.0,16.9,0
20,171.0,-8,-5.0,1027.0,42.9,0
21,96.0,-11,-9.0,1020.0,122.1,0
22,99.0,-11,-9.0,1022.0,103.1,0
23,153.0,-8,-5.0,1026.0,20.9,0
24,61.0,-22,-13.0,1033.0,10.6,0
25,79.0,-11,-9.0,1023.0,98.2,0
26,54.0,-11,-9.0,1022.0,2.1,0
27,106.0,-7,-6.0,1023.0,9.2,0
28,64.0,-8,-6.0,1026.0,62.1,0
29,164.0,-7,-5.0,1027.0,49.5,0
30,87.0,-10,-9.0,1024.0,85.2,0
31,31.0,-21,-9.0,1031.0,152.7,0
32,28.0,-22,-13.0,1029.0,91.1,0
33,29.0,-27,-19.0,1035.0,219.1,0
34,139.0,-7,-5.0,1022.0,6.5,0
35,155.0,-9,-5.0,1025.0,36.2,0
36,33.0,-20,-10.0,1030.0,127.7,0
37,31.0,-25,-13.0,1035.0,34.7,0
38,28.0,-25,-12.0,1034.0,39.7,0
39,27.0,-22,-13.0,1028.0,81.2,0
40,62.0,-11,-9.0,1021.0,1.2,0
41,31.0,-20,-11.0,1032.0,160.1,0
42,56.0,-8,-7.0,1025.0,69.2,0
43,73.0,-11,-10.0,1023.0,7.5,0
44,29.0,-27,-16.0,1034.0,5.2,0
45,85.0,-22,-12.0,1033.0,13.7,0
46,87.0,-11,-9.0,1023.0,94.2,0
47,157.0,-8,-6.0,1028.0,52.6,0
48,160.0,-9,-5.0,1026.0,37.9,0
49,27.0,-18,-11.0,1024.0,40.1,0
0,76.0,-11,-9.0,1023.0,11.17,1
1,79.0,-14,-12.0,1023.0,16.09,1
2,30.0,-26,-17.0,1035.0,201.58,1
3,120.0,-8,-6.0,1024.0,12.51,1
4,27.0,-26,-16.0,1035.0,18.78,1
5,77.0,-25,-14.0,1033.0,4.02,1
6,50.0,-24,-11.0,1031.0,3.58,1
7,164.0,-8,-5.0,1027.0,39.33,1
8,90.0,-7,-6.0,1027.0,58.56,1
9,66.0,-22,-13.0,1034.0,20.57,1
10,36.0,-25,-14.0,1035.0,29.51,1
11,25.0,-17,-10.0,1024.0,29.95,1
12,31.0,-26,-15.0,1035.0,198.45,1
13,25.0,-27,-18.0,1035.0,213.65,1
14,65.0,-8,-7.0,1024.0,72.86,1
15,73.0,-12,-11.0,1023.0,14.3,1
16,28.0,-19,-11.0,1025.0,48.72,1
17,71.0,-10,-9.0,1022.0,4.02,1
18,58.0,-16,-9.0,1023.0,21.9,1
19,106.0,-24,-18.0,1033.0,16.55,1
20,170.0,-8,-5.0,1027.0,42.46,1
21,95.0,-11,-9.0,1020.0,121.58,1
22,98.0,-11,-9.0,1022.0,102.8,1
23,152.0,-8,-5.0,1026.0,20.56,1
24,60.0,-22,-13.0,1033.0,10.29,1
25,78.0,-11,-9.0,1023.0,97.88,1
26,53.0,-11,-9.0,1022.0,1.78,1
27,105.0,-7,-6.0,1023.0,8.93,1
28,63.0,-8,-6.0,1026.0,61.69,1
29,164.0,-7,-5.0,1027.0,49.17,1
30,86.0,-10,-9.0,1024.0,84.92,1
31,30.0,-21,-9.0,1031.0,152.41,1
32,27.0,-22,-13.0,1029.0,90.73,1
33,28.0,-27,-19.0,1035.0,218.57,1
34,138.0,-7,-5.0,1022.0,6.25,1
35,154.0,-9,-5.0,1025.0,35.75,1
36,32.0,-20,-10.0,1030.0,127.38,1
37,30.0,-25,-13.0,1035.0,34.43,1
38,27.0,-25,-12.0,1034.0,39.35,1
39,26.0,-22,-13.0,1028.0,80.9,1
40,61.0,-11,-9.0,1021.0,0.89,1
41,30.0,-20,-11.0,1032.0,159.56,1
42,55.0,-8,-7.0,1025.0,68.84,1
43,72.0,-11,-10.0,1023.0,7.15,1
44,28.0,-27,-16.0,1034.0,4.92,1
45,84.0,-22,-12.0,1033.0,13.42,1
46,86.0,-11,-9.0,1023.0,93.86,1
47,156.0,-8,-6.0,1028.0,52.3,1
48,159.0,-9,-5.0,1026.0,37.54,1
49,26.0,-18,-11.0,1024.0,39.78,1
50,29.0,-21,-13.0,1027.0,73.75,1
