,pm2.5,TEMP,real_identifier
0,55.5,-12.2,0
1,61.8,-9.5,0
2,120.0,-7.0,0
3,90.0,-11.0,0
4,35.5,-10.2,0
5,55.8,-11.5,0
6,25.5,-14.2,0
7,32.8,-11.5,0
8,81.5,-10.2,0
9,85.8,-7.5,0
10,28.0,-10.0,0
11,151.0,-6.0,0
12,58.5,-12.8,0
13,71.2,-4.5,0
14,25.5,-13.0,0
15,41.0,-10.0,0
16,91.5,-7.2,0
17,119.8,-5.5,0
18,25.5,-16.0,0
19,30.2,-11.5,0
20,67.0,-10.0,0
21,35.0,-8.0,0
22,140.5,-4.2,0
23,135.8,-4.5,0
24,129.0,-12.0,0
25,141.0,-9.0,0
26,120.0,-10.0,0
27,90.0,-12.0,0
28,32.5,-10.5,0
29,48.2,-8.8,0
30,30.5,-9.2,0
31,145.8,-3.5,0
32,58.0,-7.0,0
33,190.0,-4.0,0
34,85.0,-12.0,0
35,40.0,-15.0,0
36,30.5,-17.5,0
37,32.2,-16.8,0
38,24.5,-9.5,0
39,28.2,-10.8,0
40,25.5,-12.5,0
41,28.2,-14.1,0
42,35.0,-9.5,0
43,85.0,-7.2,0
44,94.5,-8.2,0
45,118.8,-4.5,0
46,120.0,-6.0,0
47,80.0,-8.0,0
48,32.5,-9.5,0
49,51.8,-10.2,0
50,50.0,-14.0,1
51,59.0,-11.0,1
52,148.0,-5.0,1
53,78.0,-9.0,1
54,27.0,-12.0,1
55,60.0,-13.0,1
56,28.0,-16.0,1
57,30.0,-13.0,1
58,79.0,-12.0,1
59,83.0,-8.0,1
60,31.0,-12.0,1
61,164.0,-5.0,1
62,65.0,-7.0,1
63,56.0,-17.0,1
64,27.0,-12.0,1
65,39.0,-11.0,1
66,82.0,-9.0,1
67,129.0,-4.0,1
68,27.0,-19.0,1
69,29.0,-13.0,1
70,73.0,-11.0,1
71,29.0,-9.0,1
72,138.0,-5.0,1
73,132.0,-5.0,1
74,106.0,-18.0,1
75,156.0,-6.0,1
76,50.0,-16.0,1
77,159.0,-5.0,1
78,29.0,-13.0,1
79,55.0,-7.0,1
80,26.0,-12.0,1
81,170.0,-5.0,1
82,63.0,-6.0,1
83,181.0,-5.0,1
84,107.0,-9.0,1
85,30.0,-17.0,1
86,28.0,-19.0,1
87,34.0,-18.0,1
88,26.0,-11.0,1
89,29.0,-11.0,1
90,27.0,-13.0,1
91,26.0,-13.0,1
92,28.0,-11.0,1
93,91.0,-8.0,1
94,126.0,-6.0,1
95,72.0,-10.0,1
96,148.0,-4.0,1
97,95.0,-9.0,1
98,28.0,-11.0,1
99,56.0,-11.0,1
