,pm2.5,TEMP,real_identifier
0,145.0,-7.0,0
1,120.0,-3.0,0
2,123.0,-3.0,0
3,31.0,-9.0,0
4,67.0,-11.0,0
5,41.0,-15.0,0
6,110.0,-7.0,0
7,165.0,-4.0,0
8,32.5,-9.5,0
9,48.0,-6.0,0
10,85.0,-10.0,0
11,78.0,-7.0,0
12,28.5,-15.0,0
13,24.0,-10.0,0
14,78.0,-8.0,0
15,69.0,-8.0,0
16,98.5,-5.5,0
17,71.2,-6.8,0
18,35.0,-9.0,0
19,68.0,-8.0,0
20,141.0,-4.0,0
21,128.0,-3.0,0
22,108.0,-3.0,0
23,41.0,-15.0,0
24,58.5,-8.2,0
25,22.8,-10.5,0
26,94.5,-8.5,0
27,92.2,-8.2,0
28,67.5,-12.0,0
29,30.0,-8.0,0
30,58.0,-5.0,0
31,32.0,-15.0,0
32,28.0,-10.0,0
33,90.0,-8.0,0
34,140.5,-4.2,0
35,120.8,-5.5,0
36,120.0,-3.0,0
37,40.0,-9.0,0
38,31.5,-11.2,0
39,25.8,-14.5,0
40,72.5,-10.5,0
41,55.0,-12.2,0
42,51.0,-9.0,0
43,67.0,-10.0,0
44,58.2,-11.5,0
45,159.8,-4.2,0
46,85.0,-8.0,0
47,60.0,-12.0,0
48,87.0,-15.0,0
49,71.0,-8.0,0
0,181.0,-5.0,1
1,82.0,-9.0,1
2,149.0,-5.0,1
3,26.0,-11.0,1
4,86.0,-9.0,1
5,29.0,-13.0,1
6,120.0,-6.0,1
7,159.0,-5.0,1
8,28.0,-11.0,1
9,55.0,-7.0,1
10,70.0,-9.0,1
11,91.0,-8.0,1
12,30.0,-17.0,1
13,26.0,-12.0,1
14,86.0,-9.0,1
15,61.0,-9.0,1
16,109.0,-6.0,1
17,65.0,-7.0,1
18,28.0,-11.0,1
19,72.0,-10.0,1
20,156.0,-6.0,1
21,132.0,-5.0,1
22,124.0,-5.0,1
23,34.0,-18.0,1
24,63.0,-6.0,1
25,20.0,-12.0,1
26,98.0,-9.0,1
27,96.0,-9.0,1
28,77.0,-14.0,1
29,25.0,-10.0,1
30,65.0,-7.0,1
31,27.0,-19.0,1
32,31.0,-12.0,1
33,86.0,-9.0,1
34,152.0,-5.0,1
35,105.0,-6.0,1
36,138.0,-5.0,1
37,30.0,-11.0,1
38,29.0,-13.0,1
39,27.0,-12.0,1
40,78.0,-9.0,1
41,50.0,-11.0,1
42,39.0,-11.0,1
43,79.0,-12.0,1
44,60.0,-13.0,1
45,164.0,-5.0,1
46,90.0,-6.0,1
47,50.0,-14.0,1
48,106.0,-18.0,1
49,59.0,-11.0,1
50,129.0,-4.0,1
