,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,119.0,-13.0,-10.0,1025.0,51.9,0
1,29.0,-20.0,-11.0,1032.0,141.1,0
2,64.0,-10.0,-8.0,1024.0,69.2,0
3,149.0,-9.0,-6.0,1027.0,43.8,0
4,31.0,-24.0,-14.0,1034.0,201.9,0
5,82.0,-12.0,-10.0,1023.0,77.4,0
6,27.0,-26.0,-17.0,1035.0,214.5,0
7,157.0,-8.0,-5.0,1026.0,38.4,0
8,59.0,-11.0,-9.0,1022.0,4.5,0
9,90.0,-10.0,-8.0,1024.0,81.3,0
10,28.0,-25.0,-15.0,1033.0,6.3,0
11,65.0,-9.0,-7.0,1025.0,73.2,0
12,30.0,-21.0,-12.0,1031.0,153.2,0
13,164.0,-7.0,-5.0,1027.0,48.2,0
14,55.0,-8.0,-7.0,1025.0,69.5,0
15,30.0,-20.0,-11.0,1032.0,160.3,0
16,86.0,-11.0,-9.0,1024.0,85.5,0
17,148.0,-15.0,-4.0,1020.0,2.9,0
18,95.0,-11.0,-9.0,1020.0,122.3,0
19,27.0,-27.0,-16.0,1034.0,14.5,0
20,152.0,-8.0,-5.0,1026.0,20.9,0
21,91.0,-10.0,-8.0,1024.0,81.5,0
22,66.0,-22.0,-13.0,1034.0,20.9,0
23,53.0,-11.0,-9.0,1022.0,1.9,0
24,132.0,-7.0,-5.0,1025.0,14.5,0
25,28.0,-19.0,-11.0,1025.0,49.2,0
26,63.0,-8.0,-6.0,1026.0,62.3,0
27,27.0,-26.0,-19.0,1035.0,209.3,0
28,56.0,-23.0,-11.0,1031.0,5.5,0
29,96.0,-11.0,-9.0,1020.0,117.3,0
30,154.0,-7.0,-5.0,1028.0,46.5,0
31,27.0,-22.0,-12.0,1030.0,101.3,0
32,86.0,-11.0,-9.0,1020.0,125.3,0
33,28.0,-23.0,-11.0,1032.0,166.1,0
34,29.0,-24.0,-13.0,1035.0,196.1,0
35,77.0,-25.0,-14.0,1033.0,4.2,0
36,20.0,-21.0,-12.0,1027.0,65.3,0
37,86.0,-11.0,-9.0,1023.0,94.5,0
50,106.0,-24.0,-18.0,1033.0,16.55,1
51,124.0,-7.0,-5.0,1024.0,10.72,1
52,27.0,-26.0,-16.0,1035.0,8.05,1
53,149.0,-8.0,-5.0,1028.0,44.25,1
54,82.0,-10.0,-9.0,1024.0,89.84,1
55,29.0,-21.0,-13.0,1027.0,73.75,1
56,73.0,-12.0,-11.0,1023.0,14.3,1
57,79.0,-14.0,-12.0,1023.0,16.09,1
58,129.0,-16.0,-4.0,1020.0,1.79,1
59,159.0,-9.0,-5.0,1026.0,37.54,1
60,60.0,-22.0,-13.0,1033.0,10.29,1
61,28.0,-27.0,-19.0,1035.0,218.57,1
62,58.0,-16.0,-9.0,1023.0,21.9,1
63,39.0,-24.0,-11.0,1032.0,41.14,1
64,105.0,-7.0,-6.0,1023.0,8.93,1
65,27.0,-26.0,-16.0,1035.0,18.78,1
66,90.0,-7.0,-6.0,1027.0,58.56,1
67,83.0,-9.0,-8.0,1024.0,76.88,1
68,164.0,-8.0,-5.0,1027.0,39.33,1
69,34.0,-26.0,-18.0,1035.0,205.6,1
70,148.0,-8.0,-5.0,1026.0,23.69,1
71,90.0,-11.0,-9.0,1020.0,111.74,1
72,120.0,-8.0,-6.0,1024.0,12.51,1
73,65.0,-8.0,-7.0,1024.0,72.86,1
74,30.0,-21.0,-9.0,1031.0,152.41,1
75,164.0,-7.0,-5.0,1027.0,49.17,1
76,55.0,-8.0,-7.0,1025.0,68.84,1
77,30.0,-20.0,-11.0,1032.0,159.56,1
78,86.0,-10.0,-9.0,1024.0,84.92,1
79,148.0,-15.0,-4.0,1020.0,2.68,1
80,95.0,-11.0,-9.0,1020.0,121.58,1
81,27.0,-27.0,-16.0,1034.0,13.86,1
82,152.0,-8.0,-5.0,1026.0,20.56,1
83,91.0,-10.0,-8.0,1024.0,80.9,1
84,66.0,-22.0,-13.0,1034.0,20.57,1
85,53.0,-11.0,-9.0,1022.0,1.78,1
86,132.0,-7.0,-5.0,1025.0,14.3,1
87,28.0,-19.0,-11.0,1025.0,48.72,1
88,63.0,-8.0,-6.0,1026.0,61.69,1
89,27.0,-26.0,-19.0,1035.0,208.73,1
90,56.0,-23.0,-11.0,1031.0,5.37,1
91,96.0,-11.0,-9.0,1020.0,116.66,1
92,154.0,-7.0,-5.0,1028.0,46.04,1
93,27.0,-22.0,-12.0,1030.0,100.56,1
94,86.0,-11.0,-9.0,1020.0,124.71,1
95,28.0,-23.0,-11.0,1032.0,165.37,1
96,29.0,-24.0,-13.0,1035.0,195.32,1
97,77.0,-25.0,-14.0,1033.0,4.02,1
98,20.0,-21.0,-12.0,1027.0,64.81,1
99,86.0,-11.0,-9.0,1023.0,93.86,1
