,pm2.5,TEMP,real_identifier
0,48.0,-10.0,0
1,118.0,-5.0,0
2,35.0,-14.0,0
3,41.0,-9.0,0
4,58.0,-12.0,0
5,71.0,-8.0,0
6,94.0,-7.0,0
7,31.0,-10.0,0
8,29.0,-13.0,0
9,51.0,-16.0,0
10,28.0,-12.0,0
11,82.0,-11.0,0
12,32.0,-18.0,0
13,67.0,-6.0,0
14,30.0,-11.0,0
15,27.0,-15.0,0
16,134.0,-4.0,0
17,79.0,-9.0,0
18,43.0,-10.0,0
19,125.0,-6.0,0
20,29.0,-11.0,0
21,26.0,-11.0,0
22,33.0,-10.0,0
23,92.0,-7.0,0
24,27.0,-9.0,0
25,38.0,-15.0,0
26,93.0,-8.0,0
27,22.0,-13.0,0
28,151.0,-6.0,0
29,35.0,-11.0,0
30,169.0,-5.0,0
31,41.0,-14.0,0
32,28.0,-16.0,0
33,81.0,-9.0,0
34,99.0,-8.0,0
35,29.0,-16.0,0
36,129.0,-6.0,0
37,75.0,-10.0,0
38,32.0,-12.0,0
39,55.0,-9.0,0
40,73.0,-9.0,0
41,27.0,-11.0,0
42,31.0,-9.0,0
43,165.0,-5.0,0
44,30.0,-9.0,0
45,31.0,-11.0,0
46,28.0,-12.0,0
47,59.0,-9.0,0
48,172.0,-5.0,0
49,34.0,-13.0,0
50,55.0,-7.0,1
51,154.0,-5.0,1
52,30.0,-17.0,1
53,33.0,-11.0,1
54,60.0,-13.0,1
55,65.0,-7.0,1
56,90.0,-6.0,1
57,28.0,-11.0,1
58,26.0,-12.0,1
59,56.0,-17.0,1
60,26.0,-13.0,1
61,77.0,-14.0,1
62,28.0,-19.0,1
63,63.0,-6.0,1
64,27.0,-13.0,1
65,25.0,-18.0,1
66,129.0,-4.0,1
67,76.0,-9.0,1
68,39.0,-11.0,1
69,120.0,-6.0,1
70,26.0,-12.0,1
71,25.0,-12.0,1
72,29.0,-11.0,1
73,91.0,-8.0,1
74,25.0,-10.0,1
75,20.0,-12.0,1
76,82.0,-9.0,1
77,27.0,-16.0,1
78,164.0,-5.0,1
79,27.0,-12.0,1
80,159.0,-5.0,1
81,36.0,-14.0,1
82,27.0,-16.0,1
83,86.0,-9.0,1
84,96.0,-9.0,1
85,27.0,-16.0,1
86,126.0,-6.0,1
87,72.0,-10.0,1
88,31.0,-12.0,1
89,53.0,-9.0,1
90,70.0,-9.0,1
91,26.0,-11.0,1
92,30.0,-9.0,1
93,164.0,-5.0,1
94,29.0,-9.0,1
95,30.0,-11.0,1
96,27.0,-12.0,1
97,58.0,-9.0,1
98,170.0,-5.0,1
99,33.0,-13.0,1
