,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
0,2.0,10.0,8.0,50.0,-5.0,2.0,1015.0,85.2,6.0,10.0,0
1,3.0,20.0,16.0,40.0,0.0,10.0,1005.0,90.8,4.0,20.0,0
2,3.0,15.0,18.0,50.0,2.0,12.0,1015.0,80.2,2.0,50.0,0
3,10.0,28.0,8.0,120.0,10.0,15.0,1020.0,40.5,3.0,20.0,0
4,2.0,10.0,14.0,30.0,-15.0,-8.0,1025.0,150.9,0.0,0.0,0
5,2.0,11.0,20.0,28.0,-20.0,-12.0,1032.0,118.2,0.0,0.0,0
6,12.0,28.0,15.0,45.0,-10.0,2.0,1025.0,120.5,0.0,50.0,0
7,6.0,15.0,9.0,20.0,12.0,22.0,1015.0,80.2,1.0,100.0,0
8,2.0,15.0,10.0,120.0,-5.0,2.0,1019.0,12.1,3.0,50.0,0
9,12.0,28.0,18.0,90.0,-2.0,5.0,1022.0,25.6,6.0,20.0,0
10,1.0,3.0,15.0,41.0,-21.0,-9.0,1030.0,4.2,0.0,0.0,0
11,1.0,6.0,19.0,34.0,-24.0,-12.0,1033.0,6.5,0.0,0.0,0
12,12.0,15.0,10.0,75.0,-3.0,2.0,1015.0,15.6,2.0,0.0,0
13,6.0,20.0,18.0,120.0,12.0,25.0,1005.0,10.3,1.0,50.0,0
14,12.0,28.0,15.0,55.0,-5.0,2.0,1019.0,5.5,35.0,50.0,0
15,12.0,28.0,0.0,68.0,-6.0,0.0,1021.0,3.2,20.0,0.0,0
16,3.0,10.0,12.0,45.0,-10.0,5.0,1025.0,2.5,0.0,0.0,0
17,9.0,25.0,18.0,90.0,10.0,15.0,1015.0,35.0,0.0,0.0,0
18,2.0,10.0,8.0,40.0,-15.0,-12.0,1030.0,150.2,10.0,0.0,0
19,12.0,20.0,19.0,120.0,-5.0,2.0,1015.0,80.5,25.0,0.0,0
20,2.0,10.0,18.0,45.0,-15.0,-6.0,1032.0,58.2,3.0,10.0,0
21,2.0,15.0,9.0,81.0,-8.0,-2.0,1019.0,92.5,20.0,5.0,0
22,12.0,28.0,10.0,41.0,-2.0,2.0,1019.0,20.8,0.0,0.0,0
23,6.0,15.0,18.0,118.0,16.0,24.0,1013.0,11.9,0.0,0.0,0
24,12.0,15.0,10.0,85.0,-10.0,2.0,1015.0,4.2,0.0,50.0,0
25,6.0,20.0,18.0,120.0,18.0,28.0,1005.0,8.5,180.0,200.0,0
26,1.0,5.0,18.0,85.0,-8.0,-6.0,1023.0,5.0,30.0,0.0,0
27,1.0,1.0,10.0,120.0,-11.0,-8.0,1024.0,29.0,0.0,0.0,0
28,3.0,15.0,12.0,42.0,2.0,10.0,1015.0,8.5,1.0,50.0,0
29,10.0,28.0,20.0,120.0,8.0,12.0,1005.0,4.2,3.0,20.0,0
30,2.0,10.0,14.0,40.0,-5.0,2.0,1018.0,67.2,6.0,50.0,0
31,12.0,25.0,20.0,120.0,0.0,5.0,1020.0,45.6,18.0,20.0,0
32,2.0,10.0,14.0,40.0,-12.0,-3.0,1022.0,38.5,3.0,50.0,0
33,12.0,25.0,20.0,80.0,-2.0,2.0,1015.0,55.1,9.0,20.0,0
34,12.0,28.0,10.0,45.0,-15.0,-2.0,1035.0,120.8,2.0,50.0,0
35,6.0,15.0,19.0,80.0,12.0,22.0,1015.0,80.2,4.0,200.0,0
