,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,135.0,-12.0,-3.0,1015.0,3.2,0
1,160.0,-9.0,-6.0,1032.0,50.0,0
2,40.5,-20.0,-10.0,1032.0,195.6,0
3,29.0,-19.0,-11.0,1034.0,182.1,0
4,167.0,-8.0,-4.0,1023.0,12.1,0
5,143.0,-10.0,-6.0,1024.0,28.5,0
6,78.5,-11.0,-8.0,1023.0,88.2,0
7,89.2,-9.0,-8.0,1025.0,83.5,0
8,32.5,-24.0,-15.0,1036.0,12.1,0
9,29.0,-25.0,-18.0,1033.0,67.8,0
10,42.0,-28.0,-16.0,1042.0,25.1,0
11,30.0,-20.0,-12.0,1032.0,75.3,0
12,30.5,-15.0,-9.0,1022.0,45.2,0
13,22.0,-19.0,-10.0,1025.0,56.1,0
14,120.0,-15.0,-8.0,1028.0,25.1,0
15,80.0,-18.0,-10.0,1031.0,15.6,0
16,62.5,-18.0,-11.0,1022.0,20.5,0
17,85.0,-13.0,-10.0,1024.0,18.2,0
18,41.2,-29.5,-15.8,1033.5,187.9,0
19,61.8,-20.2,-9.5,1028.2,12.1,0
20,29.0,-25.0,-13.0,1033.0,1.5,0
21,58.0,-12.0,-8.0,1023.0,1.1,0
22,43.0,-18.0,-10.0,1030.0,21.9,0
23,91.0,-29.0,-16.0,1035.0,12.1,0
24,35.5,-20.0,-10.0,1030.0,25.1,0
25,140.0,-10.0,-3.0,1020.0,26.3,0
26,78.0,-10.0,-10.0,1022.0,93.5,0
27,91.0,-13.0,-8.0,1018.0,156.2,0
28,120.0,-6.0,-3.0,1024.0,50.2,0
29,110.0,-9.0,-7.0,1018.0,90.1,0
30,38.5,-24.0,-10.0,1032.0,50.2,0
31,42.0,-28.0,-16.0,1036.0,12.8,0
32,32.5,-23.0,-15.0,1032.0,201.8,0
33,91.0,-14.0,-7.0,1025.0,118.2,0
34,32.5,-30.5,-15.2,1038.2,201.1,0
35,25.8,-20.8,-8.5,1029.5,181.9,0
36,92.5,-8.0,-7.0,1018.0,130.1,0
37,110.0,-20.0,-15.0,1030.0,20.1,0
38,120.0,-6.0,-3.0,1024.0,35.1,0
39,90.0,-9.0,-7.0,1021.0,80.3,0
40,55.5,-21.5,-10.2,1030.8,5.1,0
41,61.8,-22.8,-12.1,1033.2,8.5,0
42,88.0,-10.0,-8.0,1022.0,105.1,0
43,72.0,-9.0,-6.0,1021.0,81.4,0
44,98.0,-12.0,-9.0,1024.0,49.2,0
45,61.0,-20.0,-11.0,1031.0,18.5,0
46,35.0,-15.0,-9.0,1024.0,42.1,0
47,98.0,-5.0,-4.0,1021.0,9.5,0
48,78.0,-10.0,-9.0,1023.0,72.1,0
49,61.0,-7.0,-6.0,1026.0,71.4,0
50,148.0,-15.0,-4.0,1020.0,2.68,1
51,154.0,-7.0,-5.0,1028.0,46.04,1
52,33.0,-24.0,-13.0,1034.0,187.27,1
53,26.0,-21.0,-12.0,1033.0,171.18,1
54,181.0,-7.0,-5.0,1022.0,5.36,1
55,154.0,-9.0,-5.0,1025.0,35.75,1
56,82.0,-10.0,-9.0,1024.0,89.84,1
57,86.0,-10.0,-9.0,1024.0,84.92,1
58,30.0,-26.0,-17.0,1035.0,201.58,1
59,28.0,-27.0,-16.0,1034.0,4.92,1
60,36.0,-25.0,-14.0,1035.0,29.51,1
61,26.0,-22.0,-13.0,1028.0,80.9,1
62,26.0,-18.0,-11.0,1024.0,39.78,1
63,20.0,-21.0,-12.0,1027.0,64.81,1
64,159.0,-9.0,-5.0,1026.0,37.54,1
65,60.0,-22.0,-13.0,1033.0,10.29,1
66,58.0,-16.0,-9.0,1023.0,21.9,1
67,79.0,-14.0,-12.0,1023.0,16.09,1
68,34.0,-26.0,-18.0,1035.0,205.6,1
69,56.0,-23.0,-11.0,1031.0,5.37,1
70,33.0,-23.0,-11.0,1031.0,1.79,1
71,61.0,-11.0,-9.0,1021.0,0.89,1
72,77.0,-25.0,-14.0,1033.0,4.02,1
73,29.0,-21.0,-13.0,1027.0,73.75,1
74,29.0,-26.0,-15.0,1035.0,24.59,1
75,164.0,-8.0,-5.0,1025.0,27.71,1
76,86.0,-11.0,-9.0,1020.0,124.71,1
77,73.0,-12.0,-11.0,1023.0,14.3,1
78,148.0,-8.0,-5.0,1026.0,23.69,1
79,90.0,-11.0,-9.0,1020.0,111.74,1
80,50.0,-26.0,-14.0,1034.0,8.04,1
81,27.0,-22.0,-12.0,1030.0,100.56,1
82,25.0,-27.0,-18.0,1035.0,213.65,1
83,107.0,-11.0,-9.0,1021.0,105.93,1
84,28.0,-27.0,-19.0,1035.0,218.57,1
85,28.0,-23.0,-11.0,1032.0,165.37,1
86,95.0,-11.0,-9.0,1020.0,121.58,1
87,106.0,-24.0,-18.0,1033.0,16.55,1
88,152.0,-8.0,-5.0,1026.0,20.56,1
89,78.0,-11.0,-9.0,1023.0,97.88,1
90,59.0,-23.0,-11.0,1032.0,7.16,1
91,50.0,-24.0,-11.0,1031.0,3.58,1
92,96.0,-11.0,-9.0,1020.0,116.66,1
93,65.0,-8.0,-7.0,1024.0,72.86,1
94,126.0,-8.0,-6.0,1027.0,55.43,1
95,44.0,-26.0,-14.0,1033.0,13.85,1
96,28.0,-19.0,-11.0,1025.0,48.72,1
97,109.0,-7.0,-6.0,1022.0,7.14,1
98,83.0,-9.0,-8.0,1024.0,76.88,1
99,55.0,-8.0,-7.0,1025.0,68.84,1
