,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,119.0,-12.0,-10.0,1025.0,51.4,0
1,45.0,-24.0,-14.0,1033.0,189.6,0
2,98.0,-9.0,-7.0,1024.0,63.9,0
3,139.0,-6.0,-4.0,1021.0,4.5,0
4,56.0,-19.0,-11.0,1031.0,1.2,0
5,29.0,-25.0,-16.0,1035.0,216.3,0
6,67.0,-10.0,-9.0,1023.0,8.5,0
7,135.0,-7.0,-5.0,1025.0,14.1,0
8,49.0,-22.0,-12.0,1033.0,0.6,0
9,82.0,-9.0,-8.0,1024.0,72.2,0
10,123.0,-7.0,-5.0,1024.0,11.4,0
11,38.0,-20.0,-10.0,1030.0,131.4,0
12,96.0,-9.0,-7.0,1024.0,59.4,0
13,141.0,-6.0,-4.0,1021.0,5.1,0
14,59.0,-18.0,-10.0,1030.0,1.5,0
15,31.0,-24.0,-15.0,1034.0,210.9,0
16,69.0,-10.0,-9.0,1023.0,9.2,0
17,137.0,-7.0,-5.0,1025.0,15.3,0
18,51.0,-21.0,-11.0,1032.0,0.9,0
19,85.0,-9.0,-8.0,1024.0,74.5,0
20,127.0,-7.0,-5.0,1024.0,12.9,0
21,40.0,-19.0,-9.0,1030.0,129.1,0
22,99.0,-9.0,-7.0,1024.0,61.9,0
23,144.0,-6.0,-4.0,1021.0,5.7,0
24,62.0,-17.0,-9.0,1030.0,1.8,0
25,34.0,-23.0,-14.0,1033.0,207.3,0
26,130.0,-12.0,-10.0,1025.0,76.2,0
27,42.0,-24.0,-14.0,1032.0,12.1,0
28,120.0,-9.0,-8.0,1026.0,61.5,0
29,85.0,-15.0,-11.0,1028.0,94.7,0
30,140.0,-10.0,-9.0,1024.0,51.9,0
31,38.0,-25.0,-16.0,1034.0,6.8,0
32,110.0,-12.0,-10.0,1027.0,83.2,0
33,92.0,-11.0,-9.0,1023.0,108.5,0
34,60.0,-22.0,-13.0,1031.0,14.5,0
35,45.0,-23.0,-14.0,1032.0,10.9,0
36,125.0,-9.0,-8.0,1026.0,65.1,0
37,88.0,-14.0,-11.0,1028.0,96.3,0
38,135.0,-11.0,-9.0,1025.0,55.6,0
39,40.0,-26.0,-16.0,1034.0,7.5,0
40,115.0,-12.0,-10.0,1027.0,85.9,0
41,95.0,-11.0,-9.0,1023.0,110.2,0
42,65.0,-21.0,-13.0,1031.0,16.2,0
43,50.0,-24.0,-14.0,1032.0,11.5,0
44,130.0,-9.0,-8.0,1026.0,66.8,0
45,90.0,-14.0,-11.0,1028.0,98.1,0
46,140.0,-11.0,-9.0,1025.0,56.9,0
47,45.0,-26.0,-16.0,1034.0,8.1,0
48,120.0,-12.0,-10.0,1027.0,87.4,0
49,100.0,-11.0,-9.0,1023.0,112.5,0
50,70.0,-21.0,-13.0,1031.0,17.5,0
51,55.0,-24.0,-14.0,1032.0,12.9,0
0,86.0,-10.0,-9.0,1024.0,84.92,1
1,170.0,-8.0,-5.0,1027.0,42.46,1
2,126.0,-8.0,-6.0,1027.0,55.43,1
3,30.0,-26.0,-17.0,1035.0,201.58,1
4,25.0,-17.0,-10.0,1024.0,29.95,1
5,164.0,-8.0,-5.0,1027.0,39.33,1
6,53.0,-11.0,-9.0,1022.0,1.78,1
7,61.0,-11.0,-9.0,1021.0,0.89,1
8,25.0,-27.0,-18.0,1035.0,213.65,1
9,33.0,-23.0,-11.0,1031.0,1.79,1
10,28.0,-23.0,-11.0,1032.0,165.37,1
11,26.0,-21.0,-12.0,1033.0,171.18,1
12,32.0,-20.0,-10.0,1030.0,127.38,1
13,83.0,-9.0,-8.0,1024.0,76.88,1
14,41.0,-22.0,-11.0,1032.0,0.89,1
15,129.0,-16.0,-4.0,1020.0,1.79,1
16,138.0,-7.0,-5.0,1022.0,6.25,1
17,66.0,-22.0,-13.0,1034.0,20.57,1
18,72.0,-11.0,-10.0,1023.0,7.15,1
19,79.0,-14.0,-12.0,1023.0,16.09,1
20,78.0,-11.0,-9.0,1023.0,97.88,1
21,152.0,-8.0,-5.0,1026.0,20.56,1
22,109.0,-7.0,-6.0,1022.0,7.14,1
23,124.0,-7.0,-5.0,1024.0,10.72,1
24,71.0,-10.0,-9.0,1022.0,4.02,1
25,164.0,-7.0,-5.0,1027.0,49.17,1
26,27.0,-26.0,-16.0,1035.0,18.78,1
27,154.0,-9.0,-5.0,1025.0,35.75,1
28,96.0,-11.0,-9.0,1020.0,116.66,1
29,149.0,-8.0,-5.0,1028.0,44.25,1
30,90.0,-7.0,-6.0,1027.0,58.56,1
31,70.0,-11.0,-9.0,1020.0,127.84,1
32,28.0,-27.0,-16.0,1034.0,4.92,1
33,20.0,-21.0,-12.0,1027.0,64.81,1
34,27.0,-26.0,-16.0,1035.0,8.05,1
35,107.0,-11.0,-9.0,1021.0,105.93,1
36,148.0,-15.0,-4.0,1020.0,2.68,1
37,27.0,-26.0,-19.0,1035.0,208.73,1
38,60.0,-22.0,-13.0,1033.0,10.29,1
39,27.0,-22.0,-12.0,1030.0,100.56,1
40,26.0,-22.0,-13.0,1028.0,80.9,1
41,34.0,-26.0,-18.0,1035.0,205.6,1
42,36.0,-25.0,-14.0,1035.0,29.51,1
43,82.0,-10.0,-9.0,1024.0,89.84,1
44,31.0,-26.0,-15.0,1035.0,198.45,1
45,31.0,-24.0,-12.0,1034.0,180.12,1
46,50.0,-26.0,-14.0,1034.0,8.04,1
47,58.0,-16.0,-9.0,1023.0,21.9,1
48,98.0,-11.0,-9.0,1022.0,102.8,1
49,55.0,-8.0,-7.0,1025.0,68.84,1
50,159.0,-11.0,-5.0,1021.0,3.57,1
