,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,43.0,-24.0,-12.0,1033.0,101.8,0
1,92.0,-8.0,-6.0,1026.0,59.1,0
2,31.0,-20.0,-10.0,1031.0,142.9,0
3,75.0,-11.0,-9.0,1022.0,112.2,0
4,141.0,-7.0,-5.0,1027.0,41.1,0
5,29.0,-22.0,-11.0,1032.0,169.4,0
6,84.0,-10.0,-9.0,1024.0,87.2,0
7,27.0,-24.0,-12.0,1034.0,37.3,0
8,32.0,-21.0,-9.0,1031.0,151.4,0
9,157.0,-8.0,-5.0,1026.0,25.6,0
10,44.0,-26.0,-14.0,1033.0,14.3,0
11,107.0,-11.0,-9.0,1021.0,104.2,0
12,90.0,-11.0,-9.0,1020.0,109.8,0
13,28.0,-19.0,-11.0,1025.0,49.9,0
14,96.0,-11.0,-9.0,1020.0,115.1,0
15,86.0,-11.0,-9.0,1023.0,94.4,0
16,30.0,-26.0,-17.0,1035.0,202.8,0
17,106.0,-24.0,-18.0,1033.0,16.7,0
18,28.0,-23.0,-11.0,1032.0,166.5,0
19,70.0,-11.0,-9.0,1020.0,128.3,0
20,109.0,-7.0,-6.0,1022.0,7.2,0
21,53.0,-11.0,-9.0,1022.0,2.1,0
22,79.0,-14.0,-12.0,1023.0,16.3,0
23,36.0,-25.0,-14.0,1035.0,30.3,0
24,41.0,-22.0,-11.0,1032.0,1.1,0
25,83.0,-9.0,-8.0,1024.0,77.1,0
26,90.0,-7.0,-6.0,1027.0,59.3,0
27,30.0,-21.0,-9.0,1031.0,153.5,0
28,152.0,-8.0,-5.0,1026.0,21.3,0
29,28.0,-19.0,-11.0,1025.0,49.2,0
30,96.0,-11.0,-9.0,1020.0,116.4,0
31,86.0,-11.0,-9.0,1023.0,94.1,0
32,30.0,-26.0,-17.0,1035.0,202.3,0
33,106.0,-24.0,-18.0,1033.0,16.9,0
34,28.0,-23.0,-11.0,1032.0,166.9,0
35,70.0,-11.0,-9.0,1020.0,128.6,0
36,109.0,-7.0,-6.0,1022.0,7.3,0
37,53.0,-11.0,-9.0,1022.0,2.2,0
38,79.0,-14.0,-12.0,1023.0,16.5,0
39,36.0,-25.0,-14.0,1035.0,30.6,0
40,41.0,-22.0,-11.0,1032.0,1.2,0
41,83.0,-9.0,-8.0,1024.0,77.3,0
42,90.0,-7.0,-6.0,1027.0,59.5,0
43,30.0,-21.0,-9.0,1031.0,153.8,0
44,152.0,-8.0,-5.0,1026.0,21.6,0
0,55.0,-8.0,-7.0,1025.0,68.84,1
1,159.0,-9.0,-5.0,1026.0,37.54,1
2,20.0,-21.0,-12.0,1027.0,64.81,1
3,29.0,-24.0,-13.0,1035.0,195.32,1
4,77.0,-25.0,-14.0,1033.0,4.02,1
5,158.0,-9.0,-5.0,1025.0,31.73,1
6,132.0,-7.0,-5.0,1025.0,14.3,1
7,148.0,-8.0,-5.0,1026.0,23.69,1
8,149.0,-8.0,-5.0,1028.0,44.25,1
9,65.0,-8.0,-7.0,1024.0,72.86,1
10,33.0,-23.0,-11.0,1031.0,1.79,1
11,164.0,-7.0,-5.0,1027.0,49.17,1
12,129.0,-16.0,-4.0,1020.0,1.79,1
13,71.0,-10.0,-9.0,1022.0,4.02,1
14,181.0,-7.0,-5.0,1022.0,5.36,1
15,32.0,-20.0,-10.0,1030.0,127.38,1
16,50.0,-24.0,-11.0,1031.0,3.58,1
17,72.0,-11.0,-10.0,1023.0,7.15,1
18,53.0,-11.0,-9.0,1022.0,1.78,1
19,79.0,-14.0,-12.0,1023.0,16.09,1
20,36.0,-25.0,-14.0,1035.0,29.51,1
21,41.0,-22.0,-11.0,1032.0,0.89,1
22,83.0,-9.0,-8.0,1024.0,76.88,1
23,90.0,-7.0,-6.0,1027.0,58.56,1
24,30.0,-21.0,-9.0,1031.0,152.41,1
25,152.0,-8.0,-5.0,1026.0,20.56,1
26,28.0,-19.0,-11.0,1025.0,48.72,1
27,96.0,-11.0,-9.0,1020.0,116.66,1
28,86.0,-11.0,-9.0,1023.0,93.86,1
29,30.0,-26.0,-17.0,1035.0,201.58,1
30,106.0,-24.0,-18.0,1033.0,16.55,1
31,28.0,-23.0,-11.0,1032.0,165.37,1
32,70.0,-11.0,-9.0,1020.0,127.84,1
33,109.0,-7.0,-6.0,1022.0,7.14,1
34,107.0,-11.0,-9.0,1021.0,105.93,1
35,90.0,-11.0,-9.0,1020.0,111.74,1
36,44.0,-26.0,-14.0,1033.0,13.85,1
37,29.0,-21.0,-9.0,1030.0,145.26,1
38,26.0,-21.0,-12.0,1033.0,171.18,1
39,170.0,-8.0,-5.0,1027.0,42.46,1
40,29.0,-26.0,-15.0,1035.0,24.59,1
41,27.0,-25.0,-12.0,1034.0,39.35,1
42,82.0,-10.0,-9.0,1024.0,89.84,1
43,25.0,-23.0,-12.0,1031.0,108.61,1
44,29.0,-21.0,-11.0,1030.0,117.55,1
45,138.0,-7.0,-5.0,1022.0,6.25,1
46,26.0,-18.0,-11.0,1024.0,39.78,1
47,25.0,-17.0,-10.0,1024.0,29.95,1
48,27.0,-22.0,-12.0,1030.0,100.56,1
49,26.0,-22.0,-13.0,1028.0,80.9,1
50,59.0,-23.0,-11.0,1032.0,7.16,1
