,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,141.0,-10.0,-8.0,1027.0,19.1,0
1,31.0,-20.0,-12.0,1031.0,105.9,0
2,94.0,-9.0,-7.0,1025.0,58.3,0
3,25.0,-24.0,-14.0,1033.0,81.9,0
4,118.0,-6.0,-5.0,1024.0,34.5,0
5,82.0,-12.0,-10.0,1029.0,46.8,0
6,39.0,-19.0,-11.0,1030.0,129.1,0
7,149.0,-9.0,-7.0,1026.0,22.9,0
8,69.0,-15.0,-9.0,1031.0,15.6,0
9,44.0,-22.0,-13.0,1032.0,188.5,0
10,127.0,-8.0,-6.0,1027.0,50.3,0
11,36.0,-21.0,-12.0,1031.0,122.8,0
12,92.0,-10.0,-8.0,1028.0,30.9,0
13,51.0,-18.0,-10.0,1030.0,67.2,0
14,143.0,-7.0,-5.0,1025.0,41.4,0
15,29.0,-25.0,-14.0,1033.0,85.1,0
16,111.0,-9.0,-7.0,1026.0,56.7,0
17,62.0,-16.0,-9.0,1031.0,20.5,0
18,46.0,-20.0,-11.0,1030.0,142.9,0
19,135.0,-8.0,-6.0,1027.0,36.2,0
20,34.0,-22.0,-13.0,1032.0,179.2,0
21,96.0,-11.0,-9.0,1029.0,49.8,0
22,53.0,-19.0,-11.0,1030.0,134.5,0
23,123.0,-7.0,-5.0,1025.0,45.1,0
24,30.0,-24.0,-14.0,1033.0,89.2,0
25,89.0,-10.0,-8.0,1028.0,32.1,0
26,122.0,-10.0,-7.0,1028.0,98.5,0
27,51.0,-22.0,-10.0,1031.0,19.1,0
28,179.0,-6.0,-4.0,1024.0,43.9,0
29,31.0,-19.0,-9.0,1032.0,129.4,0
30,94.0,-12.0,-8.0,1021.0,85.3,0
31,43.0,-25.0,-12.0,1033.0,51.9,0
32,157.0,-8.0,-5.0,1027.0,35.1,0
33,27.0,-20.0,-11.0,1030.0,161.9,0
34,69.0,-11.0,-7.0,1024.0,67.4,0
35,149.0,-7.0,-4.0,1025.0,29.5,0
36,38.0,-23.0,-10.0,1032.0,45.6,0
37,92.0,-13.0,-9.0,1022.0,101.2,0
38,55.0,-24.0,-11.0,1031.0,12.9,0
39,166.0,-6.0,-4.0,1026.0,50.8,0
40,29.0,-21.0,-9.0,1031.0,141.9,0
41,74.0,-12.0,-8.0,1023.0,77.4,0
42,41.0,-25.0,-12.0,1033.0,59.1,0
43,155.0,-8.0,-5.0,1027.0,39.1,0
44,26.0,-20.0,-11.0,1030.0,168.9,0
45,65.0,-11.0,-7.0,1024.0,73.4,0
46,146.0,-7.0,-4.0,1025.0,33.5,0
47,36.0,-23.0,-10.0,1032.0,49.6,0
48,89.0,-13.0,-9.0,1022.0,105.2,0
49,52.0,-24.0,-11.0,1031.0,16.9,0
50,163.0,-6.0,-4.0,1026.0,54.8,0
51,28.0,-21.0,-9.0,1031.0,149.9,0
50,159.0,-11.0,-5.0,1021.0,3.57,1
51,29.0,-26.0,-15.0,1035.0,24.59,1
52,50.0,-22.0,-16.0,1033.0,23.7,1
53,29.0,-21.0,-11.0,1030.0,117.55,1
54,86.0,-11.0,-9.0,1020.0,124.71,1
55,33.0,-24.0,-13.0,1034.0,187.27,1
56,106.0,-24.0,-18.0,1033.0,16.55,1
57,164.0,-8.0,-5.0,1025.0,27.71,1
58,120.0,-8.0,-6.0,1024.0,12.51,1
59,56.0,-23.0,-11.0,1031.0,5.37,1
60,76.0,-11.0,-9.0,1023.0,11.17,1
61,65.0,-8.0,-7.0,1026.0,65.71,1
62,77.0,-25.0,-14.0,1033.0,4.02,1
63,28.0,-21.0,-10.0,1030.0,136.32,1
64,156.0,-8.0,-6.0,1028.0,52.3,1
65,27.0,-27.0,-16.0,1034.0,13.86,1
66,59.0,-23.0,-11.0,1032.0,7.16,1
67,27.0,-22.0,-13.0,1029.0,90.73,1
68,105.0,-7.0,-6.0,1023.0,8.93,1
69,86.0,-11.0,-9.0,1023.0,93.86,1
70,65.0,-8.0,-7.0,1024.0,72.86,1
71,26.0,-18.0,-11.0,1024.0,39.78,1
72,28.0,-19.0,-11.0,1025.0,48.72,1
73,27.0,-25.0,-12.0,1034.0,39.35,1
74,132.0,-7.0,-5.0,1025.0,14.3,1
75,140.0,-7.0,-5.0,1026.0,17.43,1
76,181.0,-7.0,-5.0,1022.0,5.36,1
77,90.0,-11.0,-9.0,1020.0,111.74,1
78,91.0,-10.0,-8.0,1024.0,80.9,1
79,56.0,-25.0,-17.0,1033.0,26.83,1
80,30.0,-20.0,-11.0,1032.0,159.56,1
81,30.0,-25.0,-13.0,1035.0,34.43,1
82,154.0,-7.0,-5.0,1028.0,46.04,1
83,84.0,-22.0,-12.0,1033.0,13.42,1
84,44.0,-26.0,-14.0,1033.0,13.85,1
85,159.0,-9.0,-5.0,1026.0,37.54,1
86,29.0,-21.0,-13.0,1027.0,73.75,1
87,26.0,-20.0,-12.0,1026.0,55.87,1
88,30.0,-21.0,-9.0,1031.0,152.41,1
89,28.0,-27.0,-19.0,1035.0,218.57,1
90,63.0,-8.0,-6.0,1026.0,61.69,1
91,95.0,-11.0,-9.0,1020.0,121.58,1
92,50.0,-24.0,-11.0,1031.0,3.58,1
93,148.0,-8.0,-5.0,1026.0,23.69,1
94,25.0,-23.0,-12.0,1031.0,108.61,1
95,73.0,-12.0,-11.0,1023.0,14.3,1
96,29.0,-24.0,-13.0,1035.0,195.32,1
97,39.0,-24.0,-11.0,1032.0,41.14,1
98,29.0,-21.0,-9.0,1030.0,145.26,1
99,158.0,-9.0,-5.0,1025.0,31.73,1
