,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,51.0,-22.0,-14.0,1032.0,93.2,0
1,38.0,-18.0,-9.0,1028.0,85.1,0
2,120.0,-18.0,-12.0,1028.0,30.5,0
3,180.0,-6.0,-2.0,1018.0,40.2,0
4,28.0,-20.0,-10.0,1030.0,170.5,0
5,85.0,-13.0,-8.0,1015.0,105.3,0
6,120.0,-10.0,-8.0,1028.0,19.2,0
7,80.0,-18.0,-11.0,1032.0,22.1,0
8,42.0,-20.0,-10.0,1030.0,28.5,0
9,120.0,-4.0,-2.0,1018.0,8.1,0
10,58.0,-15.0,-11.0,1019.0,1.2,0
11,30.0,-18.0,-10.0,1024.0,50.8,0
12,31.5,-21.0,-15.0,1034.0,201.9,0
13,36.2,-28.0,-19.0,1036.0,210.8,0
14,85.0,-8.0,-7.0,1018.0,92.1,0
15,31.0,-24.0,-14.0,1032.0,10.5,0
16,35.0,-18.0,-9.0,1030.0,140.8,0
17,110.0,-5.0,-3.0,1026.0,12.1,0
18,67.0,-12.0,-10.0,1021.0,9.5,0
19,59.0,-10.0,-8.0,1020.0,7.2,0
20,30.5,-18.0,-9.0,1028.0,120.1,0
21,29.0,-20.0,-12.0,1032.0,60.3,0
22,123.0,-12.0,-8.0,1028.0,30.2,0
23,42.0,-22.0,-10.0,1032.0,28.8,0
24,42.0,-23.0,-14.0,1031.0,6.2,0
25,88.0,-8.0,-7.0,1022.0,108.9,0
26,32.5,-25.5,-17.2,1035.2,15.1,0
27,98.2,-22.8,-19.5,1032.5,14.5,0
28,120.0,-15.0,-10.0,1026.0,60.1,0
29,90.0,-18.0,-12.0,1029.0,51.9,0
30,32.0,-20.0,-9.0,1035.0,140.8,0
31,51.0,-21.0,-10.0,1030.0,10.5,0
32,120.0,-12.0,-6.0,1018.0,3.5,0
33,110.0,-9.0,-7.0,1019.0,100.2,0
34,67.0,-18.0,-11.0,1028.0,85.1,0
35,51.0,-22.0,-16.0,1035.0,21.9,0
36,38.0,-25.0,-13.0,1035.0,1.2,0
37,62.0,-18.0,-8.0,1020.0,24.5,0
38,32.0,-19.0,-12.0,1029.0,67.5,0
39,28.0,-15.0,-9.0,1026.0,42.1,0
40,40.5,-20.0,-10.0,1032.0,120.8,0
41,28.0,-22.0,-12.0,1035.0,250.1,0
42,35.0,-18.0,-9.0,1025.0,45.6,0
43,110.0,-14.0,-2.0,1022.0,2.5,0
44,67.0,-8.0,-7.0,1020.0,81.2,0
45,35.0,-22.0,-12.0,1032.0,28.5,0
46,80.0,-20.0,-12.0,1035.0,3.5,0
47,75.0,-15.0,-10.0,1025.0,4.2,0
48,35.0,-20.0,-10.0,1030.0,12.5,0
49,90.0,-12.0,-4.0,1025.0,9.2,0
0,56.0,-25.0,-17.0,1033.0,26.83,1
1,29.0,-21.0,-11.0,1030.0,117.55,1
2,50.0,-22.0,-16.0,1033.0,23.7,1
3,154.0,-9.0,-5.0,1025.0,35.75,1
4,31.0,-24.0,-12.0,1034.0,180.12,1
5,90.0,-11.0,-9.0,1020.0,111.74,1
6,140.0,-7.0,-5.0,1026.0,17.43,1
7,66.0,-22.0,-13.0,1034.0,20.57,1
8,30.0,-25.0,-13.0,1035.0,34.43,1
9,138.0,-7.0,-5.0,1022.0,6.25,1
10,61.0,-11.0,-9.0,1021.0,0.89,1
11,26.0,-20.0,-12.0,1026.0,55.87,1
12,29.0,-24.0,-13.0,1035.0,195.32,1
13,34.0,-26.0,-18.0,1035.0,205.6,1
14,107.0,-11.0,-9.0,1021.0,105.93,1
15,27.0,-26.0,-16.0,1035.0,8.05,1
16,30.0,-20.0,-11.0,1032.0,159.56,1
17,124.0,-7.0,-5.0,1024.0,10.72,1
18,76.0,-11.0,-9.0,1023.0,11.17,1
19,53.0,-11.0,-9.0,1022.0,1.78,1
20,28.0,-21.0,-10.0,1030.0,136.32,1
21,28.0,-19.0,-11.0,1025.0,48.72,1
22,158.0,-9.0,-5.0,1025.0,31.73,1
23,36.0,-25.0,-14.0,1035.0,29.51,1
24,28.0,-27.0,-16.0,1034.0,4.92,1
25,95.0,-11.0,-9.0,1020.0,121.58,1
26,27.0,-27.0,-16.0,1034.0,13.86,1
27,106.0,-24.0,-18.0,1033.0,16.55,1
28,26.0,-22.0,-13.0,1028.0,80.9,1
29,149.0,-8.0,-5.0,1028.0,44.25,1
30,28.0,-23.0,-11.0,1032.0,165.37,1
31,59.0,-23.0,-11.0,1032.0,7.16,1
32,148.0,-15.0,-4.0,1020.0,2.68,1
33,96.0,-11.0,-9.0,1020.0,116.66,1
34,44.0,-26.0,-14.0,1033.0,13.85,1
35,78.0,-11.0,-9.0,1023.0,97.88,1
36,41.0,-22.0,-11.0,1032.0,0.89,1
37,58.0,-16.0,-9.0,1023.0,21.9,1
38,29.0,-21.0,-13.0,1027.0,73.75,1
39,25.0,-17.0,-10.0,1024.0,29.95,1
40,33.0,-24.0,-13.0,1034.0,187.27,1
41,50.0,-24.0,-11.0,1031.0,3.58,1
42,20.0,-21.0,-12.0,1027.0,64.81,1
43,129.0,-16.0,-4.0,1020.0,1.79,1
44,82.0,-10.0,-9.0,1024.0,89.84,1
45,29.0,-26.0,-15.0,1035.0,24.59,1
46,77.0,-25.0,-14.0,1033.0,4.02,1
47,71.0,-10.0,-9.0,1022.0,4.02,1
48,27.0,-26.0,-16.0,1035.0,18.78,1
49,109.0,-7.0,-6.0,1022.0,7.14,1
50,159.0,-11.0,-5.0,1021.0,3.57,1
