,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,42.0,-19.0,-10.0,1031.0,94.8,0
1,118.0,-9.0,-7.0,1025.0,69.4,0
2,35.0,-23.0,-12.0,1033.0,51.9,0
3,92.0,-12.0,-9.0,1021.0,109.3,0
4,22.0,-20.0,-11.0,1026.0,75.6,0
5,148.0,-6.0,-5.0,1029.0,43.8,0
6,31.0,-26.0,-14.0,1035.0,28.5,0
7,85.0,-13.0,-10.0,1022.0,97.3,0
8,101.0,-8.0,-6.0,1023.0,64.1,0
9,24.0,-18.0,-10.0,1025.0,56.9,0
10,129.0,-9.0,-7.0,1026.0,38.4,0
11,39.0,-22.0,-12.0,1032.0,82.5,0
12,95.0,-11.0,-8.0,1021.0,119.1,0
13,27.0,-25.0,-13.0,1034.0,49.8,0
14,81.0,-14.0,-11.0,1023.0,23.4,0
15,105.0,-7.0,-5.0,1024.0,91.9,0
16,45.0,-20.0,-11.0,1031.0,67.8,0
17,136.0,-8.0,-6.0,1027.0,59.3,0
18,29.0,-24.0,-12.0,1033.0,44.1,0
19,99.0,-10.0,-7.0,1022.0,106.5,0
20,23.0,-19.0,-10.0,1026.0,72.9,0
21,151.0,-6.0,-5.0,1029.0,50.2,0
22,34.0,-23.0,-12.0,1032.0,61.4,0
23,88.0,-12.0,-9.0,1021.0,112.8,0
24,26.0,-21.0,-11.0,1027.0,78.2,0
25,118.0,-18.0,-10.0,1031.0,10.3,0
26,41.0,-24.0,-14.0,1033.0,14.5,0
27,69.0,-15.0,-8.0,1025.0,7.8,0
28,92.0,-12.0,-9.0,1028.0,16.2,0
29,35.0,-20.0,-11.0,1030.0,12.1,0
30,59.0,-22.0,-13.0,1032.0,9.5,0
31,145.0,-9.0,-6.0,1024.0,4.9,0
32,38.0,-23.0,-12.0,1031.0,11.4,0
33,49.0,-19.0,-10.0,1027.0,8.3,0
34,67.0,-14.0,-8.0,1026.0,6.2,0
35,82.0,-11.0,-9.0,1029.0,15.6,0
36,29.0,-21.0,-12.0,1030.0,13.8,0
37,55.0,-16.0,-9.0,1025.0,10.9,0
38,40.0,-18.0,-10.0,1028.0,12.5,0
39,62.0,-13.0,-8.0,1027.0,9.1,0
40,75.0,-10.0,-7.0,1024.0,7.4,0
41,51.0,-20.0,-11.0,1031.0,14.2,0
42,65.0,-15.0,-9.0,1026.0,11.9,0
43,89.0,-12.0,-8.0,1029.0,16.5,0
44,32.0,-22.0,-13.0,1032.0,13.2,0
45,58.0,-17.0,-10.0,1028.0,10.5,0
46,70.0,-14.0,-8.0,1027.0,9.3,0
47,81.0,-11.0,-9.0,1030.0,15.8,0
48,44.0,-19.0,-11.0,1031.0,12.8,0
49,61.0,-16.0,-9.0,1026.0,11.1,0
50,74.0,-13.0,-8.0,1028.0,10.2,0
51,86.0,-12.0,-7.0,1030.0,16.1,0
52,39.0,-21.0,-12.0,1032.0,14.5,0
53,53.0,-18.0,-10.0,1029.0,11.6,0
50,33.0,-24.0,-13.0,1034.0,187.27,1
51,90.0,-11.0,-9.0,1020.0,111.74,1
52,126.0,-8.0,-6.0,1027.0,55.43,1
53,91.0,-10.0,-8.0,1024.0,80.9,1
54,32.0,-20.0,-10.0,1030.0,127.38,1
55,140.0,-7.0,-5.0,1026.0,17.43,1
56,28.0,-27.0,-16.0,1034.0,4.92,1
57,76.0,-11.0,-9.0,1023.0,11.17,1
58,109.0,-7.0,-6.0,1022.0,7.14,1
59,26.0,-22.0,-13.0,1028.0,80.9,1
60,98.0,-11.0,-9.0,1022.0,102.8,1
61,29.0,-21.0,-13.0,1027.0,73.75,1
62,27.0,-26.0,-16.0,1035.0,8.05,1
63,79.0,-14.0,-12.0,1023.0,16.09,1
64,86.0,-11.0,-9.0,1020.0,124.71,1
65,90.0,-7.0,-6.0,1027.0,58.56,1
66,39.0,-24.0,-11.0,1032.0,41.14,1
67,25.0,-17.0,-10.0,1024.0,29.95,1
68,156.0,-8.0,-6.0,1028.0,52.3,1
69,30.0,-25.0,-13.0,1035.0,34.43,1
70,20.0,-21.0,-12.0,1027.0,64.81,1
71,26.0,-18.0,-11.0,1024.0,39.78,1
72,27.0,-27.0,-16.0,1034.0,13.86,1
73,154.0,-7.0,-5.0,1028.0,46.04,1
74,120.0,-8.0,-6.0,1024.0,12.51,1
75,84.0,-22.0,-12.0,1033.0,13.42,1
76,27.0,-26.0,-16.0,1035.0,18.78,1
77,56.0,-23.0,-11.0,1031.0,5.37,1
78,83.0,-9.0,-8.0,1024.0,76.88,1
79,29.0,-21.0,-11.0,1030.0,117.55,1
80,50.0,-26.0,-14.0,1034.0,8.04,1
81,149.0,-8.0,-5.0,1028.0,44.25,1
82,27.0,-25.0,-12.0,1034.0,39.35,1
83,30.0,-20.0,-11.0,1032.0,159.56,1
84,27.0,-22.0,-13.0,1029.0,90.73,1
85,66.0,-22.0,-13.0,1034.0,20.57,1
86,71.0,-10.0,-9.0,1022.0,4.02,1
87,33.0,-23.0,-11.0,1031.0,1.79,1
88,58.0,-16.0,-9.0,1023.0,21.9,1
89,28.0,-19.0,-11.0,1025.0,48.72,1
90,26.0,-20.0,-12.0,1026.0,55.87,1
91,30.0,-21.0,-9.0,1031.0,152.41,1
92,56.0,-25.0,-17.0,1033.0,26.83,1
93,181.0,-7.0,-5.0,1022.0,5.36,1
94,73.0,-12.0,-11.0,1023.0,14.3,1
95,152.0,-8.0,-5.0,1026.0,20.56,1
96,63.0,-8.0,-6.0,1026.0,61.69,1
97,159.0,-11.0,-5.0,1021.0,3.57,1
