,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,28.5,-20.5,-11.5,1029.5,45.0,0
1,35.2,-26.8,-13.2,1042.8,210.5,0
2,28.5,-26.0,-14.0,1036.0,42.1,0
3,31.0,-23.0,-12.0,1034.0,167.8,0
4,85.0,-15.0,-9.0,1027.0,18.2,0
5,40.0,-18.0,-10.0,1033.0,92.1,0
6,48.0,-8.0,-6.0,1018.0,2.2,0
7,35.0,-18.0,-10.0,1025.0,120.9,0
8,32.5,-20.0,-14.0,1038.0,22.1,0
9,65.0,-15.0,-11.0,1025.0,140.5,0
10,143.0,-9.0,-4.0,1025.0,29.1,0
11,118.0,-6.0,-3.0,1021.0,17.4,0
12,35.0,-22.0,-12.0,1028.0,140.2,0
13,29.0,-24.0,-14.0,1032.0,12.0,0
14,30.5,-22.0,-10.0,1030.0,42.1,0
15,25.0,-18.0,-11.0,1028.0,51.3,0
16,156.5,-6.5,-4.5,1025.5,43.2,0
17,85.2,-8.8,-7.2,1019.2,6.5,0
18,75.0,-12.0,-11.0,1022.0,8.5,0
19,78.0,-10.0,-8.0,1024.0,10.8,0
20,55.0,-15.0,-5.0,1029.0,100.2,0
21,40.0,-18.0,-10.0,1034.0,120.5,0
22,30.5,-20.5,-8.5,1029.5,140.8,0
23,27.2,-21.2,-10.2,1030.2,138.5,0
24,34.0,-24.0,-14.0,1032.0,15.6,0
25,120.0,-10.0,-3.0,1025.0,38.1,0
26,70.5,-18.5,-13.5,1028.0,56.2,0
27,92.8,-8.2,-6.2,1018.0,81.4,0
28,56.0,-18.0,-10.0,1032.0,87.3,0
29,41.0,-24.0,-14.0,1036.0,123.9,0
30,42.0,-22.0,-15.0,1032.0,185.1,0
31,120.0,-12.0,-8.0,1025.0,65.5,0
32,67.0,-15.0,-9.0,1027.0,100.2,0
33,43.0,-18.0,-12.0,1032.0,90.5,0
34,49.0,-20.0,-14.0,1031.0,18.2,0
35,38.0,-18.0,-9.0,1034.0,5.6,0
36,118.0,-18.0,-9.0,1026.0,14.2,0
37,85.0,-25.0,-16.0,1039.0,25.1,0
38,129.0,-8.0,-4.0,1026.0,12.1,0
39,135.0,-6.0,-3.0,1027.0,15.5,0
40,85.0,-7.0,-6.0,1018.0,90.5,0
41,51.0,-20.0,-10.0,1025.0,55.3,0
42,142.0,-8.0,-4.0,1024.0,10.5,0
43,139.0,-6.0,-6.0,1028.0,15.1,0
44,98.5,-12.0,-2.0,1018.0,2.5,0
45,75.0,-10.0,-5.0,1024.0,55.1,0
46,110.0,-6.0,-4.0,1025.0,51.2,0
47,160.0,-9.0,-3.0,1026.0,45.8,0
48,35.0,-18.0,-10.0,1031.0,85.3,0
49,140.0,-11.0,-6.0,1027.0,38.2,0
0,25.0,-17.0,-10.0,1024.0,29.95,1
1,31.0,-24.0,-12.0,1034.0,180.12,1
2,30.0,-25.0,-13.0,1035.0,34.43,1
3,29.0,-24.0,-13.0,1035.0,195.32,1
4,120.0,-8.0,-6.0,1024.0,12.51,1
5,25.0,-23.0,-12.0,1031.0,108.61,1
6,53.0,-11.0,-9.0,1022.0,1.78,1
7,30.0,-20.0,-11.0,1032.0,159.56,1
8,27.0,-26.0,-16.0,1035.0,18.78,1
9,70.0,-11.0,-9.0,1020.0,127.84,1
10,164.0,-8.0,-5.0,1027.0,39.33,1
11,105.0,-7.0,-6.0,1023.0,8.93,1
12,32.0,-20.0,-10.0,1030.0,127.38,1
13,27.0,-26.0,-16.0,1035.0,8.05,1
14,27.0,-25.0,-12.0,1034.0,39.35,1
15,26.0,-20.0,-12.0,1026.0,55.87,1
16,164.0,-7.0,-5.0,1027.0,49.17,1
17,71.0,-10.0,-9.0,1022.0,4.02,1
18,72.0,-11.0,-10.0,1023.0,7.15,1
19,76.0,-11.0,-9.0,1023.0,11.17,1
20,30.0,-21.0,-9.0,1031.0,152.41,1
21,65.0,-8.0,-7.0,1026.0,65.71,1
22,29.0,-21.0,-9.0,1030.0,145.26,1
23,28.0,-21.0,-10.0,1030.0,136.32,1
24,27.0,-27.0,-16.0,1034.0,13.86,1
25,149.0,-8.0,-5.0,1028.0,44.25,1
26,50.0,-22.0,-16.0,1033.0,23.7,1
27,86.0,-11.0,-9.0,1023.0,93.86,1
28,84.0,-22.0,-12.0,1033.0,13.42,1
29,31.0,-26.0,-15.0,1035.0,198.45,1
30,27.0,-26.0,-19.0,1035.0,208.73,1
31,156.0,-8.0,-6.0,1028.0,52.3,1
32,29.0,-21.0,-11.0,1030.0,117.55,1
33,91.0,-10.0,-8.0,1024.0,80.9,1
34,56.0,-25.0,-17.0,1033.0,26.83,1
35,41.0,-22.0,-11.0,1032.0,0.89,1
36,66.0,-22.0,-13.0,1034.0,20.57,1
37,159.0,-11.0,-5.0,1021.0,3.57,1
38,124.0,-7.0,-5.0,1024.0,10.72,1
39,132.0,-7.0,-5.0,1025.0,14.3,1
40,98.0,-11.0,-9.0,1022.0,102.8,1
41,39.0,-24.0,-11.0,1032.0,41.14,1
42,138.0,-7.0,-5.0,1022.0,6.25,1
43,140.0,-7.0,-5.0,1026.0,17.43,1
44,129.0,-16.0,-4.0,1020.0,1.79,1
45,63.0,-8.0,-6.0,1026.0,61.69,1
46,90.0,-7.0,-6.0,1027.0,58.56,1
47,170.0,-8.0,-5.0,1027.0,42.46,1
48,27.0,-22.0,-13.0,1029.0,90.73,1
49,158.0,-9.0,-5.0,1025.0,31.73,1
50,148.0,-15.0,-4.0,1020.0,2.68,1
