,pm2.5,TEMP,real_identifier
0,118.0,-8.0,0
1,63.0,-12.0,0
2,96.0,-10.0,0
3,41.0,-15.0,0
4,129.0,-6.0,0
5,85.0,-9.0,0
6,151.0,-4.0,0
7,35.0,-17.0,0
8,67.0,-13.0,0
9,142.0,-5.0,0
10,30.0,-14.0,0
11,98.0,-8.0,0
12,162.0,-4.0,0
13,59.0,-11.0,0
14,51.0,-16.0,0
15,28.0,-19.0,0
16,45.0,-14.0,0
17,160.0,-5.0,0
18,75.0,-10.0,0
19,29.0,-11.0,0
20,183.0,-4.0,0
21,80.0,-9.0,0
22,120.0,-7.0,0
23,64.0,-12.0,0
24,97.0,-10.0,0
25,118.0,-7.0,0
26,93.0,-10.0,0
27,159.0,-4.0,0
28,63.0,-12.0,0
29,146.0,-6.0,0
30,85.0,-9.0,0
31,151.0,-5.0,0
32,29.0,-14.0,0
33,104.0,-8.0,0
34,131.0,-6.0,0
35,45.0,-11.0,0
36,97.0,-9.0,0
37,122.0,-7.0,0
38,139.0,-5.0,0
39,82.0,-10.0,0
40,128.0,-6.0,0
41,161.0,-4.0,0
42,55.0,-11.0,0
43,89.0,-9.0,0
44,143.0,-6.0,0
45,115.0,-7.0,0
46,149.0,-5.0,0
47,67.0,-11.0,0
48,101.0,-8.0,0
49,135.0,-6.0,0
0,109.0,-6.0,1
1,50.0,-14.0,1
2,79.0,-12.0,1
3,50.0,-11.0,1
4,90.0,-9.0,1
5,149.0,-5.0,1
6,83.0,-8.0,1
7,132.0,-5.0,1
8,29.0,-15.0,1
9,66.0,-13.0,1
10,140.0,-5.0,1
11,34.0,-18.0,1
12,29.0,-13.0,1
13,65.0,-7.0,1
14,98.0,-9.0,1
15,159.0,-5.0,1
16,59.0,-11.0,1
17,50.0,-16.0,1
18,27.0,-19.0,1
19,44.0,-14.0,1
20,158.0,-5.0,1
21,73.0,-11.0,1
22,28.0,-11.0,1
23,181.0,-5.0,1
24,78.0,-9.0,1
25,28.0,-16.0,1
26,31.0,-15.0,1
27,148.0,-4.0,1
28,138.0,-5.0,1
29,32.0,-10.0,1
30,152.0,-5.0,1
31,28.0,-10.0,1
32,156.0,-6.0,1
33,86.0,-9.0,1
34,86.0,-9.0,1
35,105.0,-6.0,1
36,30.0,-13.0,1
37,106.0,-18.0,1
38,107.0,-9.0,1
39,124.0,-5.0,1
40,148.0,-5.0,1
41,164.0,-5.0,1
42,71.0,-9.0,1
43,41.0,-11.0,1
44,61.0,-9.0,1
45,56.0,-11.0,1
46,84.0,-12.0,1
47,95.0,-9.0,1
48,29.0,-13.0,1
49,154.0,-5.0,1
50,55.0,-7.0,1
