,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,85.0,-10.0,-8.0,1022.0,12.5,0
1,95.0,-10.0,-8.0,1020.0,100.2,0
2,35.0,-18.0,-11.0,1025.0,50.2,0
3,67.0,-16.0,-10.0,1021.0,28.5,0
4,135.0,-9.0,-4.0,1025.0,30.1,0
5,140.0,-7.0,-5.0,1028.0,48.3,0
6,87.0,-14.0,-10.0,1019.0,125.8,0
7,31.0,-20.0,-11.0,1028.0,112.2,0
8,25.0,-30.0,-18.0,1035.0,3.5,0
9,42.0,-22.0,-9.0,1031.0,38.9,0
10,42.0,-18.0,-8.0,1035.0,142.1,0
11,135.0,-10.0,-3.0,1024.0,51.9,0
12,25.5,-21.0,-12.0,1027.0,85.1,0
13,28.0,-23.0,-14.0,1030.0,92.3,0
14,151.0,-12.0,-3.0,1022.0,18.5,0
15,142.0,-10.0,-2.0,1018.0,12.1,0
16,85.0,-8.0,-7.0,1025.0,75.2,0
17,65.0,-10.0,-8.0,1018.0,110.5,0
18,58.2,-18.5,-12.8,1029.5,17.4,0
19,48.5,-15.2,-10.5,1035.8,11.9,0
20,35.5,-20.5,-14.2,1031.8,7.1,0
21,30.8,-25.1,-18.5,1033.5,10.3,0
22,58.2,-10.5,-8.2,1028.5,55.1,0
23,35.5,-22.8,-12.5,1032.2,28.3,0
24,75.0,-8.0,-7.0,1023.0,85.2,0
25,25.0,-19.0,-10.0,1026.0,70.1,0
26,30.5,-15.0,-9.0,1018.0,35.1,0
27,22.0,-24.0,-16.0,1032.0,187.3,0
28,31.5,-20.0,-14.0,1030.0,22.1,0
29,92.0,-8.0,-7.0,1015.0,135.3,0
30,30.5,-15.0,-10.0,1027.0,50.2,0
31,118.0,-6.0,-4.0,1025.0,12.1,0
32,28.0,-23.0,-12.0,1034.0,41.9,0
33,31.0,-26.0,-14.0,1036.0,210.8,0
34,85.0,-12.0,-10.0,1026.0,70.0,0
35,60.0,-20.0,-12.0,1030.0,12.0,0
36,30.5,-26.2,-10.8,1032.5,21.1,0
37,45.8,-22.5,-9.2,1035.2,15.6,0
38,35.0,-20.0,-14.0,1030.0,12.0,0
39,75.0,-15.0,-11.0,1025.0,85.0,0
40,40.5,-18.0,-7.0,1028.0,120.8,0
41,140.0,-12.0,-3.0,1022.0,45.1,0
42,82.0,-18.0,-10.0,1030.0,19.2,0
43,120.0,-3.0,-2.0,1028.0,18.1,0
44,85.0,-20.0,-12.0,1032.0,120.8,0
45,40.0,-19.0,-7.0,1029.0,180.2,0
46,35.0,-18.0,-9.0,1029.0,85.2,0
47,145.0,-6.0,-3.0,1025.0,50.8,0
48,123.0,-6.0,-3.0,1025.0,55.1,0
49,32.0,-19.0,-10.0,1031.0,185.5,0
50,76.0,-11.0,-9.0,1023.0,11.17,1
51,107.0,-11.0,-9.0,1021.0,105.93,1
52,29.0,-21.0,-13.0,1027.0,73.75,1
53,79.0,-14.0,-12.0,1023.0,16.09,1
54,148.0,-8.0,-5.0,1026.0,23.69,1
55,126.0,-8.0,-6.0,1027.0,55.43,1
56,95.0,-11.0,-9.0,1020.0,121.58,1
57,25.0,-23.0,-12.0,1031.0,108.61,1
58,28.0,-27.0,-16.0,1034.0,4.92,1
59,39.0,-24.0,-11.0,1032.0,41.14,1
60,28.0,-23.0,-11.0,1032.0,165.37,1
61,164.0,-8.0,-5.0,1027.0,39.33,1
62,26.0,-22.0,-13.0,1028.0,80.9,1
63,27.0,-22.0,-13.0,1029.0,90.73,1
64,164.0,-8.0,-5.0,1025.0,27.71,1
65,129.0,-16.0,-4.0,1020.0,1.79,1
66,90.0,-7.0,-6.0,1027.0,58.56,1
67,70.0,-11.0,-9.0,1020.0,127.84,1
68,50.0,-22.0,-16.0,1033.0,23.7,1
69,53.0,-11.0,-9.0,1022.0,1.78,1
70,41.0,-22.0,-11.0,1032.0,0.89,1
71,27.0,-27.0,-16.0,1034.0,13.86,1
72,63.0,-8.0,-6.0,1026.0,61.69,1
73,29.0,-26.0,-15.0,1035.0,24.59,1
74,82.0,-10.0,-9.0,1024.0,89.84,1
75,20.0,-21.0,-12.0,1027.0,64.81,1
76,28.0,-19.0,-11.0,1025.0,48.72,1
77,25.0,-27.0,-18.0,1035.0,213.65,1
78,27.0,-26.0,-16.0,1035.0,18.78,1
79,86.0,-11.0,-9.0,1020.0,124.71,1
80,26.0,-20.0,-12.0,1026.0,55.87,1
81,124.0,-7.0,-5.0,1024.0,10.72,1
82,30.0,-25.0,-13.0,1035.0,34.43,1
83,29.0,-24.0,-13.0,1035.0,195.32,1
84,91.0,-10.0,-8.0,1024.0,80.9,1
85,50.0,-26.0,-14.0,1034.0,8.04,1
86,27.0,-25.0,-12.0,1034.0,39.35,1
87,50.0,-24.0,-11.0,1031.0,3.58,1
88,27.0,-26.0,-16.0,1035.0,8.05,1
89,86.0,-11.0,-9.0,1023.0,93.86,1
90,30.0,-21.0,-9.0,1031.0,152.41,1
91,158.0,-9.0,-5.0,1025.0,31.73,1
92,66.0,-22.0,-13.0,1034.0,20.57,1
93,140.0,-7.0,-5.0,1026.0,17.43,1
94,106.0,-24.0,-18.0,1033.0,16.55,1
95,29.0,-21.0,-9.0,1030.0,145.26,1
96,27.0,-22.0,-12.0,1030.0,100.56,1
97,170.0,-8.0,-5.0,1027.0,42.46,1
98,149.0,-8.0,-5.0,1028.0,44.25,1
99,26.0,-21.0,-12.0,1033.0,171.18,1
