,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
0,1.0,10.0,11.0,42.0,-18.0,-9.0,1029.0,85.2,0.0,0.0,0
1,1.0,7.0,20.0,69.0,-15.0,-7.0,1031.0,61.9,0.0,0.0,0
2,1.0,12.0,15.0,35.0,-20.0,-10.0,1030.0,118.8,0.0,0.0,0
3,1.0,9.0,6.0,51.0,-12.0,-8.0,1028.0,34.5,0.0,0.0,0
4,1.0,11.0,22.0,44.0,-19.0,-9.0,1032.0,93.2,0.0,0.0,0
5,1.0,8.0,18.0,62.0,-16.0,-7.0,1031.0,72.1,0.0,0.0,0
6,1.0,10.0,13.0,40.0,-18.0,-9.0,1029.0,101.5,0.0,0.0,0
7,1.0,7.0,9.0,55.0,-15.0,-7.0,1031.0,49.8,0.0,0.0,0
8,1.0,12.0,21.0,38.0,-20.0,-10.0,1030.0,133.2,0.0,0.0,0
9,1.0,9.0,14.0,50.0,-12.0,-8.0,1028.0,40.2,0.0,0.0,0
10,1.0,11.0,8.0,43.0,-19.0,-9.0,1032.0,86.5,0.0,0.0,0
11,1.0,8.0,12.0,61.0,-16.0,-7.0,1031.0,65.9,0.0,0.0,0
12,1.0,10.0,20.0,41.0,-18.0,-9.0,1029.0,114.1,0.0,0.0,0
13,1.0,7.0,16.0,56.0,-15.0,-7.0,1031.0,56.7,0.0,0.0,0
14,1.0,12.0,10.0,37.0,-20.0,-10.0,1030.0,123.9,0.0,0.0,0
15,1.0,9.0,19.0,52.0,-12.0,-8.0,1028.0,45.1,0.0,0.0,0
16,1.0,11.0,15.0,45.0,-19.0,-9.0,1032.0,91.8,0.0,0.0,0
17,1.0,8.0,11.0,63.0,-16.0,-7.0,1031.0,69.4,0.0,0.0,0
18,1.0,10.0,17.0,42.0,-18.0,-9.0,1029.0,106.3,0.0,0.0,0
19,1.0,7.0,10.0,57.0,-15.0,-7.0,1031.0,51.4,0.0,0.0,0
20,1.0,12.0,16.0,39.0,-20.0,-10.0,1030.0,130.5,0.0,0.0,0
21,1.0,9.0,12.0,53.0,-12.0,-8.0,1028.0,42.9,0.0,0.0,0
22,1.0,11.0,9.0,46.0,-19.0,-9.0,1032.0,88.2,0.0,0.0,0
23,1.0,8.0,14.0,64.0,-16.0,-7.0,1031.0,67.1,0.0,0.0,0
24,1.0,10.0,19.0,43.0,-18.0,-9.0,1029.0,112.9,0.0,0.0,0
25,1.0,7.0,15.0,58.0,-15.0,-7.0,1031.0,54.1,0.0,0.0,0
26,1.0,12.0,11.0,40.0,-20.0,-10.0,1030.0,126.3,0.0,0.0,0
27,1.0,8.0,12.0,42.0,-18.0,-10.0,1029.0,118.8,15.0,0.0,0
28,1.0,9.0,18.0,55.0,-20.0,-12.0,1032.0,69.1,8.0,0.0,0
29,1.0,7.0,3.0,31.0,-24.0,-15.0,1036.0,221.1,0.0,0.0,0
30,1.0,10.0,9.0,48.0,-19.0,-11.0,1030.0,96.3,12.0,0.0,0
31,1.0,8.0,15.0,39.0,-17.0,-9.0,1028.0,131.4,18.0,0.0,0
32,1.0,6.0,11.0,52.0,-22.0,-13.0,1033.0,104.2,0.0,0.0,0
33,1.0,9.0,6.0,60.0,-21.0,-12.0,1031.0,77.4,9.0,0.0,0
34,1.0,7.0,19.0,44.0,-25.0,-14.0,1035.0,206.8,0.0,0.0,0
