,pm2.5,TEMP,real_identifier
0,42.0,-8.0,0
1,118.0,-6.0,0
2,29.0,-14.0,0
3,75.0,-10.0,0
4,141.0,-4.0,0
5,97.0,-8.0,0
6,53.0,-12.0,0
7,129.0,-5.0,0
8,35.0,-11.0,0
9,92.0,-7.0,0
10,125.0,-6.0,0
11,49.0,-13.0,0
12,157.0,-4.0,0
13,82.0,-9.0,0
14,30.0,-15.0,0
15,136.0,-5.0,0
16,59.0,-10.0,0
17,101.0,-7.0,0
18,24.0,-16.0,0
19,146.0,-4.0,0
20,69.0,-9.0,0
21,112.0,-6.0,0
22,39.0,-12.0,0
23,151.0,-4.0,0
24,85.0,-8.0,0
25,55.0,-11.0,0
26,118.0,-7.0,0
27,48.0,-12.0,0
28,152.0,-4.0,0
29,22.0,-14.0,0
30,94.0,-8.0,0
31,67.0,-10.0,0
32,140.0,-3.0,0
33,38.0,-15.0,0
34,110.0,-6.0,0
35,58.0,-9.0,0
36,128.0,-2.0,0
37,42.0,-16.0,0
38,82.0,-7.0,0
39,50.0,-11.0,0
40,120.0,-1.0,0
41,34.0,-17.0,0
42,76.0,-5.0,0
43,62.0,-8.0,0
44,138.0,0.0,0
45,46.0,-18.0,0
46,88.0,-4.0,0
47,54.0,-10.0,0
48,122.0,1.0,0
49,36.0,-19.0,0
50,80.0,-3.0,0
51,70.0,-6.0,0
0,31.0,-15.0,1
1,30.0,-9.0,1
2,96.0,-9.0,1
3,28.0,-10.0,1
4,25.0,-10.0,1
5,95.0,-9.0,1
6,90.0,-6.0,1
7,56.0,-11.0,1
8,132.0,-5.0,1
9,148.0,-4.0,1
10,158.0,-5.0,1
11,106.0,-18.0,1
12,61.0,-9.0,1
13,32.0,-10.0,1
14,65.0,-7.0,1
15,159.0,-5.0,1
16,33.0,-11.0,1
17,27.0,-16.0,1
18,26.0,-12.0,1
19,152.0,-5.0,1
20,86.0,-9.0,1
21,50.0,-16.0,1
22,138.0,-5.0,1
23,27.0,-12.0,1
24,82.0,-9.0,1
25,26.0,-11.0,1
26,98.0,-9.0,1
27,30.0,-13.0,1
28,72.0,-10.0,1
29,170.0,-5.0,1
30,29.0,-11.0,1
31,164.0,-5.0,1
32,59.0,-11.0,1
33,27.0,-13.0,1
34,164.0,-5.0,1
35,27.0,-19.0,1
36,44.0,-14.0,1
37,71.0,-9.0,1
38,28.0,-19.0,1
39,66.0,-13.0,1
40,154.0,-5.0,1
41,156.0,-6.0,1
42,129.0,-4.0,1
43,20.0,-12.0,1
44,50.0,-11.0,1
45,26.0,-13.0,1
46,90.0,-9.0,1
47,63.0,-6.0,1
48,126.0,-6.0,1
49,28.0,-11.0,1
50,83.0,-8.0,1
