,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,43.0,-18.0,-10.0,1031.0,91.9,0
1,118.0,-6.0,-4.0,1024.0,18.5,0
2,26.0,-25.0,-14.0,1034.0,201.8,0
3,85.0,-12.0,-10.0,1022.0,10.9,0
4,138.0,-9.0,-6.0,1026.0,34.7,0
5,31.0,-22.0,-12.0,1032.0,103.2,0
6,96.0,-11.0,-9.0,1021.0,127.3,0
7,58.0,-23.0,-11.0,1031.0,5.5,0
8,41.0,-20.0,-11.0,1032.0,0.8,0
9,29.0,-26.0,-15.0,1035.0,24.3,0
10,60.0,-22.0,-13.0,1033.0,10.1,0
11,50.0,-26.0,-14.0,1034.0,8.0,0
12,70.0,-11.0,-9.0,1020.0,127.5,0
13,79.0,-14.0,-12.0,1023.0,16.0,0
14,164.0,-8.0,-5.0,1025.0,27.4,0
15,148.0,-8.0,-5.0,1026.0,23.4,0
16,33.0,-23.0,-11.0,1031.0,1.7,0
17,27.0,-22.0,-12.0,1030.0,100.3,0
18,159.0,-9.0,-5.0,1026.0,37.2,0
19,34.0,-26.0,-18.0,1035.0,205.3,0
20,31.0,-24.0,-12.0,1034.0,180.0,0
21,29.0,-26.0,-15.0,1035.0,24.5,0
22,39.0,-24.0,-11.0,1032.0,41.0,0
23,159.0,-11.0,-5.0,1021.0,3.5,0
24,25.0,-23.0,-12.0,1031.0,108.3,0
25,73.0,-12.0,-11.0,1023.0,14.2,0
26,158.0,-9.0,-5.0,1025.0,31.5,0
27,72.0,-11.0,-10.0,1023.0,7.1,0
28,86.0,-10.0,-9.0,1024.0,84.7,0
29,27.0,-26.0,-16.0,1035.0,8.0,0
30,76.0,-11.0,-9.0,1023.0,11.1,0
31,29.0,-24.0,-13.0,1035.0,195.1,0
32,77.0,-25.0,-14.0,1033.0,3.9,0
33,28.0,-27.0,-19.0,1035.0,218.3,0
34,91.0,-10.0,-8.0,1024.0,80.7,0
35,181.0,-7.0,-5.0,1022.0,5.3,0
36,28.0,-19.0,-11.0,1025.0,48.5,0
37,71.0,-10.0,-9.0,1022.0,3.9,0
38,105.0,-7.0,-6.0,1023.0,8.8,0
39,95.0,-11.0,-9.0,1020.0,121.4,0
40,170.0,-8.0,-5.0,1027.0,42.3,0
41,132.0,-7.0,-5.0,1025.0,14.2,0
42,33.0,-24.0,-13.0,1034.0,187.1,0
43,65.0,-8.0,-7.0,1024.0,72.7,0
44,84.0,-22.0,-12.0,1033.0,13.3,0
45,29.0,-21.0,-13.0,1027.0,73.6,0
46,86.0,-11.0,-9.0,1020.0,124.5,0
47,30.0,-21.0,-9.0,1031.0,152.2,0
0,32.0,-20.0,-10.0,1030.0,127.38,1
1,56.0,-23.0,-11.0,1031.0,5.37,1
2,138.0,-7.0,-5.0,1022.0,6.25,1
3,30.0,-20.0,-11.0,1032.0,159.56,1
4,29.0,-21.0,-11.0,1030.0,117.55,1
5,96.0,-11.0,-9.0,1020.0,116.66,1
6,90.0,-7.0,-6.0,1027.0,58.56,1
7,27.0,-26.0,-19.0,1035.0,208.73,1
8,98.0,-11.0,-9.0,1022.0,102.8,1
9,59.0,-23.0,-11.0,1032.0,7.16,1
10,41.0,-22.0,-11.0,1032.0,0.89,1
11,31.0,-26.0,-15.0,1035.0,198.45,1
12,60.0,-22.0,-13.0,1033.0,10.29,1
13,50.0,-26.0,-14.0,1034.0,8.04,1
14,70.0,-11.0,-9.0,1020.0,127.84,1
15,79.0,-14.0,-12.0,1023.0,16.09,1
16,164.0,-8.0,-5.0,1025.0,27.71,1
17,148.0,-8.0,-5.0,1026.0,23.69,1
18,33.0,-23.0,-11.0,1031.0,1.79,1
19,27.0,-22.0,-12.0,1030.0,100.56,1
20,159.0,-9.0,-5.0,1026.0,37.54,1
21,34.0,-26.0,-18.0,1035.0,205.6,1
22,31.0,-24.0,-12.0,1034.0,180.12,1
23,29.0,-26.0,-15.0,1035.0,24.59,1
24,39.0,-24.0,-11.0,1032.0,41.14,1
25,159.0,-11.0,-5.0,1021.0,3.57,1
26,25.0,-23.0,-12.0,1031.0,108.61,1
27,73.0,-12.0,-11.0,1023.0,14.3,1
28,158.0,-9.0,-5.0,1025.0,31.73,1
29,72.0,-11.0,-10.0,1023.0,7.15,1
30,86.0,-10.0,-9.0,1024.0,84.92,1
31,27.0,-26.0,-16.0,1035.0,8.05,1
32,76.0,-11.0,-9.0,1023.0,11.17,1
33,29.0,-24.0,-13.0,1035.0,195.32,1
34,77.0,-25.0,-14.0,1033.0,4.02,1
35,28.0,-27.0,-19.0,1035.0,218.57,1
36,91.0,-10.0,-8.0,1024.0,80.9,1
37,181.0,-7.0,-5.0,1022.0,5.36,1
38,28.0,-19.0,-11.0,1025.0,48.72,1
39,71.0,-10.0,-9.0,1022.0,4.02,1
40,105.0,-7.0,-6.0,1023.0,8.93,1
41,95.0,-11.0,-9.0,1020.0,121.58,1
42,170.0,-8.0,-5.0,1027.0,42.46,1
43,132.0,-7.0,-5.0,1025.0,14.3,1
44,33.0,-24.0,-13.0,1034.0,187.27,1
45,65.0,-8.0,-7.0,1024.0,72.86,1
46,84.0,-22.0,-12.0,1033.0,13.42,1
47,29.0,-21.0,-13.0,1027.0,73.75,1
48,86.0,-11.0,-9.0,1020.0,124.71,1
49,30.0,-21.0,-9.0,1031.0,152.41,1
50,63.0,-8.0,-6.0,1026.0,61.69,1
