,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
0,41.0,-20.0,-12.0,1029.0,58.4,0
1,118.0,-10.0,-8.0,1025.0,14.1,0
2,29.0,-24.0,-14.0,1032.0,42.9,0
3,159.0,-9.0,-6.0,1027.0,48.6,0
4,55.0,-19.0,-11.0,1027.0,19.4,0
5,96.0,-12.0,-9.0,1022.0,83.2,0
6,31.0,-26.0,-16.0,1034.0,31.4,0
7,123.0,-8.0,-6.0,1025.0,11.4,0
8,45.0,-22.0,-13.0,1031.0,24.5,0
9,138.0,-10.0,-7.0,1024.0,16.3,0
10,60.0,-18.0,-10.0,1026.0,22.9,0
11,85.0,-11.0,-9.0,1023.0,91.5,0
12,39.0,-25.0,-15.0,1033.0,44.8,0
13,110.0,-9.0,-7.0,1026.0,7.5,0
14,51.0,-21.0,-12.0,1029.0,18.1,0
15,146.0,-8.0,-5.0,1027.0,43.8,0
16,28.0,-27.0,-17.0,1035.0,214.5,0
17,62.0,-16.0,-9.0,1024.0,23.4,0
18,119.0,-11.0,-8.0,1022.0,10.3,0
19,46.0,-24.0,-14.0,1032.0,14.5,0
20,155.0,-9.0,-6.0,1028.0,46.2,0
21,34.0,-26.0,-16.0,1034.0,40.6,0
22,81.0,-10.0,-8.0,1024.0,88.5,0
23,67.0,-22.0,-13.0,1033.0,21.1,0
24,87.0,-11.0,-9.0,1023.0,94.5,0
25,52.0,-22.0,-16.0,1033.0,24.3,0
26,63.0,-11.0,-9.0,1021.0,1.4,0
27,84.0,-9.0,-8.0,1024.0,77.4,0
28,149.0,-15.0,-4.0,1020.0,2.9,0
29,57.0,-25.0,-17.0,1033.0,27.3,0
30,154.0,-9.0,-5.0,1025.0,36.3,0
31,141.0,-7.0,-5.0,1026.0,17.8,0
32,26.0,-22.0,-13.0,1028.0,81.4,0
33,56.0,-8.0,-7.0,1025.0,69.3,0
34,59.0,-16.0,-9.0,1023.0,22.4,0
35,121.0,-8.0,-6.0,1024.0,12.9,0
36,108.0,-11.0,-9.0,1021.0,106.4,0
37,45.0,-26.0,-14.0,1033.0,14.2,0
38,28.0,-25.0,-12.0,1034.0,39.9,0
39,83.0,-10.0,-9.0,1024.0,90.3,0
40,66.0,-22.0,-13.0,1034.0,20.9,0
41,86.0,-11.0,-9.0,1023.0,94.1,0
42,51.0,-22.0,-16.0,1033.0,24.1,0
43,62.0,-11.0,-9.0,1021.0,1.5,0
44,84.0,-9.0,-8.0,1024.0,77.8,0
45,148.0,-15.0,-4.0,1020.0,3.1,0
46,57.0,-25.0,-17.0,1033.0,27.6,0
47,154.0,-9.0,-5.0,1025.0,36.6,0
48,141.0,-7.0,-5.0,1026.0,18.1,0
50,63.0,-8.0,-6.0,1026.0,61.69,1
51,106.0,-24.0,-18.0,1033.0,16.55,1
52,30.0,-25.0,-13.0,1035.0,34.43,1
53,129.0,-16.0,-4.0,1020.0,1.79,1
54,27.0,-26.0,-16.0,1035.0,18.78,1
55,50.0,-24.0,-11.0,1031.0,3.58,1
56,25.0,-17.0,-10.0,1024.0,29.95,1
57,124.0,-7.0,-5.0,1024.0,10.72,1
58,29.0,-21.0,-9.0,1030.0,145.26,1
59,53.0,-11.0,-9.0,1022.0,1.78,1
60,126.0,-8.0,-6.0,1027.0,55.43,1
61,26.0,-18.0,-11.0,1024.0,39.78,1
62,28.0,-27.0,-16.0,1034.0,4.92,1
63,149.0,-8.0,-5.0,1028.0,44.25,1
64,28.0,-21.0,-10.0,1030.0,136.32,1
65,164.0,-7.0,-5.0,1027.0,49.17,1
66,78.0,-11.0,-9.0,1023.0,97.88,1
67,109.0,-7.0,-6.0,1022.0,7.14,1
68,26.0,-21.0,-12.0,1033.0,171.18,1
69,30.0,-26.0,-17.0,1035.0,201.58,1
70,20.0,-21.0,-12.0,1027.0,64.81,1
71,27.0,-27.0,-16.0,1034.0,13.86,1
72,28.0,-23.0,-11.0,1032.0,165.37,1
73,90.0,-11.0,-9.0,1020.0,111.74,1
74,164.0,-8.0,-5.0,1027.0,39.33,1
75,25.0,-27.0,-18.0,1035.0,213.65,1
76,152.0,-8.0,-5.0,1026.0,20.56,1
77,27.0,-22.0,-13.0,1029.0,90.73,1
78,26.0,-20.0,-12.0,1026.0,55.87,1
79,65.0,-8.0,-7.0,1026.0,65.71,1
80,36.0,-25.0,-14.0,1035.0,29.51,1
81,154.0,-7.0,-5.0,1028.0,46.04,1
82,156.0,-8.0,-6.0,1028.0,52.3,1
83,26.0,-22.0,-13.0,1028.0,80.9,1
84,55.0,-8.0,-7.0,1025.0,68.84,1
85,58.0,-16.0,-9.0,1023.0,21.9,1
86,120.0,-8.0,-6.0,1024.0,12.51,1
87,107.0,-11.0,-9.0,1021.0,105.93,1
88,44.0,-26.0,-14.0,1033.0,13.85,1
89,27.0,-25.0,-12.0,1034.0,39.35,1
90,82.0,-10.0,-9.0,1024.0,89.84,1
91,66.0,-22.0,-13.0,1034.0,20.57,1
92,86.0,-11.0,-9.0,1023.0,93.86,1
93,50.0,-22.0,-16.0,1033.0,23.7,1
94,61.0,-11.0,-9.0,1021.0,0.89,1
95,83.0,-9.0,-8.0,1024.0,76.88,1
96,148.0,-15.0,-4.0,1020.0,2.68,1
97,56.0,-25.0,-17.0,1033.0,26.83,1
98,154.0,-9.0,-5.0,1025.0,35.75,1
99,140.0,-7.0,-5.0,1026.0,17.43,1
