,pm2.5,TEMP,real_identifier
0,31.5,-11.2,0
1,24.8,-15.5,0
2,45.0,-10.0,0
3,90.0,-8.0,0
4,120.0,-3.0,0
5,110.0,-6.0,0
6,27.0,-15.0,0
7,145.0,-3.0,0
8,78.0,-8.0,0
9,59.0,-5.0,0
10,118.0,-3.0,0
11,85.0,-8.0,0
12,49.5,-9.5,0
13,38.2,-8.8,0
14,51.0,-11.0,0
15,48.0,-12.0,0
16,85.0,-8.0,0
17,70.0,-6.0,0
18,35.5,-12.2,0
19,118.8,-6.5,0
20,91.0,-7.0,0
21,35.0,-15.0,0
22,25.5,-10.5,0
23,28.2,-13.1,0
24,25.5,-10.5,0
25,28.2,-8.2,0
26,127.0,-4.0,0
27,201.0,-3.0,0
28,94.5,-8.5,0
29,97.2,-9.2,0
30,85.0,-8.0,0
31,40.0,-9.0,0
32,140.0,-8.0,0
33,25.0,-10.0,0
34,26.5,-14.0,0
35,29.2,-8.5,0
36,78.0,-10.0,0
37,61.0,-8.0,0
38,35.5,-9.5,0
39,38.2,-10.8,0
40,123.0,-8.0,0
41,67.0,-12.0,0
42,108.0,-7.0,0
43,72.0,-8.0,0
44,142.0,-8.0,0
45,56.0,-10.0,0
46,120.0,-3.0,0
47,90.0,-7.0,0
48,67.5,-10.2,0
49,79.2,-8.5,0
0,29.0,-9.0,1
1,26.0,-13.0,1
2,30.0,-13.0,1
3,126.0,-6.0,1
4,152.0,-5.0,1
5,91.0,-8.0,1
6,33.0,-13.0,1
7,159.0,-5.0,1
8,86.0,-9.0,1
9,63.0,-6.0,1
10,140.0,-5.0,1
11,72.0,-10.0,1
12,56.0,-11.0,1
13,32.0,-10.0,1
14,58.0,-9.0,1
15,44.0,-14.0,1
16,90.0,-9.0,1
17,65.0,-7.0,1
18,29.0,-15.0,1
19,129.0,-4.0,1
20,82.0,-9.0,1
21,27.0,-19.0,1
22,26.0,-11.0,1
23,27.0,-12.0,1
24,27.0,-12.0,1
25,30.0,-9.0,1
26,109.0,-6.0,1
27,181.0,-5.0,1
28,95.0,-9.0,1
29,96.0,-9.0,1
30,90.0,-6.0,1
31,33.0,-11.0,1
32,158.0,-5.0,1
33,20.0,-12.0,1
34,27.0,-16.0,1
35,28.0,-10.0,1
36,84.0,-12.0,1
37,53.0,-9.0,1
38,28.0,-11.0,1
39,41.0,-11.0,1
40,148.0,-5.0,1
41,56.0,-17.0,1
42,120.0,-6.0,1
43,61.0,-9.0,1
44,164.0,-5.0,1
45,31.0,-12.0,1
46,154.0,-5.0,1
47,78.0,-9.0,1
48,59.0,-11.0,1
49,86.0,-9.0,1
50,164.0,-5.0,1
